configuration,questionerType,alpha_q,alpha_a,beta,likelihood
9_5_1.5,explicit,9,5,1.5,-161.27031502205313
9_5_2.0,pragmatic,9,5,2.0,-180.23066554836458
9_5_2.0,explicit,9,5,2.0,-161.4594270570249
9_5_2.5,pragmatic,9,5,2.5,-180.5981426719104
9_5_2.5,explicit,9,5,2.5,-161.62426549062772
9_6_0.5,pragmatic,9,6,0.5,-180.21253518130777
9_6_0.5,explicit,9,6,0.5,-160.90666633358518
9_6_0.1,pragmatic,9,6,0.1,-180.11290443176662
9_6_0.1,explicit,9,6,0.1,-160.79372050981635
9_6_1.5,pragmatic,9,6,1.5,-180.63998886023484
9_6_1.5,explicit,9,6,1.5,-161.27031502205313
9_6_2.0,pragmatic,9,6,2.0,-180.9791161240823
9_6_2.0,explicit,9,6,2.0,-161.4594270570249
9_6_2.5,pragmatic,9,6,2.5,-181.41150354401805
9_6_2.5,explicit,9,6,2.5,-161.62426549062772
9_7_0.5,pragmatic,9,7,0.5,-180.7308143865232
9_7_0.5,explicit,9,7,0.5,-160.90666633358518
9_7_0.1,pragmatic,9,7,0.1,-180.66096403764763
9_7_0.1,explicit,9,7,0.1,-160.79372050981635
9_7_1.5,pragmatic,9,7,1.5,-181.03831516916307
9_7_1.5,explicit,9,7,1.5,-161.27031502205313
9_7_2.0,pragmatic,9,7,2.0,-181.29613634344312
9_7_2.0,explicit,9,7,2.0,-161.4594270570249
9_7_2.5,pragmatic,9,7,2.5,-181.64841207496616
9_7_2.5,explicit,9,7,2.5,-161.62426549062772
10_1_0.5,pragmatic,10,1,0.5,-164.98638114261337
10_1_0.5,explicit,10,1,0.5,-162.24975465604848
10_1_0.1,pragmatic,10,1,0.1,-165.1142260061653
10_1_0.1,explicit,10,1,0.1,-162.13861217318117
10_1_1.5,pragmatic,10,1,1.5,-164.47944404670875
10_1_1.5,explicit,10,1,1.5,-162.60098569752438
10_1_2.0,pragmatic,10,1,2.0,-164.16084600744395
10_1_2.0,explicit,10,1,2.0,-162.7807503877642
10_1_2.5,pragmatic,10,1,2.5,-163.86437587074852
10_1_2.5,explicit,10,1,2.5,-162.93649887714037
10_2_0.5,pragmatic,10,2,0.5,-172.3777306504743
10_2_0.5,explicit,10,2,0.5,-162.24975465604848
10_2_0.1,pragmatic,10,2,0.1,-172.6331613353204
10_2_0.1,explicit,10,2,0.1,-162.13861217318117
10_2_1.5,pragmatic,10,2,1.5,-171.0400093301867
10_2_1.5,explicit,10,2,1.5,-162.60098569752438
10_2_2.0,pragmatic,10,2,2.0,-169.84347932233973
10_2_2.0,explicit,10,2,2.0,-162.7807503877642
10_2_2.5,pragmatic,10,2,2.5,-168.33712813459204
10_2_2.5,explicit,10,2,2.5,-162.93649887714037
10_3_0.5,pragmatic,10,3,0.5,-179.3474300280238
10_3_0.5,explicit,10,3,0.5,-162.24975465604848
10_3_0.1,pragmatic,10,3,0.1,-179.35988521802977
10_3_0.1,explicit,10,3,0.1,-162.13861217318117
10_3_1.5,pragmatic,10,3,1.5,-178.98312936614516
10_3_1.5,explicit,10,3,1.5,-162.60098569752438
10_3_2.0,pragmatic,10,3,2.0,-178.34934790525242
10_3_2.0,explicit,10,3,2.0,-162.7807503877642
10_3_2.5,pragmatic,10,3,2.5,-177.13699423813094
10_3_2.5,explicit,10,3,2.5,-162.93649887714037
10_4_0.5,pragmatic,10,4,0.5,-182.92183493552986
10_4_0.5,explicit,10,4,0.5,-162.24975465604848
10_4_0.1,pragmatic,10,4,0.1,-182.79401044403573
10_4_0.1,explicit,10,4,0.1,-162.13861217318117
10_4_1.5,pragmatic,10,4,1.5,-183.34375126177952
10_4_1.5,explicit,10,4,1.5,-162.60098569752438
10_4_2.0,pragmatic,10,4,2.0,-183.5142861834254
10_4_2.0,explicit,10,4,2.0,-162.7807503877642
10_4_2.5,pragmatic,10,4,2.5,-183.48857824861594
10_4_2.5,explicit,10,4,2.5,-162.93649887714037
10_5_0.5,pragmatic,10,5,0.5,-184.46925173457484
10_5_0.5,explicit,10,5,0.5,-162.24975465604848
10_5_0.1,pragmatic,10,5,0.1,-184.33190810637151
10_5_0.1,explicit,10,5,0.1,-162.13861217318117
10_5_1.5,pragmatic,10,5,1.5,-185.033810048411
10_5_1.5,explicit,10,5,1.5,-162.60098569752438
10_5_2.0,pragmatic,10,5,2.0,-185.445230485797
10_5_2.0,explicit,10,5,2.0,-162.7807503877642
10_5_2.5,pragmatic,10,5,2.5,-185.9103351666871
10_5_2.5,explicit,10,5,2.5,-162.93649887714037
10_6_0.5,pragmatic,10,6,0.5,-185.2189712577363
10_6_0.5,explicit,10,6,0.5,-162.24975465604848
10_6_0.1,pragmatic,10,6,0.1,-185.1138788432443
10_6_0.1,explicit,10,6,0.1,-162.13861217318117
10_6_1.5,pragmatic,10,6,1.5,-185.67862419983587
10_6_1.5,explicit,10,6,1.5,-162.60098569752438
10_6_2.0,pragmatic,10,6,2.0,-186.0527207634445
10_6_2.0,explicit,10,6,2.0,-162.7807503877642
10_6_2.5,pragmatic,10,6,2.5,-186.54152503562145
10_6_2.5,explicit,10,6,2.5,-162.93649887714037
10_7_0.5,pragmatic,10,7,0.5,-185.67921855709244
10_7_0.5,explicit,10,7,0.5,-162.24975465604848
10_7_0.1,pragmatic,10,7,0.1,-185.6087180482156
10_7_0.1,explicit,10,7,0.1,-162.13861217318117
10_7_1.5,pragmatic,10,7,1.5,-185.9976805164241
10_7_1.5,explicit,10,7,1.5,-162.60098569752438
10_7_2.0,pragmatic,10,7,2.0,-186.27212609387414
10_7_2.0,explicit,10,7,2.0,-162.7807503877642
10_7_2.5,pragmatic,10,7,2.5,-186.65343738819817
10_7_2.5,explicit,10,7,2.5,-162.93649887714037
11_1_0.5,pragmatic,11,1,0.5,-167.31494221779235
11_1_0.5,explicit,11,1,0.5,-163.61096730670994
11_1_0.1,pragmatic,11,1,0.1,-167.50915075606014
11_1_0.1,explicit,11,1,0.1,-163.5055554481668
11_1_1.5,pragmatic,11,1,1.5,-166.5511100522545
11_1_1.5,explicit,11,1,1.5,-163.94320857403812
11_1_2.0,pragmatic,11,1,2.0,-166.06825205544843
11_1_2.0,explicit,11,1,2.0,-164.11360565679905
11_1_2.5,pragmatic,11,1,2.5,-165.60978405098336
11_1_2.5,explicit,11,1,2.5,-164.26194206671852
11_2_0.5,pragmatic,11,2,0.5,-176.323596515029
11_2_0.5,explicit,11,2,0.5,-163.61096730670994
11_2_0.1,pragmatic,11,2,0.1,-176.62460486618482
11_2_0.1,explicit,11,2,0.1,-163.5055554481668
11_2_1.5,pragmatic,11,2,1.5,-174.7382597136027
11_2_1.5,explicit,11,2,1.5,-163.94320857403812
11_2_2.0,pragmatic,11,2,2.0,-173.29758809792904
11_2_2.0,explicit,11,2,2.0,-164.11360565679905
11_2_2.5,pragmatic,11,2,2.5,-171.44533589020742
11_2_2.5,explicit,11,2,2.5,-164.26194206671852
11_3_0.5,pragmatic,11,3,0.5,-184.02409198935263
11_3_0.5,explicit,11,3,0.5,-163.61096730670994
11_3_0.1,pragmatic,11,3,0.1,-184.02593321463507
11_3_0.1,explicit,11,3,0.1,-163.5055554481668
11_3_1.5,pragmatic,11,3,1.5,-183.6931755816086
11_3_1.5,explicit,11,3,1.5,-163.94320857403812
11_3_2.0,pragmatic,11,3,2.0,-183.06040789531832
11_3_2.0,explicit,11,3,2.0,-164.11360565679905
11_3_2.5,pragmatic,11,3,2.5,-181.79553302822703
11_3_2.5,explicit,11,3,2.5,-164.26194206671852
11_4_0.5,pragmatic,11,4,0.5,-187.61161791441177
11_4_0.5,explicit,11,4,0.5,-163.61096730670994
11_4_0.1,pragmatic,11,4,0.1,-187.46955373596907
11_4_0.1,explicit,11,4,0.1,-163.5055554481668
11_4_1.5,pragmatic,11,4,1.5,-188.1090481947853
11_4_1.5,explicit,11,4,1.5,-163.94320857403812
11_4_2.0,pragmatic,11,4,2.0,-188.35347877262006
11_4_2.0,explicit,11,4,2.0,-164.11360565679905
11_4_2.5,pragmatic,11,4,2.5,-188.43373634524005
11_4_2.5,explicit,11,4,2.5,-164.26194206671852
11_5_0.5,pragmatic,11,5,0.5,-189.03487084629182
11_5_0.5,explicit,11,5,0.5,-163.61096730670994
11_5_0.1,pragmatic,11,5,0.1,-188.89213641700334
11_5_0.1,explicit,11,5,0.1,-163.5055554481668
11_5_1.5,pragmatic,11,5,1.5,-189.6354364221206
11_5_1.5,explicit,11,5,1.5,-163.94320857403812
11_5_2.0,pragmatic,11,5,2.0,-190.09010570570314
11_5_2.0,explicit,11,5,2.0,-164.11360565679905
11_5_2.5,pragmatic,11,5,2.5,-190.63009036868678
11_5_2.5,explicit,11,5,2.5,-164.26194206671852
11_6_0.5,pragmatic,11,6,0.5,-189.68206778743837
11_6_0.5,explicit,11,6,0.5,-163.61096730670994
11_6_0.1,pragmatic,11,6,0.1,-189.57745662675765
11_6_0.1,explicit,11,6,0.1,-163.5055554481668
11_6_1.5,pragmatic,11,6,1.5,-190.14859802513715
11_6_1.5,explicit,11,6,1.5,-163.94320857403812
11_6_2.0,pragmatic,11,6,2.0,-190.53725807986663
11_6_2.0,explicit,11,6,2.0,-164.11360565679905
11_6_2.5,pragmatic,11,6,2.5,-191.05628672949942
11_6_2.5,explicit,11,6,2.5,-164.26194206671852
11_7_0.5,pragmatic,11,7,0.5,-190.07119257579245
11_7_0.5,explicit,11,7,0.5,-163.61096730670994
11_7_0.1,pragmatic,11,7,0.1,-190.00392355450998
11_7_0.1,explicit,11,7,0.1,-163.5055554481668
11_7_1.5,pragmatic,11,7,1.5,-190.38336668787372
11_7_1.5,explicit,11,7,1.5,-163.94320857403812
11_7_2.0,pragmatic,11,7,2.0,-190.6590893483499
11_7_2.0,explicit,11,7,2.0,-164.11360565679905
11_7_2.5,pragmatic,11,7,2.5,-191.0477366733201
11_7_2.5,explicit,11,7,2.5,-164.26194206671852
12_1_0.5,pragmatic,12,1,0.5,-169.65559632829545
12_1_0.5,explicit,12,1,0.5,-164.9814584780375
12_1_0.1,pragmatic,12,1,0.1,-169.91479670688926
12_1_0.1,explicit,12,1,0.1,-164.88126467945062
12_1_1.5,pragmatic,12,1,1.5,-168.64089461694383
12_1_1.5,explicit,12,1,1.5,-165.29953954643386
12_1_2.0,pragmatic,12,1,2.0,-167.99741812717266
12_1_2.0,explicit,12,1,2.0,-165.46456573754497
12_1_2.5,pragmatic,12,1,2.5,-167.38006809108364
12_1_2.5,explicit,12,1,2.5,-165.60953927511568
12_2_0.5,pragmatic,12,2,0.5,-180.12480769103146
12_2_0.5,explicit,12,2,0.5,-164.9814584780375
12_2_0.1,pragmatic,12,2,0.1,-180.4607222114003
12_2_0.1,explicit,12,2,0.1,-164.88126467945062
12_2_1.5,pragmatic,12,2,1.5,-178.34410224968258
12_2_1.5,explicit,12,2,1.5,-165.29953954643386
12_2_2.0,pragmatic,12,2,2.0,-176.70037377951195
12_2_2.0,explicit,12,2,2.0,-165.46456573754497
12_2_2.5,pragmatic,12,2,2.5,-174.54536830389148
12_2_2.5,explicit,12,2,2.5,-165.60953927511568
12_3_0.5,pragmatic,12,3,0.5,-188.29565164283156
12_3_0.5,explicit,12,3,0.5,-164.9814584780375
12_3_0.1,pragmatic,12,3,0.1,-188.28552242391422
12_3_0.1,explicit,12,3,0.1,-164.88126467945062
12_3_1.5,pragmatic,12,3,1.5,-188.01850014462144
12_3_1.5,explicit,12,3,1.5,-165.29953954643386
12_3_2.0,pragmatic,12,3,2.0,-187.41866476478856
12_3_2.0,explicit,12,3,2.0,-165.46456573754497
12_3_2.5,pragmatic,12,3,2.5,-186.15979692214506
12_3_2.5,explicit,12,3,2.5,-165.60953927511568
12_4_0.5,pragmatic,12,4,0.5,-191.7686848369623
12_4_0.5,explicit,12,4,0.5,-164.9814584780375
12_4_0.1,pragmatic,12,4,0.1,-191.61782425387185
12_4_0.1,explicit,12,4,0.1,-164.88126467945062
12_4_1.5,pragmatic,12,4,1.5,-192.32372703407543
12_4_1.5,explicit,12,4,1.5,-165.29953954643386
12_4_2.0,pragmatic,12,4,2.0,-192.63472424508862
12_4_2.0,explicit,12,4,2.0,-165.46456573754497
12_4_2.5,pragmatic,12,4,2.5,-192.82186258982114
12_4_2.5,explicit,12,4,2.5,-165.60953927511568
12_5_0.5,pragmatic,12,5,0.5,-193.02979414428285
12_5_0.5,explicit,12,5,0.5,-164.9814584780375
12_5_0.1,pragmatic,12,5,0.1,-192.8874330050999
12_5_0.1,explicit,12,5,0.1,-164.88126467945062
12_5_1.5,pragmatic,12,5,1.5,-193.6423861171233
12_5_1.5,explicit,12,5,1.5,-165.29953954643386
12_5_2.0,pragmatic,12,5,2.0,-194.12255004255024
12_5_2.0,explicit,12,5,2.0,-165.46456573754497
12_5_2.5,pragmatic,12,5,2.5,-194.71690797737622
12_5_2.5,explicit,12,5,2.5,-165.60953927511568
12_6_0.5,pragmatic,12,6,0.5,-193.56611047310477
12_6_0.5,explicit,12,6,0.5,-164.9814584780375
12_6_0.1,pragmatic,12,6,0.1,-193.46621325689222
12_6_0.1,explicit,12,6,0.1,-164.88126467945062
12_6_1.5,pragmatic,12,6,1.5,-194.02021475900148
12_6_1.5,explicit,12,6,1.5,-165.29953954643386
12_6_2.0,pragmatic,12,6,2.0,-194.40733108373888
12_6_2.0,explicit,12,6,2.0,-165.46456573754497
12_6_2.5,pragmatic,12,6,2.5,-194.9357693271813
12_6_2.5,explicit,12,6,2.5,-165.60953927511568
12_7_0.5,pragmatic,12,7,0.5,-193.8838230363379
12_7_0.5,explicit,12,7,0.5,-164.9814584780375
12_7_0.1,pragmatic,12,7,0.1,-193.82235322104304
12_7_0.1,explicit,12,7,0.1,-164.88126467945062
12_7_1.5,pragmatic,12,7,1.5,-194.17654524234854
12_7_1.5,explicit,12,7,1.5,-165.29953954643386
12_7_2.0,pragmatic,12,7,2.0,-194.44112685017342
12_7_2.0,explicit,12,7,2.0,-165.46456573754497
12_7_2.5,pragmatic,12,7,2.5,-194.81982303802067
12_7_2.5,explicit,12,7,2.5,-165.60953927511568
13_1_0.5,pragmatic,13,1,0.5,-171.97977626221598
13_1_0.5,explicit,13,1,0.5,-166.3633133451981
13_1_0.1,pragmatic,13,1,0.1,-172.29956631156838
13_1_0.1,explicit,13,1,0.1,-166.26645230956547
13_1_1.5,pragmatic,13,1,1.5,-170.72987602719232
13_1_1.5,explicit,13,1,1.5,-166.67409846793484
13_1_2.0,pragmatic,13,1,2.0,-169.9343403940088
13_1_2.0,explicit,13,1,2.0,-166.83747525176247
13_1_2.5,pragmatic,13,1,2.5,-169.16538471854733
13_1_2.5,explicit,13,1,2.5,-166.98223236609343
13_2_0.5,pragmatic,13,2,0.5,-183.71023576888552
13_2_0.5,explicit,13,2,0.5,-166.3633133451981
13_2_0.1,pragmatic,13,2,0.1,-184.0694724771298
13_2_0.1,explicit,13,2,0.1,-166.26645230956547
13_2_1.5,pragmatic,13,2,1.5,-181.79069432341862
13_2_1.5,explicit,13,2,1.5,-166.67409846793484
13_2_2.0,pragmatic,13,2,2.0,-179.98994402211335
13_2_2.0,explicit,13,2,2.0,-166.83747525176247
13_2_2.5,pragmatic,13,2,2.5,-177.58387781529385
13_2_2.5,explicit,13,2,2.5,-166.98223236609343
13_3_0.5,pragmatic,13,3,0.5,-192.11634331315582
13_3_0.5,explicit,13,3,0.5,-166.3633133451981
13_3_0.1,pragmatic,13,3,0.1,-192.09324888315336
13_3_0.1,explicit,13,3,0.1,-166.26645230956547
13_3_1.5,pragmatic,13,3,1.5,-191.90798436811394
13_3_1.5,explicit,13,3,1.5,-166.67409846793484
13_3_2.0,pragmatic,13,3,2.0,-191.365595140926
13_3_2.0,explicit,13,3,2.0,-166.83747525176247
13_3_2.5,pragmatic,13,3,2.5,-190.16024971275186
13_3_2.5,explicit,13,3,2.5,-166.98223236609343
13_4_0.5,pragmatic,13,4,0.5,-195.38688027755606
13_4_0.5,explicit,13,4,0.5,-166.3633133451981
13_4_0.1,pragmatic,13,4,0.1,-195.23135340303168
13_4_0.1,explicit,13,4,0.1,-166.26645230956547
13_4_1.5,pragmatic,13,4,1.5,-195.98463856237765
13_4_1.5,explicit,13,4,1.5,-166.67409846793484
13_4_2.0,pragmatic,13,4,2.0,-196.35410394469662
13_4_2.0,explicit,13,4,2.0,-166.83747525176247
13_4_2.5,pragmatic,13,4,2.5,-196.64369451652118
13_4_2.5,explicit,13,4,2.5,-166.98223236609343
13_5_0.5,pragmatic,13,5,0.5,-196.46946786938426
13_5_0.5,explicit,13,5,0.5,-166.3633133451981
13_5_0.1,pragmatic,13,5,0.1,-196.33148099132896
13_5_0.1,explicit,13,5,0.1,-166.26645230956547
13_5_1.5,pragmatic,13,5,1.5,-197.0768805927481
13_5_1.5,explicit,13,5,1.5,-166.67409846793484
13_5_2.0,pragmatic,13,5,2.0,-197.56922084343282
13_5_2.0,explicit,13,5,2.0,-166.83747525176247
13_5_2.5,pragmatic,13,5,2.5,-198.2014878230509
13_5_2.5,explicit,13,5,2.5,-166.98223236609343
13_6_0.5,pragmatic,13,6,0.5,-196.8978264305244
13_6_0.5,explicit,13,6,0.5,-166.3633133451981
13_6_0.1,pragmatic,13,6,0.1,-196.80547684684697
13_6_0.1,explicit,13,6,0.1,-166.26645230956547
13_6_1.5,pragmatic,13,6,1.5,-197.32614657111424
13_6_1.5,explicit,13,6,1.5,-166.67409846793484
13_6_2.0,pragmatic,13,6,2.0,-197.70049621903934
13_6_2.0,explicit,13,6,2.0,-166.83747525176247
13_6_2.5,pragmatic,13,6,2.5,-198.22382993280098
13_6_2.5,explicit,13,6,2.5,-166.98223236609343
13_7_0.5,pragmatic,13,7,0.5,-197.15142959584767
13_7_0.5,explicit,13,7,0.5,-166.3633133451981
13_7_0.1,pragmatic,13,7,0.1,-197.09745126998973
13_7_0.1,explicit,13,7,0.1,-166.26645230956547
13_7_1.5,pragmatic,13,7,1.5,-197.41535457808345
13_7_1.5,explicit,13,7,1.5,-166.67409846793484
13_7_2.0,pragmatic,13,7,2.0,-197.65996263196027
13_7_2.0,explicit,13,7,2.0,-166.83747525176247
13_7_2.5,pragmatic,13,7,2.5,-198.01684057912215
13_7_2.5,explicit,13,7,2.5,-166.98223236609343
14_1_0.5,pragmatic,14,1,0.5,-174.26294302316327
14_1_0.5,explicit,14,1,0.5,-167.7563939619391
14_1_0.1,pragmatic,14,1,0.1,-174.63753451698457
14_1_0.1,explicit,14,1,0.1,-167.66121544804548
14_1_1.5,pragmatic,14,1,1.5,-172.79804250156164
14_1_1.5,explicit,14,1,1.5,-168.06472990367055
14_1_2.0,pragmatic,14,1,2.0,-171.86147474801686
14_1_2.0,explicit,14,1,2.0,-168.22852169492802
14_1_2.5,pragmatic,14,1,2.5,-170.9504193386499
14_1_2.5,explicit,14,1,2.5,-168.37451592693748
14_2_0.5,pragmatic,14,2,0.5,-187.03715950537767
14_2_0.5,explicit,14,2,0.5,-167.7563939619391
14_2_0.1,pragmatic,14,2,0.1,-187.4089109907036
14_2_0.1,explicit,14,2,0.1,-167.66121544804548
14_2_1.5,pragmatic,14,2,1.5,-185.0322959762897
14_2_1.5,explicit,14,2,1.5,-168.06472990367055
14_2_2.0,pragmatic,14,2,2.0,-183.11988684701987
14_2_2.0,explicit,14,2,2.0,-168.22852169492802
14_2_2.5,pragmatic,14,2,2.5,-180.51655316313494
14_2_2.5,explicit,14,2,2.5,-168.37451592693748
14_3_0.5,pragmatic,14,3,0.5,-195.48511559606445
14_3_0.5,explicit,14,3,0.5,-167.7563939619391
14_3_0.1,pragmatic,14,3,0.1,-195.44858550334536
14_3_0.1,explicit,14,3,0.1,-167.66121544804548
14_3_1.5,pragmatic,14,3,1.5,-195.35471761202592
14_3_1.5,explicit,14,3,1.5,-168.06472990367055
14_3_2.0,pragmatic,14,3,2.0,-194.8861779945352
14_3_2.0,explicit,14,3,2.0,-168.22852169492802
14_3_2.5,pragmatic,14,3,2.5,-193.76874136369463
14_3_2.5,explicit,14,3,2.5,-168.37451592693748
14_4_0.5,pragmatic,14,4,0.5,-198.50073485859113
14_4_0.5,explicit,14,4,0.5,-167.7563939619391
14_4_0.1,pragmatic,14,4,0.1,-198.34339697706585
14_4_0.1,explicit,14,4,0.1,-167.66121544804548
14_4_1.5,pragmatic,14,4,1.5,-199.12985659650704
14_4_1.5,explicit,14,4,1.5,-168.06472990367055
14_4_2.0,pragmatic,14,4,2.0,-199.55000841469385
14_4_2.0,explicit,14,4,2.0,-168.22852169492802
14_4_2.5,pragmatic,14,4,2.5,-199.93440991614318
14_4_2.5,explicit,14,4,2.5,-168.37451592693748
14_5_0.5,pragmatic,14,5,0.5,-199.40353271804403
14_5_0.5,explicit,14,5,0.5,-167.7563939619391
14_5_0.1,pragmatic,14,5,0.1,-199.2723311991333
14_5_0.1,explicit,14,5,0.1,-167.66121544804548
14_5_1.5,pragmatic,14,5,1.5,-199.99503491556098
14_5_1.5,explicit,14,5,1.5,-168.06472990367055
14_5_2.0,pragmatic,14,5,2.0,-200.49070881518838
14_5_2.0,explicit,14,5,2.0,-168.22852169492802
14_5_2.5,pragmatic,14,5,2.5,-201.1488814115642
14_5_2.5,explicit,14,5,2.5,-168.37451592693748
14_6_0.5,pragmatic,14,6,0.5,-199.73298375757108
14_6_0.5,explicit,14,6,0.5,-167.7563939619391
14_6_0.1,pragmatic,14,6,0.1,-199.64978448219594
14_6_0.1,explicit,14,6,0.1,-167.66121544804548
14_6_1.5,pragmatic,14,6,1.5,-200.12781671594823
14_6_1.5,explicit,14,6,1.5,-168.06472990367055
14_6_2.0,pragmatic,14,6,2.0,-200.48290046226535
14_6_2.0,explicit,14,6,2.0,-168.22852169492802
14_6_2.5,pragmatic,14,6,2.5,-200.99256683665502
14_6_2.5,explicit,14,6,2.5,-168.37451592693748
14_7_0.5,pragmatic,14,7,0.5,-199.93276957262972
14_7_0.5,explicit,14,7,0.5,-167.7563939619391
14_7_0.1,pragmatic,14,7,0.1,-199.88723053356554
14_7_0.1,explicit,14,7,0.1,-167.66121544804548
14_7_1.5,pragmatic,14,7,1.5,-200.16242622836074
14_7_1.5,explicit,14,7,1.5,-168.06472990367055
14_7_2.0,pragmatic,14,7,2.0,-200.38200159375097
14_7_2.0,explicit,14,7,2.0,-168.22852169492802
14_7_2.5,pragmatic,14,7,2.5,-200.710580972413
14_7_2.5,explicit,14,7,2.5,-168.37451592693748
15_1_0.5,pragmatic,15,1,0.5,-176.48232894689562
15_1_0.5,explicit,15,1,0.5,-169.15563888743137
15_1_0.1,pragmatic,15,1,0.1,-176.9054027327243
15_1_0.1,explicit,15,1,0.1,-169.06123362803186
15_1_1.5,pragmatic,15,1,1.5,-174.82462522298158
15_1_1.5,explicit,15,1,1.5,-169.463562945308
15_1_2.0,pragmatic,15,1,2.0,-173.75937838867776
15_1_2.0,explicit,15,1,2.0,-169.62822489035298
15_1_2.5,pragmatic,15,1,2.5,-172.71709668579396
15_1_2.5,explicit,15,1,2.5,-169.77548238907025
15_2_0.5,pragmatic,15,2,0.5,-190.084534797986
15_2_0.5,explicit,15,2,0.5,-169.15563888743137
15_2_0.1,pragmatic,15,2,0.1,-190.45959269954605
15_2_0.1,explicit,15,2,0.1,-169.06123362803186
15_2_1.5,pragmatic,15,2,1.5,-188.040995894564
15_2_1.5,explicit,15,2,1.5,-169.463562945308
15_2_2.0,pragmatic,15,2,2.0,-186.0582458768389
15_2_2.0,explicit,15,2,2.0,-169.62822489035298
15_2_2.5,pragmatic,15,2,2.5,-183.30921918643384
15_2_2.5,explicit,15,2,2.5,-169.77548238907025
15_3_0.5,pragmatic,15,3,0.5,-198.42816242928876
15_3_0.5,explicit,15,3,0.5,-169.15563888743137
15_3_0.1,pragmatic,15,3,0.1,-198.3781677552092
15_3_0.1,explicit,15,3,0.1,-169.06123362803186
15_3_1.5,pragmatic,15,3,1.5,-198.37986623292142
15_3_1.5,explicit,15,3,1.5,-169.463562945308
15_3_2.0,pragmatic,15,3,2.0,-197.99434889476888
15_3_2.0,explicit,15,3,2.0,-169.62822489035298
15_3_2.5,pragmatic,15,3,2.5,-196.9867872079035
15_3_2.5,explicit,15,3,2.5,-169.77548238907025
15_4_0.5,pragmatic,15,4,0.5,-201.1649789657392
15_4_0.5,explicit,15,4,0.5,-169.15563888743137
15_4_0.1,pragmatic,15,4,0.1,-201.00755687564583
15_4_0.1,explicit,15,4,0.1,-169.06123362803186
15_4_1.5,pragmatic,15,4,1.5,-201.81749980303672
15_4_1.5,explicit,15,4,1.5,-169.463562945308
15_4_2.0,pragmatic,15,4,2.0,-202.2813654678589
15_4_2.0,explicit,15,4,2.0,-169.62822489035298
15_4_2.5,pragmatic,15,4,2.5,-202.7512714321278
15_4_2.5,explicit,15,4,2.5,-169.77548238907025
15_5_0.5,pragmatic,15,5,0.5,-201.89631219894767
15_5_0.5,explicit,15,5,0.5,-169.15563888743137
15_5_0.1,pragmatic,15,5,0.1,-201.77297472376895
15_5_0.1,explicit,15,5,0.1,-169.06123362803186
15_5_1.5,pragmatic,15,5,1.5,-202.46661045446177
15_5_1.5,explicit,15,5,1.5,-169.463562945308
15_5_2.0,pragmatic,15,5,2.0,-202.96052141792103
15_5_2.0,explicit,15,5,2.0,-169.62822489035298
15_5_2.5,pragmatic,15,5,2.5,-203.6364148799623
15_5_2.5,explicit,15,5,2.5,-169.77548238907025
15_6_0.5,pragmatic,15,6,0.5,-202.13838491625404
15_6_0.5,explicit,15,6,0.5,-169.15563888743137
15_6_0.1,pragmatic,15,6,0.1,-202.06488821712352
15_6_0.1,explicit,15,6,0.1,-169.06123362803186
15_6_1.5,pragmatic,15,6,1.5,-202.49685911611843
15_6_1.5,explicit,15,6,1.5,-169.463562945308
15_6_2.0,pragmatic,15,6,2.0,-202.83008286592323
15_6_2.0,explicit,15,6,2.0,-169.62822489035298
15_6_2.5,pragmatic,15,6,2.5,-203.32224274408256
15_6_2.5,explicit,15,6,2.5,-169.77548238907025
15_7_0.5,pragmatic,15,7,0.5,-202.29469235523607
15_7_0.5,explicit,15,7,0.5,-169.15563888743137
15_7_0.1,pragmatic,15,7,0.1,-202.257864515011
15_7_0.1,explicit,15,7,0.1,-169.06123362803186
15_7_1.5,pragmatic,15,7,1.5,-202.48819752529164
15_7_1.5,explicit,15,7,1.5,-169.463562945308
15_7_2.0,pragmatic,15,7,2.0,-202.681029730088
15_7_2.0,explicit,15,7,2.0,-169.62822489035298
15_7_2.5,pragmatic,15,7,2.5,-202.97930867635182
15_7_2.5,explicit,15,7,2.5,-169.77548238907025
16_1_0.5,pragmatic,16,1,0.5,-178.61797394721103
16_1_0.5,explicit,16,1,0.5,-170.55242369466382
16_1_0.1,pragmatic,16,1,0.1,-179.08310664509875
16_1_0.1,explicit,16,1,0.1,-170.4585870495786
16_1_1.5,pragmatic,16,1,1.5,-176.79037171842037
16_1_1.5,explicit,16,1,1.5,-170.8597148325952
16_1_2.0,pragmatic,16,1,2.0,-175.60950427931053
16_1_2.0,explicit,16,1,2.0,-171.02459014351712
16_1_2.5,pragmatic,16,1,2.5,-174.44773555964042
16_1_2.5,explicit,16,1,2.5,-171.17223148360318
16_2_0.5,pragmatic,16,2,0.5,-192.84832398672833
16_2_0.5,explicit,16,2,0.5,-170.55242369466382
16_2_0.1,pragmatic,16,2,0.1,-193.21936056738062
16_2_0.1,explicit,16,2,0.1,-170.4585870495786
16_2_1.5,pragmatic,16,2,1.5,-190.80427845971298
16_2_1.5,explicit,16,2,1.5,-170.8597148325952
16_2_2.0,pragmatic,16,2,2.0,-188.7866636488567
16_2_2.0,explicit,16,2,2.0,-171.02459014351712
16_2_2.5,pragmatic,16,2,2.5,-185.9385864440698
16_2_2.5,explicit,16,2,2.5,-171.17223148360318
16_3_0.5,pragmatic,16,3,0.5,-200.98681732922898
