configuration,questionerType,alpha_q,alpha_a,beta,likelihood
9_5_1.5,explicit,9,5,1.5,-104.84974305664842
9_5_2.0,pragmatic,9,5,2.0,-86.99639256663937
9_5_2.0,explicit,9,5,2.0,-104.62947776166868
9_5_2.5,pragmatic,9,5,2.5,-86.99235499929459
9_5_2.5,explicit,9,5,2.5,-104.44332918863388
9_6_0.5,pragmatic,9,6,0.5,-87.01894391854937
9_6_0.5,explicit,9,6,0.5,-105.29870872971175
9_6_0.1,pragmatic,9,6,0.1,-87.038168386285
9_6_0.1,explicit,9,6,0.1,-105.44654068668223
9_6_1.5,pragmatic,9,6,1.5,-86.94507811473359
9_6_1.5,explicit,9,6,1.5,-104.84974305664842
9_6_2.0,pragmatic,9,6,2.0,-86.89436355758475
9_6_2.0,explicit,9,6,2.0,-104.62947776166868
9_6_2.5,pragmatic,9,6,2.5,-86.84511867833045
9_6_2.5,explicit,9,6,2.5,-104.44332918863388
9_7_0.5,pragmatic,9,7,0.5,-86.98567002967432
9_7_0.5,explicit,9,7,0.5,-105.29870872971175
9_7_0.1,pragmatic,9,7,0.1,-86.9951475616175
9_7_0.1,explicit,9,7,0.1,-105.44654068668223
9_7_1.5,pragmatic,9,7,1.5,-86.94447805903559
9_7_1.5,explicit,9,7,1.5,-104.84974305664842
9_7_2.0,pragmatic,9,7,2.0,-86.90551595261516
9_7_2.0,explicit,9,7,2.0,-104.62947776166868
9_7_2.5,pragmatic,9,7,2.5,-86.85010320976264
9_7_2.5,explicit,9,7,2.5,-104.44332918863388
10_1_0.5,pragmatic,10,1,0.5,-94.85964528524636
10_1_0.5,explicit,10,1,0.5,-103.05436319664132
10_1_0.1,pragmatic,10,1,0.1,-94.60364395071409
10_1_0.1,explicit,10,1,0.1,-103.17017050000841
10_1_1.5,pragmatic,10,1,1.5,-96.00876637098685
10_1_1.5,explicit,10,1,1.5,-102.70193960773268
10_1_2.0,pragmatic,10,1,2.0,-96.89314872973031
10_1_2.0,explicit,10,1,2.0,-102.52825874472258
10_1_2.5,pragmatic,10,1,2.5,-97.9128270426966
10_1_2.5,explicit,10,1,2.5,-102.38083915420106
10_2_0.5,pragmatic,10,2,0.5,-88.79799955141876
10_2_0.5,explicit,10,2,0.5,-103.05436319664132
10_2_0.1,pragmatic,10,2,0.1,-88.69191944897315
10_2_0.1,explicit,10,2,0.1,-103.17017050000841
10_2_1.5,pragmatic,10,2,1.5,-89.44018965333773
10_2_1.5,explicit,10,2,1.5,-102.70193960773268
10_2_2.0,pragmatic,10,2,2.0,-90.13652693663938
10_2_2.0,explicit,10,2,2.0,-102.52825874472258
10_2_2.5,pragmatic,10,2,2.5,-91.2186780797633
10_2_2.5,explicit,10,2,2.5,-102.38083915420106
10_3_0.5,pragmatic,10,3,0.5,-86.82099348913385
10_3_0.5,explicit,10,3,0.5,-103.05436319664132
10_3_0.1,pragmatic,10,3,0.1,-86.81667182789373
10_3_0.1,explicit,10,3,0.1,-103.17017050000841
10_3_1.5,pragmatic,10,3,1.5,-86.91863025724996
10_3_1.5,explicit,10,3,1.5,-102.70193960773268
10_3_2.0,pragmatic,10,3,2.0,-87.07994678522154
10_3_2.0,explicit,10,3,2.0,-102.52825874472258
10_3_2.5,pragmatic,10,3,2.5,-87.39443483598279
10_3_2.5,explicit,10,3,2.5,-102.38083915420106
10_4_0.5,pragmatic,10,4,0.5,-86.34951795067462
10_4_0.5,explicit,10,4,0.5,-103.05436319664132
10_4_0.1,pragmatic,10,4,0.1,-86.35951584262521
10_4_0.1,explicit,10,4,0.1,-103.17017050000841
10_4_1.5,pragmatic,10,4,1.5,-86.34960940432521
10_4_1.5,explicit,10,4,1.5,-102.70193960773268
10_4_2.0,pragmatic,10,4,2.0,-86.39459430658394
10_4_2.0,explicit,10,4,2.0,-102.52825874472258
10_4_2.5,pragmatic,10,4,2.5,-86.50319620221045
10_4_2.5,explicit,10,4,2.5,-102.38083915420106
10_5_0.5,pragmatic,10,5,0.5,-86.22619231162231
10_5_0.5,explicit,10,5,0.5,-103.05436319664132
10_5_0.1,pragmatic,10,5,0.1,-86.23686966431292
10_5_0.1,explicit,10,5,0.1,-103.17017050000841
10_5_1.5,pragmatic,10,5,1.5,-86.20206519957486
10_5_1.5,explicit,10,5,1.5,-102.70193960773268
10_5_2.0,pragmatic,10,5,2.0,-86.20866868531273
10_5_2.0,explicit,10,5,2.0,-102.52825874472258
10_5_2.5,pragmatic,10,5,2.5,-86.25455884810592
10_5_2.5,explicit,10,5,2.5,-102.38083915420106
10_6_0.5,pragmatic,10,6,0.5,-86.20756125648067
10_6_0.5,explicit,10,6,0.5,-103.05436319664132
10_6_0.1,pragmatic,10,6,0.1,-86.21448096621268
10_6_0.1,explicit,10,6,0.1,-103.17017050000841
10_6_1.5,pragmatic,10,6,1.5,-86.18355822188319
10_6_1.5,explicit,10,6,1.5,-102.70193960773268
10_6_2.0,pragmatic,10,6,2.0,-86.17139809357614
10_6_2.0,explicit,10,6,2.0,-102.52825874472258
10_6_2.5,pragmatic,10,6,2.5,-86.17093293698461
10_6_2.5,explicit,10,6,2.5,-102.38083915420106
10_7_0.5,pragmatic,10,7,0.5,-86.22490835103329
10_7_0.5,explicit,10,7,0.5,-103.05436319664132
10_7_0.1,pragmatic,10,7,0.1,-86.22575138305602
10_7_0.1,explicit,10,7,0.1,-103.17017050000841
10_7_1.5,pragmatic,10,7,1.5,-86.21876627678792
10_7_1.5,explicit,10,7,1.5,-102.70193960773268
10_7_2.0,pragmatic,10,7,2.0,-86.20872101145176
10_7_2.0,explicit,10,7,2.0,-102.52825874472258
10_7_2.5,pragmatic,10,7,2.5,-86.19300150456138
10_7_2.5,explicit,10,7,2.5,-102.38083915420106
11_1_0.5,pragmatic,11,1,0.5,-92.78514403051642
11_1_0.5,explicit,11,1,0.5,-101.211361097837
11_1_0.1,pragmatic,11,1,0.1,-92.5188170345497
11_1_0.1,explicit,11,1,0.1,-101.3035948600706
11_1_1.5,pragmatic,11,1,1.5,-93.97818716695684
11_1_1.5,explicit,11,1,1.5,-100.92907414447366
11_1_2.0,pragmatic,11,1,2.0,-94.90015003187288
11_1_2.0,explicit,11,1,2.0,-100.78877762084144
11_1_2.5,pragmatic,11,1,2.5,-95.97046144956153
11_1_2.5,explicit,11,1,2.5,-100.66891603916201
11_2_0.5,pragmatic,11,2,0.5,-87.32006022387284
11_2_0.5,explicit,11,2,0.5,-101.211361097837
11_2_0.1,pragmatic,11,2,0.1,-87.23526845122159
11_2_0.1,explicit,11,2,0.1,-101.3035948600706
11_2_1.5,pragmatic,11,2,1.5,-87.84278483409757
11_2_1.5,explicit,11,2,1.5,-100.92907414447366
11_2_2.0,pragmatic,11,2,2.0,-88.4303769092418
11_2_2.0,explicit,11,2,2.0,-100.78877762084144
11_2_2.5,pragmatic,11,2,2.5,-89.38235588800445
11_2_2.5,explicit,11,2,2.5,-100.66891603916201
11_3_0.5,pragmatic,11,3,0.5,-86.06630076331355
11_3_0.5,explicit,11,3,0.5,-101.211361097837
11_3_0.1,pragmatic,11,3,0.1,-86.05855057763085
11_3_0.1,explicit,11,3,0.1,-101.3035948600706
11_3_1.5,pragmatic,11,3,1.5,-86.14730698228233
11_3_1.5,explicit,11,3,1.5,-100.92907414447366
11_3_2.0,pragmatic,11,3,2.0,-86.2593870354062
11_3_2.0,explicit,11,3,2.0,-100.78877762084144
11_3_2.5,pragmatic,11,3,2.5,-86.4651010260805
11_3_2.5,explicit,11,3,2.5,-100.66891603916201
11_4_0.5,pragmatic,11,4,0.5,-85.91810785333902
11_4_0.5,explicit,11,4,0.5,-101.211361097837
11_4_0.1,pragmatic,11,4,0.1,-85.9138725600218
11_4_0.1,explicit,11,4,0.1,-101.3035948600706
11_4_1.5,pragmatic,11,4,1.5,-85.96949892476155
11_4_1.5,explicit,11,4,1.5,-100.92907414447366
11_4_2.0,pragmatic,11,4,2.0,-86.04346612343507
11_4_2.0,explicit,11,4,2.0,-100.78877762084144
11_4_2.5,pragmatic,11,4,2.5,-86.17147737778316
11_4_2.5,explicit,11,4,2.5,-100.66891603916201
11_5_0.5,pragmatic,11,5,0.5,-85.91441791658369
11_5_0.5,explicit,11,5,0.5,-101.211361097837
11_5_0.1,pragmatic,11,5,0.1,-85.91254907152808
11_5_0.1,explicit,11,5,0.1,-101.3035948600706
11_5_1.5,pragmatic,11,5,1.5,-85.9418945260988
11_5_1.5,explicit,11,5,1.5,-100.92907414447366
11_5_2.0,pragmatic,11,5,2.0,-85.98747255227754
11_5_2.0,explicit,11,5,2.0,-100.78877762084144
11_5_2.5,pragmatic,11,5,2.5,-86.08086572588094
11_5_2.5,explicit,11,5,2.5,-100.66891603916201
11_6_0.5,pragmatic,11,6,0.5,-85.94992749799188
11_6_0.5,explicit,11,6,0.5,-101.211361097837
11_6_0.1,pragmatic,11,6,0.1,-85.94802167856686
11_6_0.1,explicit,11,6,0.1,-101.3035948600706
11_6_1.5,pragmatic,11,6,1.5,-85.96377707800816
11_6_1.5,explicit,11,6,1.5,-100.92907414447366
11_6_2.0,pragmatic,11,6,2.0,-85.98240615828901
11_6_2.0,explicit,11,6,2.0,-100.78877762084144
11_6_2.5,pragmatic,11,6,2.5,-86.02227266846174
11_6_2.5,explicit,11,6,2.5,-100.66891603916201
11_7_0.5,pragmatic,11,7,0.5,-85.99888553605898
11_7_0.5,explicit,11,7,0.5,-101.211361097837
11_7_0.1,pragmatic,11,7,0.1,-85.99410478322568
11_7_0.1,explicit,11,7,0.1,-101.3035948600706
11_7_1.5,pragmatic,11,7,1.5,-86.01763825206957
11_7_1.5,explicit,11,7,1.5,-100.92907414447366
11_7_2.0,pragmatic,11,7,2.0,-86.02951137643362
11_7_2.0,explicit,11,7,2.0,-100.78877762084144
11_7_2.5,pragmatic,11,7,2.5,-86.04447958141608
11_7_2.5,explicit,11,7,2.5,-100.66891603916201
12_1_0.5,pragmatic,12,1,0.5,-91.12280071790133
12_1_0.5,explicit,12,1,0.5,-99.67552578557641
12_1_0.1,pragmatic,12,1,0.1,-90.85720406944722
12_1_0.1,explicit,12,1,0.1,-99.75042225682992
12_1_1.5,pragmatic,12,1,1.5,-92.31911954111752
12_1_1.5,explicit,12,1,1.5,-99.44448530546914
12_1_2.0,pragmatic,12,1,2.0,-93.25361908308777
12_1_2.0,explicit,12,1,2.0,-99.32846028956186
12_1_2.5,pragmatic,12,1,2.5,-94.35008949554098
12_1_2.5,explicit,12,1,2.5,-99.22861536121789
12_2_0.5,pragmatic,12,2,0.5,-86.36448430901379
12_2_0.5,explicit,12,2,0.5,-99.67552578557641
12_2_0.1,pragmatic,12,2,0.1,-86.30456344971137
12_2_0.1,explicit,12,2,0.1,-99.75042225682992
12_2_1.5,pragmatic,12,2,1.5,-86.7505551840444
12_2_1.5,explicit,12,2,1.5,-99.44448530546914
12_2_2.0,pragmatic,12,2,2.0,-87.21165582005693
12_2_2.0,explicit,12,2,2.0,-99.32846028956186
12_2_2.5,pragmatic,12,2,2.5,-88.00484314785686
12_2_2.5,explicit,12,2,2.5,-99.22861536121789
12_3_0.5,pragmatic,12,3,0.5,-85.7938881236828
12_3_0.5,explicit,12,3,0.5,-99.67552578557641
12_3_0.1,pragmatic,12,3,0.1,-85.78242492856332
12_3_0.1,explicit,12,3,0.1,-99.75042225682992
12_3_1.5,pragmatic,12,3,1.5,-85.86526702594773
12_3_1.5,explicit,12,3,1.5,-99.44448530546914
12_3_2.0,pragmatic,12,3,2.0,-85.93812493459158
12_3_2.0,explicit,12,3,2.0,-99.32846028956186
12_3_2.5,pragmatic,12,3,2.5,-86.04954402336024
12_3_2.5,explicit,12,3,2.5,-99.22861536121789
12_4_0.5,pragmatic,12,4,0.5,-85.89650165538569
12_4_0.5,explicit,12,4,0.5,-99.67552578557641
12_4_0.1,pragmatic,12,4,0.1,-85.87994962599396
12_4_0.1,explicit,12,4,0.1,-99.75042225682992
12_4_1.5,pragmatic,12,4,1.5,-85.99567747731142
12_4_1.5,explicit,12,4,1.5,-99.44448530546914
12_4_2.0,pragmatic,12,4,2.0,-86.10095196250053
12_4_2.0,explicit,12,4,2.0,-99.32846028956186
12_4_2.5,pragmatic,12,4,2.5,-86.25774950552618
12_4_2.5,explicit,12,4,2.5,-99.22861536121789
12_5_0.5,pragmatic,12,5,0.5,-85.96831313097832
12_5_0.5,explicit,12,5,0.5,-99.67552578557641
12_5_0.1,pragmatic,12,5,0.1,-85.95674296207795
12_5_0.1,explicit,12,5,0.1,-99.75042225682992
12_5_1.5,pragmatic,12,5,1.5,-86.03739751024213
12_5_1.5,explicit,12,5,1.5,-99.44448530546914
12_5_2.0,pragmatic,12,5,2.0,-86.11628473146342
12_5_2.0,explicit,12,5,2.0,-99.32846028956186
12_5_2.5,pragmatic,12,5,2.5,-86.25308422262006
12_5_2.5,explicit,12,5,2.5,-99.22861536121789
12_6_0.5,pragmatic,12,6,0.5,-86.03422999970796
12_6_0.5,explicit,12,6,0.5,-99.67552578557641
12_6_0.1,pragmatic,12,6,0.1,-86.02609256986149
12_6_0.1,explicit,12,6,0.1,-99.75042225682992
12_6_1.5,pragmatic,12,6,1.5,-86.07580276219643
12_6_1.5,explicit,12,6,1.5,-99.44448530546914
12_6_2.0,pragmatic,12,6,2.0,-86.11774681975788
12_6_2.0,explicit,12,6,2.0,-99.32846028956186
12_6_2.5,pragmatic,12,6,2.5,-86.18912685124536
12_6_2.5,explicit,12,6,2.5,-99.22861536121789
12_7_0.5,pragmatic,12,7,0.5,-86.10093916768068
12_7_0.5,explicit,12,7,0.5,-99.67552578557641
12_7_0.1,pragmatic,12,7,0.1,-86.092529946082
12_7_0.1,explicit,12,7,0.1,-99.75042225682992
12_7_1.5,pragmatic,12,7,1.5,-86.13669393148524
12_7_1.5,explicit,12,7,1.5,-99.44448530546914
12_7_2.0,pragmatic,12,7,2.0,-86.16403493715927
12_7_2.0,explicit,12,7,2.0,-99.32846028956186
12_7_2.5,pragmatic,12,7,2.5,-86.20085379935378
12_7_2.5,explicit,12,7,2.5,-99.22861536121789
13_1_0.5,pragmatic,13,1,0.5,-89.78969247443123
13_1_0.5,explicit,13,1,0.5,-98.38273055659891
13_1_0.1,pragmatic,13,1,0.1,-89.5329494086328
13_1_0.1,explicit,13,1,0.1,-98.44470425829638
13_1_1.5,pragmatic,13,1,1.5,-90.95893687216055
13_1_1.5,explicit,13,1,1.5,-98.18989329814383
13_1_2.0,pragmatic,13,1,2.0,-91.8868606737172
13_1_2.0,explicit,13,1,2.0,-98.09202689032632
13_1_2.5,pragmatic,13,1,2.5,-92.99052472544763
13_1_2.5,explicit,13,1,2.5,-98.00723050484918
13_2_0.5,pragmatic,13,2,0.5,-85.80378624220273
13_2_0.5,explicit,13,2,0.5,-98.38273055659891
13_2_0.1,pragmatic,13,2,0.1,-85.7693928591304
13_2_0.1,explicit,13,2,0.1,-98.44470425829638
13_2_1.5,pragmatic,13,2,1.5,-86.04909011761599
13_2_1.5,explicit,13,2,1.5,-98.18989329814383
13_2_2.0,pragmatic,13,2,2.0,-86.37649526114089
13_2_2.0,explicit,13,2,2.0,-98.09202689032632
13_2_2.5,pragmatic,13,2,2.5,-86.99503995153383
13_2_2.5,explicit,13,2,2.5,-98.00723050484918
13_3_0.5,pragmatic,13,3,0.5,-85.84743323871
13_3_0.5,explicit,13,3,0.5,-98.38273055659891
13_3_0.1,pragmatic,13,3,0.1,-85.83138510360266
13_3_0.1,explicit,13,3,0.1,-98.44470425829638
13_3_1.5,pragmatic,13,3,1.5,-85.91866015680858
13_3_1.5,explicit,13,3,1.5,-98.18989329814383
13_3_2.0,pragmatic,13,3,2.0,-85.96498628775498
13_3_2.0,explicit,13,3,2.0,-98.09202689032632
13_3_2.5,pragmatic,13,3,2.5,-86.00200862221982
13_3_2.5,explicit,13,3,2.5,-98.00723050484918
13_4_0.5,pragmatic,13,4,0.5,-86.12867701210827
13_4_0.5,explicit,13,4,0.5,-98.38273055659891
13_4_0.1,pragmatic,13,4,0.1,-86.10153007651616
13_4_0.1,explicit,13,4,0.1,-98.44470425829638
13_4_1.5,pragmatic,13,4,1.5,-86.27183368766393
13_4_1.5,explicit,13,4,1.5,-98.18989329814383
13_4_2.0,pragmatic,13,4,2.0,-86.40958133225134
13_4_2.0,explicit,13,4,2.0,-98.09202689032632
13_4_2.5,pragmatic,13,4,2.5,-86.60229881694407
13_4_2.5,explicit,13,4,2.5,-98.00723050484918
13_5_0.5,pragmatic,13,5,0.5,-86.23856025542509
13_5_0.5,explicit,13,5,0.5,-98.38273055659891
13_5_0.1,pragmatic,13,5,0.1,-86.21973903827266
13_5_0.1,explicit,13,5,0.1,-98.44470425829638
13_5_1.5,pragmatic,13,5,1.5,-86.34001704890514
13_5_1.5,explicit,13,5,1.5,-98.18989329814383
13_5_2.0,pragmatic,13,5,2.0,-86.44643027473975
13_5_2.0,explicit,13,5,2.0,-98.09202689032632
13_5_2.5,pragmatic,13,5,2.5,-86.62157786111766
13_5_2.5,explicit,13,5,2.5,-98.00723050484918
13_6_0.5,pragmatic,13,6,0.5,-86.31696019654633
13_6_0.5,explicit,13,6,0.5,-98.38273055659891
13_6_0.1,pragmatic,13,6,0.1,-86.30471273176254
13_6_0.1,explicit,13,6,0.1,-98.44470425829638
13_6_1.5,pragmatic,13,6,1.5,-86.37734404866367
13_6_1.5,explicit,13,6,1.5,-98.18989329814383
13_6_2.0,pragmatic,13,6,2.0,-86.43568956578305
13_6_2.0,explicit,13,6,2.0,-98.09202689032632
13_6_2.5,pragmatic,13,6,2.5,-86.53025613700976
13_6_2.5,explicit,13,6,2.5,-98.00723050484918
13_7_0.5,pragmatic,13,7,0.5,-86.39220886888148
13_7_0.5,explicit,13,7,0.5,-98.38273055659891
13_7_0.1,pragmatic,13,7,0.1,-86.3817002645113
13_7_0.1,explicit,13,7,0.1,-98.44470425829638
13_7_1.5,pragmatic,13,7,1.5,-86.43818518500133
13_7_1.5,explicit,13,7,1.5,-98.18989329814383
13_7_2.0,pragmatic,13,7,2.0,-86.47507546716093
13_7_2.0,explicit,13,7,2.0,-98.09202689032632
13_7_2.5,pragmatic,13,7,2.5,-86.52566410204393
13_7_2.5,explicit,13,7,2.5,-98.00723050484918
14_1_0.5,pragmatic,14,1,0.5,-88.72366244171675
14_1_0.5,explicit,14,1,0.5,-97.28807748927274
14_1_0.1,pragmatic,14,1,0.1,-88.48156220227638
14_1_0.1,explicit,14,1,0.1,-97.34018997137319
14_1_1.5,pragmatic,14,1,1.5,-89.84371330928114
14_1_1.5,explicit,14,1,1.5,-97.1245750694858
14_1_2.0,pragmatic,14,1,2.0,-90.75071416212685
14_1_2.0,explicit,14,1,2.0,-97.04080426082659
14_1_2.5,pragmatic,14,1,2.5,-91.84704051330516
14_1_2.5,explicit,14,1,2.5,-96.96779915802871
14_2_0.5,pragmatic,14,2,0.5,-85.53914124728226
14_2_0.5,explicit,14,2,0.5,-97.28807748927274
14_2_0.1,pragmatic,14,2,0.1,-85.52895150345908
14_2_0.1,explicit,14,2,0.1,-97.34018997137319
14_2_1.5,pragmatic,14,2,1.5,-85.64881781327813
14_2_1.5,explicit,14,2,1.5,-97.1245750694858
14_2_2.0,pragmatic,14,2,2.0,-85.84325994107276
14_2_2.0,explicit,14,2,2.0,-97.04080426082659
14_2_2.5,pragmatic,14,2,2.5,-86.28142564573929
14_2_2.5,explicit,14,2,2.5,-96.96779915802871
14_3_0.5,pragmatic,14,3,0.5,-86.11202906348517
14_3_0.5,explicit,14,3,0.5,-97.28807748927274
14_3_0.1,pragmatic,14,3,0.1,-86.09039261246514
14_3_0.1,explicit,14,3,0.1,-97.34018997137319
14_3_1.5,pragmatic,14,3,1.5,-86.19279755247193
14_3_1.5,explicit,14,3,1.5,-97.1245750694858
14_3_2.0,pragmatic,14,3,2.0,-86.22568640992955
14_3_2.0,explicit,14,3,2.0,-97.04080426082659
14_3_2.5,pragmatic,14,3,2.5,-86.21010108067678
14_3_2.5,explicit,14,3,2.5,-96.96779915802871
14_4_0.5,pragmatic,14,4,0.5,-86.50615772811956
14_4_0.5,explicit,14,4,0.5,-97.28807748927274
14_4_0.1,pragmatic,14,4,0.1,-86.46998168062905
14_4_0.1,explicit,14,4,0.1,-97.34018997137319
14_4_1.5,pragmatic,14,4,1.5,-86.68927395140142
14_4_1.5,explicit,14,4,1.5,-97.1245750694858
14_4_2.0,pragmatic,14,4,2.0,-86.85955777210512
14_4_2.0,explicit,14,4,2.0,-97.04080426082659
14_4_2.5,pragmatic,14,4,2.5,-87.0928159978363
14_4_2.5,explicit,14,4,2.5,-96.96779915802871
14_5_0.5,pragmatic,14,5,0.5,-86.62439283587119
14_5_0.5,explicit,14,5,0.5,-97.28807748927274
14_5_0.1,pragmatic,14,5,0.1,-86.60039368217905
14_5_0.1,explicit,14,5,0.1,-97.34018997137319
14_5_1.5,pragmatic,14,5,1.5,-86.75015676759705
14_5_1.5,explicit,14,5,1.5,-97.1245750694858
14_5_2.0,pragmatic,14,5,2.0,-86.87881197914956
14_5_2.0,explicit,14,5,2.0,-97.04080426082659
14_5_2.5,pragmatic,14,5,2.5,-87.08721969955833
14_5_2.5,explicit,14,5,2.5,-96.96779915802871
14_6_0.5,pragmatic,14,6,0.5,-86.70251334767734
14_6_0.5,explicit,14,6,0.5,-97.28807748927274
14_6_0.1,pragmatic,14,6,0.1,-86.6878952342881
14_6_0.1,explicit,14,6,0.1,-97.34018997137319
14_6_1.5,pragmatic,14,6,1.5,-86.77420601368983
14_6_1.5,explicit,14,6,1.5,-97.1245750694858
14_6_2.0,pragmatic,14,6,2.0,-86.84310932968981
14_6_2.0,explicit,14,6,2.0,-97.04080426082659
14_6_2.5,pragmatic,14,6,2.5,-86.95385434337993
14_6_2.5,explicit,14,6,2.5,-96.96779915802871
14_7_0.5,pragmatic,14,7,0.5,-86.78055846751899
14_7_0.5,explicit,14,7,0.5,-97.28807748927274
14_7_0.1,pragmatic,14,7,0.1,-86.76917756301829
14_7_0.1,explicit,14,7,0.1,-97.34018997137319
14_7_1.5,pragmatic,14,7,1.5,-86.83103888827529
14_7_1.5,explicit,14,7,1.5,-97.1245750694858
14_7_2.0,pragmatic,14,7,2.0,-86.87247242514529
14_7_2.0,explicit,14,7,2.0,-97.04080426082659
14_7_2.5,pragmatic,14,7,2.5,-86.93018556587084
14_7_2.5,explicit,14,7,2.5,-96.96779915802871
15_1_0.5,pragmatic,15,1,0.5,-87.87643279724566
15_1_0.5,explicit,15,1,0.5,-96.35890392423451
15_1_0.1,pragmatic,15,1,0.1,-87.65293392691004
15_1_0.1,explicit,15,1,0.1,-96.40326717592815
15_1_1.5,pragmatic,15,1,1.5,-88.93168427429003
15_1_1.5,explicit,15,1,1.5,-96.21870623272258
15_1_2.0,pragmatic,15,1,2.0,-89.80722517685791
15_1_2.0,explicit,15,1,2.0,-96.14631074962816
15_1_2.5,pragmatic,15,1,2.5,-90.88524969082725
15_1_2.5,explicit,15,1,2.5,-96.08293387046581
15_2_0.5,pragmatic,15,2,0.5,-85.4932950477944
15_2_0.5,explicit,15,2,0.5,-96.35890392423451
15_2_0.1,pragmatic,15,2,0.1,-85.50474318613462
15_2_0.1,explicit,15,2,0.1,-96.40326717592815
15_2_1.5,pragmatic,15,2,1.5,-85.47863218459676
15_2_1.5,explicit,15,2,1.5,-96.21870623272258
15_2_2.0,pragmatic,15,2,2.0,-85.54656171563782
15_2_2.0,explicit,15,2,2.0,-96.14631074962816
15_2_2.5,pragmatic,15,2,2.5,-85.8063856678535
15_2_2.5,explicit,15,2,2.5,-96.08293387046581
15_3_0.5,pragmatic,15,3,0.5,-86.50464452990109
15_3_0.5,explicit,15,3,0.5,-96.35890392423451
15_3_0.1,pragmatic,15,3,0.1,-86.47651361606101
15_3_0.1,explicit,15,3,0.1,-96.40326717592815
15_3_1.5,pragmatic,15,3,1.5,-86.60359434197302
15_3_1.5,explicit,15,3,1.5,-96.21870623272258
15_3_2.0,pragmatic,15,3,2.0,-86.63506206187422
15_3_2.0,explicit,15,3,2.0,-96.14631074962816
15_3_2.5,pragmatic,15,3,2.5,-86.58797250425877
15_3_2.5,explicit,15,3,2.5,-96.08293387046581
15_4_0.5,pragmatic,15,4,0.5,-86.95596102686795
15_4_0.5,explicit,15,4,0.5,-96.35890392423451
15_4_0.1,pragmatic,15,4,0.1,-86.91210562889424
15_4_0.1,explicit,15,4,0.1,-96.40326717592815
15_4_1.5,pragmatic,15,4,1.5,-87.17519310342738
15_4_1.5,explicit,15,4,1.5,-96.21870623272258
15_4_2.0,pragmatic,15,4,2.0,-87.3773053999777
15_4_2.0,explicit,15,4,2.0,-96.14631074962816
15_4_2.5,pragmatic,15,4,2.5,-87.6534854468984
15_4_2.5,explicit,15,4,2.5,-96.08293387046581
15_5_0.5,pragmatic,15,5,0.5,-87.06039483971327
15_5_0.5,explicit,15,5,0.5,-96.35890392423451
15_5_0.1,pragmatic,15,5,0.1,-87.0328613864875
15_5_0.1,explicit,15,5,0.1,-96.40326717592815
15_5_1.5,pragmatic,15,5,1.5,-87.20401474958834
15_5_1.5,explicit,15,5,1.5,-96.21870623272258
15_5_2.0,pragmatic,15,5,2.0,-87.35059755856764
15_5_2.0,explicit,15,5,2.0,-96.14631074962816
15_5_2.5,pragmatic,15,5,2.5,-87.58783287015271
15_5_2.5,explicit,15,5,2.5,-96.08293387046581
15_6_0.5,pragmatic,15,6,0.5,-87.12960820520924
15_6_0.5,explicit,15,6,0.5,-96.35890392423451
15_6_0.1,pragmatic,15,6,0.1,-87.1139636999846
15_6_0.1,explicit,15,6,0.1,-96.40326717592815
15_6_1.5,pragmatic,15,6,1.5,-87.20682383131218
15_6_1.5,explicit,15,6,1.5,-96.21870623272258
15_6_2.0,pragmatic,15,6,2.0,-87.28185711488304
15_6_2.0,explicit,15,6,2.0,-96.14631074962816
15_6_2.5,pragmatic,15,6,2.5,-87.40353441531022
15_6_2.5,explicit,15,6,2.5,-96.08293387046581
15_7_0.5,pragmatic,15,7,0.5,-87.20700220668849
15_7_0.5,explicit,15,7,0.5,-96.35890392423451
15_7_0.1,pragmatic,15,7,0.1,-87.19569377441174
15_7_0.1,explicit,15,7,0.1,-96.40326717592815
15_7_1.5,pragmatic,15,7,1.5,-87.2575585641333
15_7_1.5,explicit,15,7,1.5,-96.21870623272258
15_7_2.0,pragmatic,15,7,2.0,-87.29975976332034
15_7_2.0,explicit,15,7,2.0,-96.14631074962816
15_7_2.5,pragmatic,15,7,2.5,-87.35976749478971
15_7_2.5,explicit,15,7,2.5,-96.08293387046581
16_1_0.5,pragmatic,16,1,0.5,-87.20936419148109
16_1_0.5,explicit,16,1,0.5,-95.57041303609701
16_1_0.1,pragmatic,16,1,0.1,-87.00700275612226
16_1_0.1,explicit,16,1,0.1,-95.60849507879101
16_1_1.5,pragmatic,16,1,1.5,-88.18933364992535
16_1_1.5,explicit,16,1,1.5,-95.44936204647426
16_1_2.0,pragmatic,16,1,2.0,-89.02591939357578
16_1_2.0,explicit,16,1,2.0,-95.38647801149558
16_1_2.5,pragmatic,16,1,2.5,-90.07755340814893
16_1_2.5,explicit,16,1,2.5,-95.33124894262181
16_2_0.5,pragmatic,16,2,0.5,-85.6058324400153
16_2_0.5,explicit,16,2,0.5,-95.57041303609701
16_2_0.1,pragmatic,16,2,0.1,-85.63568312116982
16_2_0.1,explicit,16,2,0.1,-95.60849507879101
16_2_1.5,pragmatic,16,2,1.5,-85.48175938176232
16_2_1.5,explicit,16,2,1.5,-95.44936204647426
16_2_2.0,pragmatic,16,2,2.0,-85.43346711377187
16_2_2.0,explicit,16,2,2.0,-95.38647801149558
16_2_2.5,pragmatic,16,2,2.5,-85.52271470793494
16_2_2.5,explicit,16,2,2.5,-95.33124894262181
16_3_0.5,pragmatic,16,3,0.5,-86.96708047939846
