configuration,answererType,alpha_q,alpha_a,beta,likelihood
9_6_1.5,pragmatic,9,6,1.5,-56.025181342871264
9_6_1.5,explicit,9,6,1.5,-212.936247237278
9_6_2.0,pragmatic,9,6,2.0,-56.17597204034156
9_6_2.0,explicit,9,6,2.0,-235.68135102475446
9_6_2.5,pragmatic,9,6,2.5,-57.60869874907254
9_6_2.5,explicit,9,6,2.5,-264.3891072534063
9_7_0.5,pragmatic,9,7,0.5,-57.64786891610187
9_7_0.5,explicit,9,7,0.5,-185.44245460573657
9_7_0.1,pragmatic,9,7,0.1,-59.795479405393635
9_7_0.1,explicit,9,7,0.1,-180.1136103579562
9_7_1.5,pragmatic,9,7,1.5,-54.26744030515542
9_7_1.5,explicit,9,7,1.5,-212.936247237278
9_7_2.0,pragmatic,9,7,2.0,-53.98810031711743
9_7_2.0,explicit,9,7,2.0,-235.68135102475446
9_7_2.5,pragmatic,9,7,2.5,-54.80639109268027
9_7_2.5,explicit,9,7,2.5,-264.3891072534063
10_2_0.5,pragmatic,10,2,0.5,-95.7087847431214
10_2_0.5,explicit,10,2,0.5,-185.44245460573657
10_2_0.1,pragmatic,10,2,0.1,-95.12781766011943
10_2_0.1,explicit,10,2,0.1,-180.1136103579562
10_2_1.5,pragmatic,10,2,1.5,-105.0113169071493
10_2_1.5,explicit,10,2,1.5,-212.936247237278
10_2_2.0,pragmatic,10,2,2.0,-115.76393902767512
10_2_2.0,explicit,10,2,2.0,-235.68135102475446
10_2_2.5,pragmatic,10,2,2.5,-131.8186703255268
10_2_2.5,explicit,10,2,2.5,-264.3891072534063
10_3_0.5,pragmatic,10,3,0.5,-76.12964153221994
10_3_0.5,explicit,10,3,0.5,-185.44245460573657
10_3_0.1,pragmatic,10,3,0.1,-76.94567235659169
10_3_0.1,explicit,10,3,0.1,-180.1136103579562
10_3_1.5,pragmatic,10,3,1.5,-79.0782696379063
10_3_1.5,explicit,10,3,1.5,-212.936247237278
10_3_2.0,pragmatic,10,3,2.0,-84.5413620726165
10_3_2.0,explicit,10,3,2.0,-235.68135102475446
10_3_2.5,pragmatic,10,3,2.5,-93.7165826197599
10_3_2.5,explicit,10,3,2.5,-264.3891072534063
10_4_0.5,pragmatic,10,4,0.5,-66.17466989152909
10_4_0.5,explicit,10,4,0.5,-185.44245460573657
10_4_0.1,pragmatic,10,4,0.1,-67.68763428100588
10_4_0.1,explicit,10,4,0.1,-180.1136103579562
10_4_1.5,pragmatic,10,4,1.5,-65.77814731520361
10_4_1.5,explicit,10,4,1.5,-212.936247237278
10_4_2.0,pragmatic,10,4,2.0,-68.20433708988303
10_4_2.0,explicit,10,4,2.0,-235.68135102475446
10_4_2.5,pragmatic,10,4,2.5,-73.02132439156298
10_4_2.5,explicit,10,4,2.5,-264.3891072534063
10_5_0.5,pragmatic,10,5,0.5,-61.13167649914414
10_5_0.5,explicit,10,5,0.5,-185.44245460573657
10_5_0.1,pragmatic,10,5,0.1,-62.97894669325476
10_5_0.1,explicit,10,5,0.1,-180.1136103579562
10_5_1.5,pragmatic,10,5,1.5,-59.11663275284866
10_5_1.5,explicit,10,5,1.5,-212.936247237278
10_5_2.0,pragmatic,10,5,2.0,-60.03540693876694
10_5_2.0,explicit,10,5,2.0,-235.68135102475446
10_5_2.5,pragmatic,10,5,2.5,-62.59948065767833
10_5_2.5,explicit,10,5,2.5,-264.3891072534063
10_6_0.5,pragmatic,10,6,0.5,-58.62506422078312
10_6_0.5,explicit,10,6,0.5,-185.44245460573657
10_6_0.1,pragmatic,10,6,0.1,-60.648767384644685
10_6_0.1,explicit,10,6,0.1,-180.1136103579562
10_6_1.5,pragmatic,10,6,1.5,-55.77935434563829
10_6_1.5,explicit,10,6,1.5,-212.936247237278
10_6_2.0,pragmatic,10,6,2.0,-55.94133966244579
10_6_2.0,explicit,10,6,2.0,-235.68135102475446
10_6_2.5,pragmatic,10,6,2.5,-57.37645184324393
10_6_2.5,explicit,10,6,2.5,-264.3891072534063
10_7_0.5,pragmatic,10,7,0.5,-57.545186780895385
10_7_0.5,explicit,10,7,0.5,-185.44245460573657
10_7_0.1,pragmatic,10,7,0.1,-59.67986262678793
10_7_0.1,explicit,10,7,0.1,-180.1136103579562
10_7_1.5,pragmatic,10,7,1.5,-54.20528692692549
10_7_1.5,explicit,10,7,1.5,-212.936247237278
10_7_2.0,pragmatic,10,7,2.0,-53.945663726368984
10_7_2.0,explicit,10,7,2.0,-235.68135102475446
10_7_2.5,pragmatic,10,7,2.5,-54.778477784993335
10_7_2.5,explicit,10,7,2.5,-264.3891072534063
11_2_0.5,pragmatic,11,2,0.5,-94.77942005012287
11_2_0.5,explicit,11,2,0.5,-185.44245460573657
11_2_0.1,pragmatic,11,2,0.1,-94.20863030571437
11_2_0.1,explicit,11,2,0.1,-180.1136103579562
11_2_1.5,pragmatic,11,2,1.5,-104.02999093374127
11_2_1.5,explicit,11,2,1.5,-212.936247237278
11_2_2.0,pragmatic,11,2,2.0,-114.73656706066866
11_2_2.0,explicit,11,2,2.0,-235.68135102475446
11_2_2.5,pragmatic,11,2,2.5,-130.73157454555974
11_2_2.5,explicit,11,2,2.5,-264.3891072534063
11_3_0.5,pragmatic,11,3,0.5,-75.35521263306565
11_3_0.5,explicit,11,3,0.5,-185.44245460573657
11_3_0.1,pragmatic,11,3,0.1,-76.17918808592579
11_3_0.1,explicit,11,3,0.1,-180.1136103579562
11_3_1.5,pragmatic,11,3,1.5,-78.25384318786264
11_3_1.5,explicit,11,3,1.5,-212.936247237278
11_3_2.0,pragmatic,11,3,2.0,-83.66227478646589
11_3_2.0,explicit,11,3,2.0,-235.68135102475446
11_3_2.5,pragmatic,11,3,2.5,-92.75211443549794
11_3_2.5,explicit,11,3,2.5,-264.3891072534063
11_4_0.5,pragmatic,11,4,0.5,-65.63665828065031
11_4_0.5,explicit,11,4,0.5,-185.44245460573657
11_4_0.1,pragmatic,11,4,0.1,-67.14967622865558
11_4_0.1,explicit,11,4,0.1,-180.1136103579562
11_4_1.5,pragmatic,11,4,1.5,-65.22555374006373
11_4_1.5,explicit,11,4,1.5,-212.936247237278
11_4_2.0,pragmatic,11,4,2.0,-67.62604483455969
11_4_2.0,explicit,11,4,2.0,-235.68135102475446
11_4_2.5,pragmatic,11,4,2.5,-72.39379175797295
11_4_2.5,explicit,11,4,2.5,-264.3891072534063
11_5_0.5,pragmatic,11,5,0.5,-60.81052469108255
11_5_0.5,explicit,11,5,0.5,-185.44245460573657
11_5_0.1,pragmatic,11,5,0.1,-62.65239109983593
11_5_0.1,explicit,11,5,0.1,-180.1136103579562
11_5_1.5,pragmatic,11,5,1.5,-58.806835444451856
11_5_1.5,explicit,11,5,1.5,-212.936247237278
11_5_2.0,pragmatic,11,5,2.0,-59.723741204831995
11_5_2.0,explicit,11,5,2.0,-235.68135102475446
11_5_2.5,pragmatic,11,5,2.5,-62.2740219696494
11_5_2.5,explicit,11,5,2.5,-264.3891072534063
11_6_0.5,pragmatic,11,6,0.5,-58.49070624412941
11_6_0.5,explicit,11,6,0.5,-185.44245460573657
11_6_0.1,pragmatic,11,6,0.1,-60.50614181102967
11_6_0.1,explicit,11,6,0.1,-180.1136103579562
11_6_1.5,pragmatic,11,6,1.5,-55.669832779009184
11_6_1.5,explicit,11,6,1.5,-212.936247237278
11_6_2.0,pragmatic,11,6,2.0,-55.842283847470114
11_6_2.0,explicit,11,6,2.0,-235.68135102475446
11_6_2.5,pragmatic,11,6,2.5,-57.282225986129944
11_6_2.5,explicit,11,6,2.5,-264.3891072534063
11_7_0.5,pragmatic,11,7,0.5,-57.57107592694057
11_7_0.5,explicit,11,7,0.5,-185.44245460573657
11_7_0.1,pragmatic,11,7,0.1,-59.69605199114835
11_7_0.1,explicit,11,7,0.1,-180.1136103579562
11_7_1.5,pragmatic,11,7,1.5,-54.26268021064559
11_7_1.5,explicit,11,7,1.5,-212.936247237278
11_7_2.0,pragmatic,11,7,2.0,-54.01941279097895
11_7_2.0,explicit,11,7,2.0,-235.68135102475446
11_7_2.5,pragmatic,11,7,2.5,-54.865589038568544
11_7_2.5,explicit,11,7,2.5,-264.3891072534063
12_2_0.5,pragmatic,12,2,0.5,-94.0129253607642
12_2_0.5,explicit,12,2,0.5,-185.44245460573657
12_2_0.1,pragmatic,12,2,0.1,-93.45076345653034
12_2_0.1,explicit,12,2,0.1,-180.1136103579562
12_2_1.5,pragmatic,12,2,1.5,-103.219512580357
12_2_1.5,explicit,12,2,1.5,-212.936247237278
12_2_2.0,pragmatic,12,2,2.0,-113.8870047644128
12_2_2.0,explicit,12,2,2.0,-235.68135102475446
12_2_2.5,pragmatic,12,2,2.5,-129.83109427729408
12_2_2.5,explicit,12,2,2.5,-264.3891072534063
12_3_0.5,pragmatic,12,3,0.5,-74.73321271059385
12_3_0.5,explicit,12,3,0.5,-185.44245460573657
12_3_0.1,pragmatic,12,3,0.1,-75.56354310198383
12_3_0.1,explicit,12,3,0.1,-180.1136103579562
12_3_1.5,pragmatic,12,3,1.5,-77.59154203359725
12_3_1.5,explicit,12,3,1.5,-212.936247237278
12_3_2.0,pragmatic,12,3,2.0,-82.9554064013985
12_3_2.0,explicit,12,3,2.0,-235.68135102475446
12_3_2.5,pragmatic,12,3,2.5,-91.97486979601295
12_3_2.5,explicit,12,3,2.5,-264.3891072534063
12_4_0.5,pragmatic,12,4,0.5,-65.22646427378073
12_4_0.5,explicit,12,4,0.5,-185.44245460573657
12_4_0.1,pragmatic,12,4,0.1,-66.73918161581373
12_4_0.1,explicit,12,4,0.1,-180.1136103579562
12_4_1.5,pragmatic,12,4,1.5,-64.80544435852578
12_4_1.5,explicit,12,4,1.5,-212.936247237278
12_4_2.0,pragmatic,12,4,2.0,-67.18676527554999
12_4_2.0,explicit,12,4,2.0,-235.68135102475446
12_4_2.5,pragmatic,12,4,2.5,-71.91656368637906
12_4_2.5,explicit,12,4,2.5,-264.3891072534063
12_5_0.5,pragmatic,12,5,0.5,-60.59471630379542
12_5_0.5,explicit,12,5,0.5,-185.44245460573657
12_5_0.1,pragmatic,12,5,0.1,-62.4319452447541
12_5_0.1,explicit,12,5,0.1,-180.1136103579562
12_5_1.5,pragmatic,12,5,1.5,-58.60209274795427
12_5_1.5,explicit,12,5,1.5,-212.936247237278
12_5_2.0,pragmatic,12,5,2.0,-59.51948115714132
12_5_2.0,explicit,12,5,2.0,-235.68135102475446
12_5_2.5,pragmatic,12,5,2.5,-62.061526640151534
12_5_2.5,explicit,12,5,2.5,-264.3891072534063
12_6_0.5,pragmatic,12,6,0.5,-58.44306846998794
12_6_0.5,explicit,12,6,0.5,-185.44245460573657
12_6_0.1,pragmatic,12,6,0.1,-60.45176109506625
12_6_0.1,explicit,12,6,0.1,-180.1136103579562
12_6_1.5,pragmatic,12,6,1.5,-55.64341974808812
12_6_1.5,explicit,12,6,1.5,-212.936247237278
12_6_2.0,pragmatic,12,6,2.0,-55.825868798428296
12_6_2.0,explicit,12,6,2.0,-235.68135102475446
12_6_2.5,pragmatic,12,6,2.5,-57.27220464274914
12_6_2.5,explicit,12,6,2.5,-264.3891072534063
12_7_0.5,pragmatic,12,7,0.5,-57.668047080144525
12_7_0.5,explicit,12,7,0.5,-185.44245460573657
12_7_0.1,pragmatic,12,7,0.1,-59.78534375588359
12_7_0.1,explicit,12,7,0.1,-180.1136103579562
12_7_1.5,pragmatic,12,7,1.5,-54.38543761657106
12_7_1.5,explicit,12,7,1.5,-212.936247237278
12_7_2.0,pragmatic,12,7,2.0,-54.15633268317546
12_7_2.0,explicit,12,7,2.0,-235.68135102475446
12_7_2.5,pragmatic,12,7,2.5,-55.01503497878991
12_7_2.5,explicit,12,7,2.5,-264.3891072534063
13_2_0.5,pragmatic,13,2,0.5,-93.3721016120881
13_2_0.5,explicit,13,2,0.5,-185.44245460573657
13_2_0.1,pragmatic,13,2,0.1,-92.8173509175148
13_2_0.1,explicit,13,2,0.1,-180.1136103579562
13_2_1.5,pragmatic,13,2,1.5,-102.54094384259713
13_2_1.5,explicit,13,2,1.5,-212.936247237278
13_2_2.0,pragmatic,13,2,2.0,-113.17480951931545
13_2_2.0,explicit,13,2,2.0,-235.68135102475446
13_2_2.5,pragmatic,13,2,2.5,-129.0749220393587
13_2_2.5,explicit,13,2,2.5,-264.3891072534063
13_3_0.5,pragmatic,13,3,0.5,-74.22563672357404
13_3_0.5,explicit,13,3,0.5,-185.44245460573657
13_3_0.1,pragmatic,13,3,0.1,-75.061094949152
13_3_0.1,explicit,13,3,0.1,-180.1136103579562
13_3_1.5,pragmatic,13,3,1.5,-77.05103334424582
13_3_1.5,explicit,13,3,1.5,-212.936247237278
13_3_2.0,pragmatic,13,3,2.0,-82.37799473466075
13_3_2.0,explicit,13,3,2.0,-235.68135102475446
13_3_2.5,pragmatic,13,3,2.5,-91.3385601945431
13_3_2.5,explicit,13,3,2.5,-264.3891072534063
13_4_0.5,pragmatic,13,4,0.5,-64.90811385938744
13_4_0.5,explicit,13,4,0.5,-185.44245460573657
13_4_0.1,pragmatic,13,4,0.1,-66.42023278525723
13_4_0.1,explicit,13,4,0.1,-180.1136103579562
13_4_1.5,pragmatic,13,4,1.5,-64.48061479076273
13_4_1.5,explicit,13,4,1.5,-212.936247237278
13_4_2.0,pragmatic,13,4,2.0,-66.84749027492659
13_4_2.0,explicit,13,4,2.0,-235.68135102475446
13_4_2.5,pragmatic,13,4,2.5,-71.54755788082565
13_4_2.5,explicit,13,4,2.5,-264.3891072534063
13_5_0.5,pragmatic,13,5,0.5,-60.44979623592621
13_5_0.5,explicit,13,5,0.5,-185.44245460573657
13_5_0.1,pragmatic,13,5,0.1,-62.28288159039257
13_5_0.1,explicit,13,5,0.1,-180.1136103579562
13_5_1.5,pragmatic,13,5,1.5,-58.46806218499771
13_5_1.5,explicit,13,5,1.5,-212.936247237278
13_5_2.0,pragmatic,13,5,2.0,-59.38750199794201
13_5_2.0,explicit,13,5,2.0,-235.68135102475446
13_5_2.5,pragmatic,13,5,2.5,-61.92506344771763
13_5_2.5,explicit,13,5,2.5,-264.3891072534063
13_6_0.5,pragmatic,13,6,0.5,-58.44835020129806
13_6_0.5,explicit,13,6,0.5,-185.44245460573657
13_6_0.1,pragmatic,13,6,0.1,-60.45129416648533
13_6_0.1,explicit,13,6,0.1,-180.1136103579562
13_6_1.5,pragmatic,13,6,1.5,-55.667494312886426
13_6_1.5,explicit,13,6,1.5,-212.936247237278
13_6_2.0,pragmatic,13,6,2.0,-55.85953640193127
13_6_2.0,explicit,13,6,2.0,-235.68135102475446
13_6_2.5,pragmatic,13,6,2.5,-57.3131482957145
13_6_2.5,explicit,13,6,2.5,-264.3891072534063
13_7_0.5,pragmatic,13,7,0.5,-57.80233649061466
13_7_0.5,explicit,13,7,0.5,-185.44245460573657
13_7_0.1,pragmatic,13,7,0.1,-59.913253997559984
13_7_0.1,explicit,13,7,0.1,-180.1136103579562
13_7_1.5,pragmatic,13,7,1.5,-54.541748668708294
13_7_1.5,explicit,13,7,1.5,-212.936247237278
13_7_2.0,pragmatic,13,7,2.0,-54.32528049684777
13_7_2.0,explicit,13,7,2.0,-235.68135102475446
13_7_2.5,pragmatic,13,7,2.5,-55.19580281901537
13_7_2.5,explicit,13,7,2.5,-264.3891072534063
14_2_0.5,pragmatic,14,2,0.5,-92.82975536135407
14_2_0.5,explicit,14,2,0.5,-185.44245460573657
14_2_0.1,pragmatic,14,2,0.1,-92.28144755321757
14_2_0.1,explicit,14,2,0.1,-180.1136103579562
14_2_1.5,pragmatic,14,2,1.5,-101.96580575058867
14_2_1.5,explicit,14,2,1.5,-212.936247237278
14_2_2.0,pragmatic,14,2,2.0,-112.57039095661689
14_2_2.0,explicit,14,2,2.0,-235.68135102475446
14_2_2.5,pragmatic,14,2,2.5,-128.43208412621954
14_2_2.5,explicit,14,2,2.5,-264.3891072534063
14_3_0.5,pragmatic,14,3,0.5,-73.80552475024143
14_3_0.5,explicit,14,3,0.5,-185.44245460573657
14_3_0.1,pragmatic,14,3,0.1,-74.6451623879296
14_3_0.1,explicit,14,3,0.1,-180.1136103579562
14_3_1.5,pragmatic,14,3,1.5,-76.60364049003817
14_3_1.5,explicit,14,3,1.5,-212.936247237278
14_3_2.0,pragmatic,14,3,2.0,-81.89959907902083
14_3_2.0,explicit,14,3,2.0,-235.68135102475446
14_3_2.5,pragmatic,14,3,2.5,-90.81018351140952
14_3_2.5,explicit,14,3,2.5,-264.3891072534063
14_4_0.5,pragmatic,14,4,0.5,-64.65711479918478
14_4_0.5,explicit,14,4,0.5,-185.44245460573657
14_4_0.1,pragmatic,14,4,0.1,-66.16840901576066
14_4_0.1,explicit,14,4,0.1,-180.1136103579562
14_4_1.5,pragmatic,14,4,1.5,-64.22562529052722
14_4_1.5,explicit,14,4,1.5,-212.936247237278
14_4_2.0,pragmatic,14,4,2.0,-66.58148241379519
14_4_2.0,explicit,14,4,2.0,-235.68135102475446
14_4_2.5,pragmatic,14,4,2.5,-71.25785411311622
14_4_2.5,explicit,14,4,2.5,-264.3891072534063
14_5_0.5,pragmatic,14,5,0.5,-60.35343784568861
14_5_0.5,explicit,14,5,0.5,-185.44245460573657
14_5_0.1,pragmatic,14,5,0.1,-62.18272741169376
14_5_0.1,explicit,14,5,0.1,-180.1136103579562
14_5_1.5,pragmatic,14,5,1.5,-58.38238281531384
14_5_1.5,explicit,14,5,1.5,-212.936247237278
14_5_2.0,pragmatic,14,5,2.0,-59.304862380752326
14_5_2.0,explicit,14,5,2.0,-235.68135102475446
14_5_2.5,pragmatic,14,5,2.5,-61.840423839580176
14_5_2.5,explicit,14,5,2.5,-264.3891072534063
14_6_0.5,pragmatic,14,6,0.5,-58.48578130543658
14_6_0.5,explicit,14,6,0.5,-185.44245460573657
14_6_0.1,pragmatic,14,6,0.1,-60.483658230386
14_6_0.1,explicit,14,6,0.1,-180.1136103579562
14_6_1.5,pragmatic,14,6,1.5,-55.7219559624671
14_6_1.5,explicit,14,6,1.5,-212.936247237278
14_6_2.0,pragmatic,14,6,2.0,-55.92317625211157
14_6_2.0,explicit,14,6,2.0,-235.68135102475446
14_6_2.5,pragmatic,14,6,2.5,-57.384452959928026
14_6_2.5,explicit,14,6,2.5,-264.3891072534063
14_7_0.5,pragmatic,14,7,0.5,-57.954293933869444
14_7_0.5,explicit,14,7,0.5,-185.44245460573657
14_7_0.1,pragmatic,14,7,0.1,-60.05969790223497
14_7_0.1,explicit,14,7,0.1,-180.1136103579562
14_7_1.5,pragmatic,14,7,1.5,-54.713134649757556
14_7_1.5,explicit,14,7,1.5,-212.936247237278
14_7_2.0,pragmatic,14,7,2.0,-54.508164221523764
14_7_2.0,explicit,14,7,2.0,-235.68135102475446
14_7_2.5,pragmatic,14,7,2.5,-55.38984373500883
14_7_2.5,explicit,14,7,2.5,-264.3891072534063
15_2_0.5,pragmatic,15,2,0.5,-92.3657062857894
15_2_0.5,explicit,15,2,0.5,-185.44245460573657
15_2_0.1,pragmatic,15,2,0.1,-91.82305729496765
15_2_0.1,explicit,15,2,0.1,-180.1136103579562
15_2_1.5,pragmatic,15,2,1.5,-101.4729655417666
15_2_1.5,explicit,15,2,1.5,-212.936247237278
15_2_2.0,pragmatic,15,2,2.0,-112.05178925452954
15_2_2.0,explicit,15,2,2.0,-235.68135102475446
15_2_2.5,pragmatic,15,2,2.5,-127.8795839800677
15_2_2.5,explicit,15,2,2.5,-264.3891072534063
15_3_0.5,pragmatic,15,3,0.5,-73.45341476959669
15_3_0.5,explicit,15,3,0.5,-185.44245460573657
15_3_0.1,pragmatic,15,3,0.1,-74.29649320811149
15_3_0.1,explicit,15,3,0.1,-180.1136103579562
15_3_1.5,pragmatic,15,3,1.5,-76.22864076860716
15_3_1.5,explicit,15,3,1.5,-212.936247237278
15_3_2.0,pragmatic,15,3,2.0,-81.49821015586582
15_3_2.0,explicit,15,3,2.0,-235.68135102475446
15_3_2.5,pragmatic,15,3,2.5,-90.36585430919419
15_3_2.5,explicit,15,3,2.5,-264.3891072534063
15_4_0.5,pragmatic,15,4,0.5,-64.45648444823992
15_4_0.5,explicit,15,4,0.5,-185.44245460573657
15_4_0.1,pragmatic,15,4,0.1,-65.96679368921431
15_4_0.1,explicit,15,4,0.1,-180.1136103579562
15_4_1.5,pragmatic,15,4,1.5,-64.02278929272272
15_4_1.5,explicit,15,4,1.5,-212.936247237278
15_4_2.0,pragmatic,15,4,2.0,-66.37013029662452
15_4_2.0,explicit,15,4,2.0,-235.68135102475446
15_4_2.5,pragmatic,15,4,2.5,-71.02729292026501
15_4_2.5,explicit,15,4,2.5,-264.3891072534063
15_5_0.5,pragmatic,15,5,0.5,-60.29093871498783
15_5_0.5,explicit,15,5,0.5,-185.44245460573657
15_5_0.1,pragmatic,15,5,0.1,-62.11670098879517
15_5_0.1,explicit,15,5,0.1,-180.1136103579562
15_5_1.5,pragmatic,15,5,1.5,-58.330276572685726
15_5_1.5,explicit,15,5,1.5,-212.936247237278
15_5_2.0,pragmatic,15,5,2.0,-59.25637155894274
15_5_2.0,explicit,15,5,2.0,-235.68135102475446
15_5_2.5,pragmatic,15,5,2.5,-61.79154591984654
15_5_2.5,explicit,15,5,2.5,-264.3891072534063
15_6_0.5,pragmatic,15,6,0.5,-58.54250593602005
15_6_0.5,explicit,15,6,0.5,-185.44245460573657
15_6_0.1,pragmatic,15,6,0.1,-60.53581142855608
15_6_0.1,explicit,15,6,0.1,-180.1136103579562
15_6_1.5,pragmatic,15,6,1.5,-55.79433385519914
15_6_1.5,explicit,15,6,1.5,-212.936247237278
15_6_2.0,pragmatic,15,6,2.0,-56.00428776750175
15_6_2.0,explicit,15,6,2.0,-235.68135102475446
15_6_2.5,pragmatic,15,6,2.5,-57.47327799084302
15_6_2.5,explicit,15,6,2.5,-264.3891072534063
15_7_0.5,pragmatic,15,7,0.5,-58.11260790471205
15_7_0.5,explicit,15,7,0.5,-185.44245460573657
15_7_0.1,pragmatic,15,7,0.1,-60.21310203784311
15_7_0.1,explicit,15,7,0.1,-180.1136103579562
15_7_1.5,pragmatic,15,7,1.5,-54.88898519877874
15_7_1.5,explicit,15,7,1.5,-212.936247237278
15_7_2.0,pragmatic,15,7,2.0,-54.69459737011941
15_7_2.0,explicit,15,7,2.0,-235.68135102475446
15_7_2.5,pragmatic,15,7,2.5,-55.58677884155153
15_7_2.5,explicit,15,7,2.5,-264.3891072534063
16_2_0.5,pragmatic,16,2,0.5,-91.96477319755057
16_2_0.5,explicit,16,2,0.5,-185.44245460573657
16_2_0.1,pragmatic,16,2,0.1,-91.42713542207028
16_2_0.1,explicit,16,2,0.1,-180.1136103579562
16_2_1.5,pragmatic,16,2,1.5,-101.0465339241174
16_2_1.5,explicit,16,2,1.5,-212.936247237278
16_2_2.0,pragmatic,16,2,2.0,-111.60249535623858
16_2_2.0,explicit,16,2,2.0,-235.68135102475446
16_2_2.5,pragmatic,16,2,2.5,-127.40012892483601
16_2_2.5,explicit,16,2,2.5,-264.3891072534063
16_3_0.5,pragmatic,16,3,0.5,-73.15502859410289
16_3_0.5,explicit,16,3,0.5,-185.44245460573657
16_3_0.1,pragmatic,16,3,0.1,-74.00096509289057
16_3_0.1,explicit,16,3,0.1,-180.1136103579562
16_3_1.5,pragmatic,16,3,1.5,-75.91083173018437
16_3_1.5,explicit,16,3,1.5,-212.936247237278
16_3_2.0,pragmatic,16,3,2.0,-81.157682352833
16_3_2.0,explicit,16,3,2.0,-235.68135102475446
16_3_2.5,pragmatic,16,3,2.5,-89.9880411541752
16_3_2.5,explicit,16,3,2.5,-264.3891072534063
16_4_0.5,pragmatic,16,4,0.5,-64.29422892067512
16_4_0.5,explicit,16,4,0.5,-185.44245460573657
16_4_0.1,pragmatic,16,4,0.1,-65.80344662572179
16_4_0.1,explicit,16,4,0.1,-180.1136103579562
16_4_1.5,pragmatic,16,4,1.5,-63.85960297889502
16_4_1.5,explicit,16,4,1.5,-212.936247237278
16_4_2.0,pragmatic,16,4,2.0,-66.20027573752154
16_4_2.0,explicit,16,4,2.0,-235.68135102475446
16_4_2.5,pragmatic,16,4,2.5,-70.84161880659356
16_4_2.5,explicit,16,4,2.5,-264.3891072534063
16_5_0.5,pragmatic,16,5,0.5,-60.25244214614889
16_5_0.5,explicit,16,5,0.5,-185.44245460573657
16_5_0.1,pragmatic,16,5,0.1,-62.07490171842963
16_5_0.1,explicit,16,5,0.1,-180.1136103579562
16_5_1.5,pragmatic,16,5,1.5,-58.301813246449726
16_5_1.5,explicit,16,5,1.5,-212.936247237278
16_5_2.0,pragmatic,16,5,2.0,-59.23181587784615
16_5_2.0,explicit,16,5,2.0,-235.68135102475446
16_5_2.5,pragmatic,16,5,2.5,-61.76762822058278
16_5_2.5,explicit,16,5,2.5,-264.3891072534063
16_6_0.5,pragmatic,16,6,0.5,-58.61049030812093
16_6_0.5,explicit,16,6,0.5,-185.44245460573657
16_6_0.1,pragmatic,16,6,0.1,-60.59960872945462
16_6_0.1,explicit,16,6,0.1,-180.1136103579562
16_6_1.5,pragmatic,16,6,1.5,-55.87681907305784
16_6_1.5,explicit,16,6,1.5,-212.936247237278
16_6_2.0,pragmatic,16,6,2.0,-56.09503455554161
16_6_2.0,explicit,16,6,2.0,-235.68135102475446
16_6_2.5,pragmatic,16,6,2.5,-57.571564262079384
16_6_2.5,explicit,16,6,2.5,-264.3891072534063
16_7_0.5,pragmatic,16,7,0.5,-58.270853984074854
16_7_0.5,explicit,16,7,0.5,-185.44245460573657
16_7_0.1,pragmatic,16,7,0.1,-60.36688546442101
16_7_0.1,explicit,16,7,0.1,-180.1136103579562
16_7_1.5,pragmatic,16,7,1.5,-55.0632928831137
16_7_1.5,explicit,16,7,1.5,-212.936247237278
16_7_2.0,pragmatic,16,7,2.0,-54.8787029379916
16_7_2.0,explicit,16,7,2.0,-235.68135102475446
16_7_2.5,pragmatic,16,7,2.5,-55.78072922211968
16_7_2.5,explicit,16,7,2.5,-264.3891072534063
17_2_0.5,pragmatic,17,2,0.5,-91.61539243991014
17_2_0.5,explicit,17,2,0.5,-185.44245460573657
17_2_0.1,pragmatic,17,2,0.1,-91.082219495443
17_2_0.1,explicit,17,2,0.1,-180.1136103579562
17_2_1.5,pragmatic,17,2,1.5,-100.67441812415798
17_2_1.5,explicit,17,2,1.5,-212.936247237278
17_2_2.0,pragmatic,17,2,2.0,-111.20994876654778
17_2_2.0,explicit,17,2,2.0,-235.68135102475446
17_2_2.5,pragmatic,17,2,2.5,-126.98056170515994
17_2_2.5,explicit,17,2,2.5,-264.3891072534063
17_3_0.5,pragmatic,17,3,0.5,-72.89973021666299
17_3_0.5,explicit,17,3,0.5,-185.44245460573657
17_3_0.1,pragmatic,17,3,0.1,-73.74805711321545
17_3_0.1,explicit,17,3,0.1,-180.1136103579562
17_3_1.5,pragmatic,17,3,1.5,-75.6388983604723
17_3_1.5,explicit,17,3,1.5,-212.936247237278
17_3_2.0,pragmatic,17,3,2.0,-80.86600434907722
17_3_2.0,explicit,17,3,2.0,-235.68135102475446
17_3_2.5,pragmatic,17,3,2.5,-89.66369957783546
17_3_2.5,explicit,17,3,2.5,-264.3891072534063
17_4_0.5,pragmatic,17,4,0.5,-64.16172004806245
17_4_0.5,explicit,17,4,0.5,-185.44245460573657
17_4_0.1,pragmatic,17,4,0.1,-65.66978053197359
17_4_0.1,explicit,17,4,0.1,-180.1136103579562
17_4_1.5,pragmatic,17,4,1.5,-63.727074639665204
17_4_1.5,explicit,17,4,1.5,-212.936247237278
17_4_2.0,pragmatic,17,4,2.0,-66.06246541180748
17_4_2.0,explicit,17,4,2.0,-235.68135102475446
17_4_2.5,pragmatic,17,4,2.5,-70.69059873420841
17_4_2.5,explicit,17,4,2.5,-264.3891072534063
17_5_0.5,pragmatic,17,5,0.5,-60.23121029264408
