configuration,answererType,alpha_q,alpha_a,beta,likelihood
9_5_2.0,pragmatic,9,5,2.0,-171.68988661370216
9_5_2.0,explicit,9,5,2.0,-203.68135102475446
9_5_2.5,pragmatic,9,5,2.5,-165.19011823967375
9_5_2.5,explicit,9,5,2.5,-224.38910725340628
9_6_0.5,pragmatic,9,6,0.5,-224.8002957548223
9_6_0.5,explicit,9,6,0.5,-177.44245460573657
9_6_0.1,pragmatic,9,6,0.1,-233.32937707382607
9_6_0.1,explicit,9,6,0.1,-178.51361035795625
9_6_1.5,pragmatic,9,6,1.5,-205.2536599134981
9_6_1.5,explicit,9,6,1.5,-188.936247237278
9_6_2.0,pragmatic,9,6,2.0,-196.67862769522034
9_6_2.0,explicit,9,6,2.0,-203.68135102475446
9_6_2.5,pragmatic,9,6,2.5,-189.04479886481715
9_6_2.5,explicit,9,6,2.5,-224.38910725340628
9_7_0.5,pragmatic,9,7,0.5,-252.65079422898785
9_7_0.5,explicit,9,7,0.5,-177.44245460573657
9_7_0.1,pragmatic,9,7,0.1,-261.2434784687114
9_7_0.1,explicit,9,7,0.1,-178.51361035795625
9_7_1.5,pragmatic,9,7,1.5,-232.76632665122628
9_7_1.5,explicit,9,7,1.5,-188.936247237278
9_7_2.0,pragmatic,9,7,2.0,-223.85125394033096
9_7_2.0,explicit,9,7,2.0,-203.68135102475446
9_7_2.5,pragmatic,9,7,2.5,-215.67764772649153
9_7_2.5,explicit,9,7,2.5,-224.38910725340628
10_1_0.5,pragmatic,10,1,0.5,-152.5711726036016
10_1_0.5,explicit,10,1,0.5,-177.44245460573657
10_1_0.1,pragmatic,10,1,0.1,-156.29000092814695
10_1_0.1,explicit,10,1,0.1,-178.51361035795625
10_1_1.5,pragmatic,10,1,1.5,-154.51938589521086
10_1_1.5,explicit,10,1,1.5,-188.936247237278
10_1_2.0,pragmatic,10,1,2.0,-163.50091010290097
10_1_2.0,explicit,10,1,2.0,-203.68135102475446
10_1_2.5,pragmatic,10,1,2.5,-178.58954065669784
10_1_2.5,explicit,10,1,2.5,-224.38910725340628
10_2_0.5,pragmatic,10,2,0.5,-146.64468118314397
10_2_0.5,explicit,10,2,0.5,-177.44245460573657
10_2_0.1,pragmatic,10,2,0.1,-152.64922937220442
10_2_0.1,explicit,10,2,0.1,-178.51361035795625
10_2_1.5,pragmatic,10,2,1.5,-139.17785691438323
10_2_1.5,explicit,10,2,1.5,-188.936247237278
10_2_2.0,pragmatic,10,2,2.0,-141.3797509536208
10_2_2.0,explicit,10,2,2.0,-203.68135102475446
10_2_2.5,pragmatic,10,2,2.5,-148.82092468523905
10_2_2.5,explicit,10,2,2.5,-224.38910725340628
10_3_0.5,pragmatic,10,3,0.5,-156.6468968926932
10_3_0.5,explicit,10,3,0.5,-177.44245460573657
10_3_0.1,pragmatic,10,3,0.1,-164.06474550566614
10_3_0.1,explicit,10,3,0.1,-178.51361035795625
10_3_1.5,pragmatic,10,3,1.5,-142.6931658807811
10_3_1.5,explicit,10,3,1.5,-188.936247237278
10_3_2.0,pragmatic,10,3,2.0,-139.45245943034544
10_3_2.0,explicit,10,3,2.0,-203.68135102475446
10_3_2.5,pragmatic,10,3,2.5,-139.78923208910555
10_3_2.5,explicit,10,3,2.5,-224.38910725340628
10_4_0.5,pragmatic,10,4,0.5,-176.2892834625211
10_4_0.5,explicit,10,4,0.5,-177.44245460573657
10_4_0.1,pragmatic,10,4,0.1,-184.39766856785133
10_4_0.1,explicit,10,4,0.1,-178.51361035795625
10_4_1.5,pragmatic,10,4,1.5,-158.94904133010505
10_4_1.5,explicit,10,4,1.5,-188.936247237278
10_4_2.0,pragmatic,10,4,2.0,-152.5754365969054
10_4_2.0,explicit,10,4,2.0,-203.68135102475446
10_4_2.5,pragmatic,10,4,2.5,-148.37267164374734
10_4_2.5,explicit,10,4,2.5,-224.38910725340628
10_5_0.5,pragmatic,10,5,0.5,-200.91134058053495
10_5_0.5,explicit,10,5,0.5,-177.44245460573657
10_5_0.1,pragmatic,10,5,0.1,-209.32883505372536
10_5_0.1,explicit,10,5,0.1,-178.51361035795625
10_5_1.5,pragmatic,10,5,1.5,-182.0017269581517
10_5_1.5,explicit,10,5,1.5,-188.936247237278
10_5_2.0,pragmatic,10,5,2.0,-174.10133576913762
10_5_2.0,explicit,10,5,2.0,-203.68135102475446
10_5_2.5,pragmatic,10,5,2.5,-167.55647607687
10_5_2.5,explicit,10,5,2.5,-224.38910725340628
10_6_0.5,pragmatic,10,6,0.5,-228.09034214057297
10_6_0.5,explicit,10,6,0.5,-177.44245460573657
10_6_0.1,pragmatic,10,6,0.1,-236.647432738546
10_6_0.1,explicit,10,6,0.1,-178.51361035795625
10_6_1.5,pragmatic,10,6,1.5,-208.46175727957913
10_6_1.5,explicit,10,6,1.5,-188.936247237278
10_6_2.0,pragmatic,10,6,2.0,-199.84815491527127
10_6_2.0,explicit,10,6,2.0,-203.68135102475446
10_6_2.5,pragmatic,10,6,2.5,-192.18061305361428
10_6_2.5,explicit,10,6,2.5,-224.38910725340628
10_7_0.5,pragmatic,10,7,0.5,-256.6671512652132
10_7_0.5,explicit,10,7,0.5,-177.44245460573657
10_7_0.1,pragmatic,10,7,0.1,-265.2930691545334
10_7_0.1,explicit,10,7,0.1,-178.51361035795625
10_7_1.5,pragmatic,10,7,1.5,-236.6871932639185
10_7_1.5,explicit,10,7,1.5,-188.936247237278
10_7_2.0,pragmatic,10,7,2.0,-227.729779648803
10_7_2.0,explicit,10,7,2.0,-203.68135102475446
10_7_2.5,pragmatic,10,7,2.5,-219.5231024052152
10_7_2.5,explicit,10,7,2.5,-224.38910725340628
11_1_0.5,pragmatic,11,1,0.5,-152.39473816158886
11_1_0.5,explicit,11,1,0.5,-177.44245460573657
11_1_0.1,pragmatic,11,1,0.1,-156.11386390206826
11_1_0.1,explicit,11,1,0.1,-178.51361035795625
11_1_1.5,pragmatic,11,1,1.5,-154.3415419785158
11_1_1.5,explicit,11,1,1.5,-188.936247237278
11_1_2.0,pragmatic,11,1,2.0,-163.32173029492165
11_1_2.0,explicit,11,1,2.0,-203.68135102475446
11_1_2.5,pragmatic,11,1,2.5,-178.40851228150512
11_1_2.5,explicit,11,1,2.5,-224.38910725340628
11_2_0.5,pragmatic,11,2,0.5,-146.79041326764147
11_2_0.5,explicit,11,2,0.5,-177.44245460573657
11_2_0.1,pragmatic,11,2,0.1,-152.80984687584134
11_2_0.1,explicit,11,2,0.1,-178.51361035795625
11_2_1.5,pragmatic,11,2,1.5,-139.26215705994812
11_2_1.5,explicit,11,2,1.5,-188.936247237278
11_2_2.0,pragmatic,11,2,2.0,-141.41685171467407
11_2_2.0,explicit,11,2,2.0,-203.68135102475446
11_2_2.5,pragmatic,11,2,2.5,-148.7993819628525
11_2_2.5,explicit,11,2,2.5,-224.38910725340628
11_3_0.5,pragmatic,11,3,0.5,-157.4505202468845
11_3_0.5,explicit,11,3,0.5,-177.44245460573657
11_3_0.1,pragmatic,11,3,0.1,-164.88656502286958
11_3_0.1,explicit,11,3,0.1,-178.51361035795625
11_3_1.5,pragmatic,11,3,1.5,-143.4235389286805
11_3_1.5,explicit,11,3,1.5,-188.936247237278
11_3_2.0,pragmatic,11,3,2.0,-140.1240045488045
11_3_2.0,explicit,11,3,2.0,-203.68135102475446
11_3_2.5,pragmatic,11,3,2.5,-140.37895462516516
11_3_2.5,explicit,11,3,2.5,-224.38910725340628
11_4_0.5,pragmatic,11,4,0.5,-177.82259014703553
11_4_0.5,explicit,11,4,0.5,-177.44245460573657
11_4_0.1,pragmatic,11,4,0.1,-185.94819868522512
11_4_0.1,explicit,11,4,0.1,-178.51361035795625
11_4_1.5,pragmatic,11,4,1.5,-160.42345340441022
11_4_1.5,explicit,11,4,1.5,-188.936247237278
11_4_2.0,pragmatic,11,4,2.0,-154.0098072999115
11_4_2.0,explicit,11,4,2.0,-203.68135102475446
11_4_2.5,pragmatic,11,4,2.5,-149.75370063729497
11_4_2.5,explicit,11,4,2.5,-224.38910725340628
11_5_0.5,pragmatic,11,5,0.5,-203.15103783905735
11_5_0.5,explicit,11,5,0.5,-177.44245460573657
11_5_0.1,pragmatic,11,5,0.1,-211.58721906672992
11_5_0.1,explicit,11,5,0.1,-178.51361035795625
11_5_1.5,pragmatic,11,5,1.5,-184.18691173895166
11_5_1.5,explicit,11,5,1.5,-188.936247237278
11_5_2.0,pragmatic,11,5,2.0,-176.25891385442065
11_5_2.0,explicit,11,5,2.0,-203.68135102475446
11_5_2.5,pragmatic,11,5,2.5,-169.6854041557569
11_5_2.5,explicit,11,5,2.5,-224.38910725340628
11_6_0.5,pragmatic,11,6,0.5,-231.0050659081543
11_6_0.5,explicit,11,6,0.5,-177.44245460573657
11_6_0.1,pragmatic,11,6,0.1,-239.58465544935274
11_6_0.1,explicit,11,6,0.1,-178.51361035795625
11_6_1.5,pragmatic,11,6,1.5,-211.31485299508313
11_6_1.5,explicit,11,6,1.5,-188.936247237278
11_6_2.0,pragmatic,11,6,2.0,-202.67524514038035
11_6_2.0,explicit,11,6,2.0,-203.68135102475446
11_6_2.5,pragmatic,11,6,2.5,-194.9873933194328
11_6_2.5,explicit,11,6,2.5,-224.38910725340628
11_7_0.5,pragmatic,11,7,0.5,-260.23230389118555
11_7_0.5,explicit,11,7,0.5,-177.44245460573657
11_7_0.1,pragmatic,11,7,0.1,-268.8856747723589
11_7_0.1,explicit,11,7,0.1,-178.51361035795625
11_7_1.5,pragmatic,11,7,1.5,-240.17782754256172
11_7_1.5,explicit,11,7,1.5,-188.936247237278
11_7_2.0,pragmatic,11,7,2.0,-231.190355225526
11_7_2.0,explicit,11,7,2.0,-203.68135102475446
11_7_2.5,pragmatic,11,7,2.5,-222.96263016225532
11_7_2.5,explicit,11,7,2.5,-224.38910725340628
12_1_0.5,pragmatic,12,1,0.5,-152.2543287297271
12_1_0.5,explicit,12,1,0.5,-177.44245460573657
12_1_0.1,pragmatic,12,1,0.1,-155.973608097447
12_1_0.1,explicit,12,1,0.1,-178.51361035795625
12_1_1.5,pragmatic,12,1,1.5,-154.2001872945651
12_1_1.5,explicit,12,1,1.5,-188.936247237278
12_1_2.0,pragmatic,12,1,2.0,-163.17928361798056
12_1_2.0,explicit,12,1,2.0,-203.68135102475446
12_1_2.5,pragmatic,12,1,2.5,-178.26444524485663
12_1_2.5,explicit,12,1,2.5,-224.38910725340628
12_2_0.5,pragmatic,12,2,0.5,-146.9401587716587
12_2_0.5,explicit,12,2,0.5,-177.44245460573657
12_2_0.1,pragmatic,12,2,0.1,-152.9714966664666
12_2_0.1,explicit,12,2,0.1,-178.51361035795625
12_2_1.5,pragmatic,12,2,1.5,-139.3619863707035
12_2_1.5,explicit,12,2,1.5,-188.936247237278
12_2_2.0,pragmatic,12,2,2.0,-141.47740705820124
12_2_2.0,explicit,12,2,2.0,-203.68135102475446
12_2_2.5,pragmatic,12,2,2.5,-148.8102438475899
12_2_2.5,explicit,12,2,2.5,-224.38910725340628
12_3_0.5,pragmatic,12,3,0.5,-158.17864942348166
12_3_0.5,explicit,12,3,0.5,-177.44245460573657
12_3_0.1,pragmatic,12,3,0.1,-165.62853011676512
12_3_0.1,explicit,12,3,0.1,-178.51361035795625
12_3_1.5,pragmatic,12,3,1.5,-144.09557835081606
12_3_1.5,explicit,12,3,1.5,-188.936247237278
12_3_2.0,pragmatic,12,3,2.0,-140.74980417785264
12_3_2.0,explicit,12,3,2.0,-203.68135102475446
12_3_2.5,pragmatic,12,3,2.5,-140.9386756017231
12_3_2.5,explicit,12,3,2.5,-224.38910725340628
12_4_0.5,pragmatic,12,4,0.5,-179.18957441899695
12_4_0.5,explicit,12,4,0.5,-177.44245460573657
12_4_0.1,pragmatic,12,4,0.1,-187.32787505122337
12_4_0.1,explicit,12,4,0.1,-178.51361035795625
12_4_1.5,pragmatic,12,4,1.5,-161.74840034112333
12_4_1.5,explicit,12,4,1.5,-188.936247237278
12_4_2.0,pragmatic,12,4,2.0,-155.30636742378573
12_4_2.0,explicit,12,4,2.0,-203.68135102475446
12_4_2.5,pragmatic,12,4,2.5,-151.01141641032874
12_4_2.5,explicit,12,4,2.5,-224.38910725340628
12_5_0.5,pragmatic,12,5,0.5,-205.13853906227652
12_5_0.5,explicit,12,5,0.5,-177.44245460573657
12_5_0.1,pragmatic,12,5,0.1,-213.58876806945588
12_5_0.1,explicit,12,5,0.1,-178.51361035795625
12_5_1.5,pragmatic,12,5,1.5,-186.13599598058053
12_5_1.5,explicit,12,5,1.5,-188.936247237278
12_5_2.0,pragmatic,12,5,2.0,-178.19024665668013
12_5_2.0,explicit,12,5,2.0,-203.68135102475446
12_5_2.5,pragmatic,12,5,2.5,-171.5992165245923
12_5_2.5,explicit,12,5,2.5,-224.38910725340628
12_6_0.5,pragmatic,12,6,0.5,-233.5890665709175
12_6_0.5,explicit,12,6,0.5,-177.44245460573657
12_6_0.1,pragmatic,12,6,0.1,-242.18621268404988
12_6_0.1,explicit,12,6,0.1,-178.51361035795625
12_6_1.5,pragmatic,12,6,1.5,-213.85365444421973
12_6_1.5,explicit,12,6,1.5,-188.936247237278
12_6_2.0,pragmatic,12,6,2.0,-205.19710605338437
12_6_2.0,explicit,12,6,2.0,-203.68135102475446
12_6_2.5,pragmatic,12,6,2.5,-197.4979636601556
12_6_2.5,explicit,12,6,2.5,-224.38910725340628
12_7_0.5,pragmatic,12,7,0.5,-263.39439498804165
12_7_0.5,explicit,12,7,0.5,-177.44245460573657
12_7_0.1,pragmatic,12,7,0.1,-272.0698673218989
12_7_0.1,explicit,12,7,0.1,-178.51361035795625
12_7_1.5,pragmatic,12,7,1.5,-243.28288508256128
12_7_1.5,explicit,12,7,1.5,-188.936247237278
12_7_2.0,pragmatic,12,7,2.0,-234.2744657963908
12_7_2.0,explicit,12,7,2.0,-203.68135102475446
12_7_2.5,pragmatic,12,7,2.5,-226.03391512788494
12_7_2.5,explicit,12,7,2.5,-224.38910725340628
13_1_0.5,pragmatic,13,1,0.5,-152.14180566559597
13_1_0.5,explicit,13,1,0.5,-177.44245460573657
13_1_0.1,pragmatic,13,1,0.1,-155.8611484495008
13_1_0.1,explicit,13,1,0.1,-178.51361035795625
13_1_1.5,pragmatic,13,1,1.5,-154.08698079469806
13_1_1.5,explicit,13,1,1.5,-188.936247237278
13_1_2.0,pragmatic,13,1,2.0,-163.06512085433224
13_1_2.0,explicit,13,1,2.0,-203.68135102475446
13_1_2.5,pragmatic,13,1,2.5,-178.1488054220347
13_1_2.5,explicit,13,1,2.5,-224.38910725340628
13_2_0.5,pragmatic,13,2,0.5,-147.08931199237338
13_2_0.5,explicit,13,2,0.5,-177.44245460573657
13_2_0.1,pragmatic,13,2,0.1,-153.130278252683
13_2_0.1,explicit,13,2,0.1,-178.51361035795625
13_2_1.5,pragmatic,13,2,1.5,-139.4699571189835
13_2_1.5,explicit,13,2,1.5,-188.936247237278
13_2_2.0,pragmatic,13,2,2.0,-141.5521885474003
13_2_2.0,explicit,13,2,2.0,-203.68135102475446
13_2_2.5,pragmatic,13,2,2.5,-148.84236589267869
13_2_2.5,explicit,13,2,2.5,-224.38910725340628
13_3_0.5,pragmatic,13,3,0.5,-158.83811440588659
13_3_0.5,explicit,13,3,0.5,-177.44245460573657
13_3_0.1,pragmatic,13,3,0.1,-166.2985521142561
13_3_0.1,explicit,13,3,0.1,-178.51361035795625
13_3_1.5,pragmatic,13,3,1.5,-144.71156473595124
13_3_1.5,explicit,13,3,1.5,-188.936247237278
13_3_2.0,pragmatic,13,3,2.0,-141.32878104283097
13_3_2.0,explicit,13,3,2.0,-203.68135102475446
13_3_2.5,pragmatic,13,3,2.5,-141.46334413320798
13_3_2.5,explicit,13,3,2.5,-224.38910725340628
13_4_0.5,pragmatic,13,4,0.5,-180.40974620278416
13_4_0.5,explicit,13,4,0.5,-177.44245460573657
13_4_0.1,pragmatic,13,4,0.1,-188.5572943922017
13_4_0.1,explicit,13,4,0.1,-178.51361035795625
13_4_1.5,pragmatic,13,4,1.5,-162.93872512259452
13_4_1.5,explicit,13,4,1.5,-188.936247237278
13_4_2.0,pragmatic,13,4,2.0,-156.47642629047505
13_4_2.0,explicit,13,4,2.0,-203.68135102475446
13_4_2.5,pragmatic,13,4,2.5,-152.15275299482832
13_4_2.5,explicit,13,4,2.5,-224.38910725340628
13_5_0.5,pragmatic,13,5,0.5,-206.903624041955
13_5_0.5,explicit,13,5,0.5,-177.44245460573657
13_5_0.1,pragmatic,13,5,0.1,-215.36423661291724
13_5_0.1,explicit,13,5,0.1,-178.51361035795625
13_5_1.5,pragmatic,13,5,1.5,-187.87455030106986
13_5_1.5,explicit,13,5,1.5,-188.936247237278
13_5_2.0,pragmatic,13,5,2.0,-179.91778663080163
13_5_2.0,explicit,13,5,2.0,-203.68135102475446
13_5_2.5,pragmatic,13,5,2.5,-173.31658225085607
13_5_2.5,explicit,13,5,2.5,-224.38910725340628
13_6_0.5,pragmatic,13,6,0.5,-235.87897361406476
13_6_0.5,explicit,13,6,0.5,-177.44245460573657
13_6_0.1,pragmatic,13,6,0.1,-244.48960117889862
13_6_0.1,explicit,13,6,0.1,-178.51361035795625
13_6_1.5,pragmatic,13,6,1.5,-216.11101173621464
13_6_1.5,explicit,13,6,1.5,-188.936247237278
13_6_2.0,pragmatic,13,6,2.0,-207.44387325004539
13_6_2.0,explicit,13,6,2.0,-203.68135102475446
13_6_2.5,pragmatic,13,6,2.5,-199.7393352272522
13_6_2.5,explicit,13,6,2.5,-224.38910725340628
13_7_0.5,pragmatic,13,7,0.5,-266.1934188289381
13_7_0.5,explicit,13,7,0.5,-177.44245460573657
13_7_0.1,pragmatic,13,7,0.1,-274.8864213117188
13_7_0.1,explicit,13,7,0.1,-178.51361035795625
13_7_1.5,pragmatic,13,7,1.5,-246.03891088761392
13_7_1.5,explicit,13,7,1.5,-188.936247237278
13_7_2.0,pragmatic,13,7,2.0,-237.01622648537466
13_7_2.0,explicit,13,7,2.0,-203.68135102475446
13_7_2.5,pragmatic,13,7,2.5,-228.7684124245647
13_7_2.5,explicit,13,7,2.5,-224.38910725340628
14_1_0.5,pragmatic,14,1,0.5,-152.05095764587293
14_1_0.5,explicit,14,1,0.5,-177.44245460573657
14_1_0.1,pragmatic,14,1,0.1,-155.77032279100277
14_1_0.1,explicit,14,1,0.1,-178.51361035795625
14_1_1.5,pragmatic,14,1,1.5,-153.99555371038122
14_1_1.5,explicit,14,1,1.5,-188.936247237278
14_1_2.0,pragmatic,14,1,2.0,-162.97279933378553
14_1_2.0,explicit,14,1,2.0,-203.68135102475446
14_1_2.5,pragmatic,14,1,2.5,-178.05509504166434
14_1_2.5,explicit,14,1,2.5,-224.38910725340628
14_2_0.5,pragmatic,14,2,0.5,-147.23469305008246
14_2_0.5,explicit,14,2,0.5,-177.44245460573657
14_2_0.1,pragmatic,14,2,0.1,-153.28356598819792
14_2_0.1,explicit,14,2,0.1,-178.51361035795625
14_2_1.5,pragmatic,14,2,1.5,-139.58079233311497
14_2_1.5,explicit,14,2,1.5,-188.936247237278
14_2_2.0,pragmatic,14,2,2.0,-141.6345584307305
14_2_2.0,explicit,14,2,2.0,-203.68135102475446
14_2_2.5,pragmatic,14,2,2.5,-148.88768084599877
14_2_2.5,explicit,14,2,2.5,-224.38910725340628
14_3_0.5,pragmatic,14,3,0.5,-159.43509470082077
14_3_0.5,explicit,14,3,0.5,-177.44245460573657
14_3_0.1,pragmatic,14,3,0.1,-166.90365211389212
14_3_0.1,explicit,14,3,0.1,-178.51361035795625
14_3_1.5,pragmatic,14,3,1.5,-145.27432278338824
14_3_1.5,explicit,14,3,1.5,-188.936247237278
14_3_2.0,pragmatic,14,3,2.0,-141.86135846463375
14_3_2.0,explicit,14,3,2.0,-203.68135102475446
14_3_2.5,pragmatic,14,3,2.5,-141.95053554055673
14_3_2.5,explicit,14,3,2.5,-224.38910725340628
14_4_0.5,pragmatic,14,4,0.5,-181.4998627550328
14_4_0.5,explicit,14,4,0.5,-177.44245460573657
14_4_0.1,pragmatic,14,4,0.1,-189.65407807429108
14_4_0.1,explicit,14,4,0.1,-178.51361035795625
14_4_1.5,pragmatic,14,4,1.5,-164.00775296745567
14_4_1.5,explicit,14,4,1.5,-188.936247237278
14_4_2.0,pragmatic,14,4,2.0,-157.53084483983693
14_4_2.0,explicit,14,4,2.0,-203.68135102475446
14_4_2.5,pragmatic,14,4,2.5,-153.18555089434753
14_4_2.5,explicit,14,4,2.5,-224.38910725340628
14_5_0.5,pragmatic,14,5,0.5,-208.4721322251171
14_5_0.5,explicit,14,5,0.5,-177.44245460573657
14_5_0.1,pragmatic,14,5,0.1,-216.94027174584767
14_5_0.1,explicit,14,5,0.1,-178.51361035795625
14_5_1.5,pragmatic,14,5,1.5,-189.4252734462022
14_5_1.5,explicit,14,5,1.5,-188.936247237278
14_5_2.0,pragmatic,14,5,2.0,-181.46208203403845
14_5_2.0,explicit,14,5,2.0,-203.68135102475446
14_5_2.5,pragmatic,14,5,2.5,-174.85550789929803
14_5_2.5,explicit,14,5,2.5,-224.38910725340628
14_6_0.5,pragmatic,14,6,0.5,-237.90763177380913
14_6_0.5,explicit,14,6,0.5,-177.44245460573657
14_6_0.1,pragmatic,14,6,0.1,-246.52840960372134
14_6_0.1,explicit,14,6,0.1,-178.51361035795625
14_6_1.5,pragmatic,14,6,1.5,-218.11691045351998
14_6_1.5,explicit,14,6,1.5,-188.936247237278
14_6_2.0,pragmatic,14,6,2.0,-209.4436654538963
14_6_2.0,explicit,14,6,2.0,-203.68135102475446
14_6_2.5,pragmatic,14,6,2.5,-201.73756199847338
14_6_2.5,explicit,14,6,2.5,-224.38910725340628
14_7_0.5,pragmatic,14,7,0.5,-268.6673847722437
14_7_0.5,explicit,14,7,0.5,-177.44245460573657
14_7_0.1,pragmatic,14,7,0.1,-277.3740177144284
14_7_0.1,explicit,14,7,0.1,-178.51361035795625
14_7_1.5,pragmatic,14,7,1.5,-248.4813298619424
14_7_1.5,explicit,14,7,1.5,-188.936247237278
14_7_2.0,pragmatic,14,7,2.0,-239.44941125940983
14_7_2.0,explicit,14,7,2.0,-203.68135102475446
14_7_2.5,pragmatic,14,7,2.5,-231.19816887406552
14_7_2.5,explicit,14,7,2.5,-224.38910725340628
15_1_0.5,pragmatic,15,1,0.5,-151.97702468731765
15_1_0.5,explicit,15,1,0.5,-177.44245460573657
15_1_0.1,pragmatic,15,1,0.1,-155.696405619418
15_1_0.1,explicit,15,1,0.1,-178.51361035795625
15_1_1.5,pragmatic,15,1,1.5,-153.9210439450604
15_1_1.5,explicit,15,1,1.5,-188.936247237278
15_1_2.0,pragmatic,15,1,2.0,-162.897411565134
15_1_2.0,explicit,15,1,2.0,-203.68135102475446
15_1_2.5,pragmatic,15,1,2.5,-177.97837194847114
15_1_2.5,explicit,15,1,2.5,-224.38910725340628
15_2_0.5,pragmatic,15,2,0.5,-147.3742567470383
15_2_0.5,explicit,15,2,0.5,-177.44245460573657
15_2_0.1,pragmatic,15,2,0.1,-153.42972481674082
15_2_0.1,explicit,15,2,0.1,-178.51361035795625
15_2_1.5,pragmatic,15,2,1.5,-139.69091677150175
15_2_1.5,explicit,15,2,1.5,-188.936247237278
15_2_2.0,pragmatic,15,2,2.0,-141.71994253382147
15_2_2.0,explicit,15,2,2.0,-203.68135102475446
15_2_2.5,pragmatic,15,2,2.5,-148.9405389651496
15_2_2.5,explicit,15,2,2.5,-224.38910725340628
15_3_0.5,pragmatic,15,3,0.5,-159.97546353298569
15_3_0.5,explicit,15,3,0.5,-177.44245460573657
15_3_0.1,pragmatic,15,3,0.1,-167.45031733718028
15_3_0.1,explicit,15,3,0.1,-178.51361035795625
15_3_1.5,pragmatic,15,3,1.5,-145.78734027587032
15_3_1.5,explicit,15,3,1.5,-188.936247237278
15_3_2.0,pragmatic,15,3,2.0,-142.34932853783178
15_3_2.0,explicit,15,3,2.0,-203.68135102475446
15_3_2.5,pragmatic,15,3,2.5,-142.39999844991837
15_3_2.5,explicit,15,3,2.5,-224.38910725340628
15_4_0.5,pragmatic,15,4,0.5,-182.47493229670965
15_4_0.5,explicit,15,4,0.5,-177.44245460573657
15_4_0.1,pragmatic,15,4,0.1,-190.63386754521497
15_4_0.1,explicit,15,4,0.1,-178.51361035795625
15_4_1.5,pragmatic,15,4,1.5,-164.96808474736108
15_4_1.5,explicit,15,4,1.5,-188.936247237278
15_4_2.0,pragmatic,15,4,2.0,-158.4805453025246
15_4_2.0,explicit,15,4,2.0,-203.68135102475446
15_4_2.5,pragmatic,15,4,2.5,-154.11866971140057
15_4_2.5,explicit,15,4,2.5,-224.38910725340628
15_5_0.5,pragmatic,15,5,0.5,-209.8674410080607
15_5_0.5,explicit,15,5,0.5,-177.44245460573657
15_5_0.1,pragmatic,15,5,0.1,-218.34085739794637
15_5_0.1,explicit,15,5,0.1,-178.51361035795625
15_5_1.5,pragmatic,15,5,1.5,-190.80931715734795
15_5_1.5,explicit,15,5,1.5,-188.936247237278
15_5_2.0,pragmatic,15,5,2.0,-182.84284019730117
15_5_2.0,explicit,15,5,2.0,-203.68135102475446
15_5_2.5,pragmatic,15,5,2.5,-176.23402348127888
15_5_2.5,explicit,15,5,2.5,-224.38910725340628
15_6_0.5,pragmatic,15,6,0.5,-239.70577453807317
15_6_0.5,explicit,15,6,0.5,-177.44245460573657
15_6_0.1,pragmatic,15,6,0.1,-248.33394774459916
15_6_0.1,explicit,15,6,0.1,-178.51361035795625
15_6_1.5,pragmatic,15,6,1.5,-219.90000351118212
15_6_1.5,explicit,15,6,1.5,-188.936247237278
15_6_2.0,pragmatic,15,6,2.0,-211.2238653319464
15_6_2.0,explicit,15,6,2.0,-203.68135102475446
15_6_2.5,pragmatic,15,6,2.5,-203.51867448645504
15_6_2.5,explicit,15,6,2.5,-224.38910725340628
15_7_0.5,pragmatic,15,7,0.5,-270.8537218062857
15_7_0.5,explicit,15,7,0.5,-177.44245460573657
15_7_0.1,pragmatic,15,7,0.1,-279.57062249475007
15_7_0.1,explicit,15,7,0.1,-178.51361035795625
15_7_1.5,pragmatic,15,7,1.5,-250.64562392318928
15_7_1.5,explicit,15,7,1.5,-188.936247237278
15_7_2.0,pragmatic,15,7,2.0,-241.60833807781313
15_7_2.0,explicit,15,7,2.0,-203.68135102475446
15_7_2.5,pragmatic,15,7,2.5,-233.35634680130707
15_7_2.5,explicit,15,7,2.5,-224.38910725340628
16_1_0.5,pragmatic,16,1,0.5,-151.9163634189678
16_1_0.5,explicit,16,1,0.5,-177.44245460573657
16_1_0.1,pragmatic,16,1,0.1,-155.6357741141771
16_1_0.1,explicit,16,1,0.1,-178.51361035795625
16_1_1.5,pragmatic,16,1,1.5,-153.85975058688214
16_1_1.5,explicit,16,1,1.5,-188.936247237278
16_1_2.0,pragmatic,16,1,2.0,-162.8352313461597
16_1_2.0,explicit,16,1,2.0,-203.68135102475446
16_1_2.5,pragmatic,16,1,2.5,-177.91488861196476
16_1_2.5,explicit,16,1,2.5,-224.38910725340628
16_2_0.5,pragmatic,16,2,0.5,-147.50684645634502
16_2_0.5,explicit,16,2,0.5,-177.44245460573657
16_2_0.1,pragmatic,16,2,0.1,-153.56789546049023
16_2_0.1,explicit,16,2,0.1,-178.51361035795625
16_2_1.5,pragmatic,16,2,1.5,-139.79806420575088
16_2_1.5,explicit,16,2,1.5,-188.936247237278
16_2_2.0,pragmatic,16,2,2.0,-141.80533621019364
16_2_2.0,explicit,16,2,2.0,-203.68135102475446
16_2_2.5,pragmatic,16,2,2.5,-148.9971157721272
16_2_2.5,explicit,16,2,2.5,-224.38910725340628
16_3_0.5,pragmatic,16,3,0.5,-160.46488188836506
16_3_0.5,explicit,16,3,0.5,-177.44245460573657
16_3_0.1,pragmatic,16,3,0.1,-167.94464865418183
