configuration,answererType,alpha_q,alpha_a,beta,likelihood
9_5_2.0,pragmatic,9,5,2.0,-111.6483078251183
9_5_2.0,explicit,9,5,2.0,-235.68135102475446
9_5_2.5,pragmatic,9,5,2.5,-113.90696396798847
9_5_2.5,explicit,9,5,2.5,-264.3891072534063
9_6_0.5,pragmatic,9,6,0.5,-119.90882557620361
9_6_0.5,explicit,9,6,0.5,-185.44245460573657
9_6_0.1,pragmatic,9,6,0.1,-121.88919021247808
9_6_0.1,explicit,9,6,0.1,-180.1136103579562
9_6_1.5,pragmatic,9,6,1.5,-117.08075836795823
9_6_1.5,explicit,9,6,1.5,-212.936247237278
9_6_2.0,pragmatic,9,6,2.0,-117.11002868487185
9_6_2.0,explicit,9,6,2.0,-235.68135102475446
9_6_2.5,pragmatic,9,6,2.5,-118.25350020652738
9_6_2.5,explicit,9,6,2.5,-264.3891072534063
9_7_0.5,pragmatic,9,7,0.5,-128.37415225711567
9_7_0.5,explicit,9,7,0.5,-185.44245460573657
9_7_0.1,pragmatic,9,7,0.1,-130.4328445564756
9_7_0.1,explicit,9,7,0.1,-180.1136103579562
9_7_1.5,pragmatic,9,7,1.5,-125.16404791820602
9_7_1.5,explicit,9,7,1.5,-212.936247237278
9_7_2.0,pragmatic,9,7,2.0,-124.83326553039171
9_7_2.0,explicit,9,7,2.0,-235.68135102475446
9_7_2.5,pragmatic,9,7,2.5,-125.42568247305226
9_7_2.5,explicit,9,7,2.5,-264.3891072534063
10_1_0.5,pragmatic,10,1,0.5,-143.2479457421568
10_1_0.5,explicit,10,1,0.5,-185.44245460573657
10_1_0.1,pragmatic,10,1,0.1,-140.55624384680664
10_1_0.1,explicit,10,1,0.1,-180.1136103579562
10_1_1.5,pragmatic,10,1,1.5,-161.2017908550646
10_1_1.5,explicit,10,1,1.5,-212.936247237278
10_1_2.0,pragmatic,10,1,2.0,-178.1600600162705
10_1_2.0,explicit,10,1,2.0,-235.68135102475446
10_1_2.5,pragmatic,10,1,2.5,-201.20472005091344
10_1_2.5,explicit,10,1,2.5,-264.3891072534063
10_2_0.5,pragmatic,10,2,0.5,-119.19301040667018
10_2_0.5,explicit,10,2,0.5,-185.44245460573657
10_2_0.1,pragmatic,10,2,0.1,-118.70367591462352
10_2_0.1,explicit,10,2,0.1,-180.1136103579562
10_2_1.5,pragmatic,10,2,1.5,-128.04555200078275
10_2_1.5,explicit,10,2,1.5,-212.936247237278
10_2_2.0,pragmatic,10,2,2.0,-138.40963120882117
10_2_2.0,explicit,10,2,2.0,-235.68135102475446
10_2_2.5,pragmatic,10,2,2.5,-153.9642708328455
10_2_2.5,explicit,10,2,2.5,-264.3891072534063
10_3_0.5,pragmatic,10,3,0.5,-110.08410462553641
10_3_0.5,explicit,10,3,0.5,-185.44245460573657
10_3_0.1,pragmatic,10,3,0.1,-110.93815175260627
10_3_0.1,explicit,10,3,0.1,-180.1136103579562
10_3_1.5,pragmatic,10,3,1.5,-112.78190062396456
10_3_1.5,explicit,10,3,1.5,-212.936247237278
10_3_2.0,pragmatic,10,3,2.0,-117.98004196752979
10_3_2.0,explicit,10,3,2.0,-235.68135102475446
10_3_2.5,pragmatic,10,3,2.5,-126.77140849285823
10_3_2.5,explicit,10,3,2.5,-264.3891072534063
10_4_0.5,pragmatic,10,4,0.5,-110.10588345465634
10_4_0.5,explicit,10,4,0.5,-185.44245460573657
10_4_0.1,pragmatic,10,4,0.1,-111.62257818339621
10_4_0.1,explicit,10,4,0.1,-180.1136103579562
10_4_1.5,pragmatic,10,4,1.5,-109.57507310742302
10_4_1.5,explicit,10,4,1.5,-212.936247237278
10_4_2.0,pragmatic,10,4,2.0,-111.80217725797591
10_4_2.0,explicit,10,4,2.0,-235.68135102475446
10_4_2.5,pragmatic,10,4,2.5,-116.30112277796302
10_4_2.5,explicit,10,4,2.5,-264.3891072534063
10_5_0.5,pragmatic,10,5,0.5,-115.00646873570537
10_5_0.5,explicit,10,5,0.5,-185.44245460573657
10_5_0.1,pragmatic,10,5,0.1,-116.82663969905825
10_5_0.1,explicit,10,5,0.1,-180.1136103579562
10_5_1.5,pragmatic,10,5,1.5,-112.95183288522072
10_5_1.5,explicit,10,5,1.5,-212.936247237278
10_5_2.0,pragmatic,10,5,2.0,-113.70978640582068
10_5_2.0,explicit,10,5,2.0,-235.68135102475446
10_5_2.5,pragmatic,10,5,2.5,-115.96880156721565
10_5_2.5,explicit,10,5,2.5,-264.3891072534063
10_6_0.5,pragmatic,10,6,0.5,-122.52744633414886
10_6_0.5,explicit,10,6,0.5,-185.44245460573657
10_6_0.1,pragmatic,10,6,0.1,-124.49024744685484
10_6_0.1,explicit,10,6,0.1,-180.1136103579562
10_6_1.5,pragmatic,10,6,1.5,-119.75257063767222
10_6_1.5,explicit,10,6,1.5,-212.936247237278
10_6_2.0,pragmatic,10,6,2.0,-119.80734108705086
10_6_2.0,explicit,10,6,2.0,-235.68135102475446
10_6_2.5,pragmatic,10,6,2.5,-120.9710403646079
10_6_2.5,explicit,10,6,2.5,-264.3891072534063
10_7_0.5,pragmatic,10,7,0.5,-131.54984032690342
10_7_0.5,explicit,10,7,0.5,-185.44245460573657
10_7_0.1,pragmatic,10,7,0.1,-133.5882401398136
10_7_0.1,explicit,10,7,0.1,-180.1136103579562
10_7_1.5,pragmatic,10,7,1.5,-128.4021998973802
10_7_1.5,explicit,10,7,1.5,-212.936247237278
10_7_2.0,pragmatic,10,7,2.0,-128.10301621280678
10_7_2.0,explicit,10,7,2.0,-235.68135102475446
10_7_2.5,pragmatic,10,7,2.5,-128.72342930310597
10_7_2.5,explicit,10,7,2.5,-264.3891072534063
11_1_0.5,pragmatic,11,1,0.5,-143.0509495253366
11_1_0.5,explicit,11,1,0.5,-185.44245460573657
11_1_0.1,pragmatic,11,1,0.1,-140.3599122279474
11_1_0.1,explicit,11,1,0.1,-180.1136103579562
11_1_1.5,pragmatic,11,1,1.5,-160.99799847922
11_1_1.5,explicit,11,1,1.5,-212.936247237278
11_1_2.0,pragmatic,11,1,2.0,-177.9487790691527
11_1_2.0,explicit,11,1,2.0,-235.68135102475446
11_1_2.5,pragmatic,11,1,2.5,-200.98350311321246
11_1_2.5,explicit,11,1,2.5,-264.3891072534063
11_2_0.5,pragmatic,11,2,0.5,-119.28001190218232
11_2_0.5,explicit,11,2,0.5,-185.44245460573657
11_2_0.1,pragmatic,11,2,0.1,-118.79813048575576
11_2_0.1,explicit,11,2,0.1,-180.1136103579562
11_2_1.5,pragmatic,11,2,1.5,-128.08888639640057
11_2_1.5,explicit,11,2,1.5,-212.936247237278
11_2_2.0,pragmatic,11,2,2.0,-138.40932314029936
11_2_2.0,explicit,11,2,2.0,-235.68135102475446
11_2_2.5,pragmatic,11,2,2.5,-153.9020612311876
11_2_2.5,explicit,11,2,2.5,-264.3891072534063
11_3_0.5,pragmatic,11,3,0.5,-110.74487871360223
11_3_0.5,explicit,11,3,0.5,-185.44245460573657
11_3_0.1,pragmatic,11,3,0.1,-111.60140897668109
11_3_0.1,explicit,11,3,0.1,-180.1136103579562
11_3_1.5,pragmatic,11,3,1.5,-113.41498434777033
11_3_1.5,explicit,11,3,1.5,-212.936247237278
11_3_2.0,pragmatic,11,3,2.0,-118.57479894402023
11_3_2.0,explicit,11,3,2.0,-235.68135102475446
11_3_2.5,pragmatic,11,3,2.5,-127.29929522039885
11_3_2.5,explicit,11,3,2.5,-264.3891072534063
11_4_0.5,pragmatic,11,4,0.5,-111.39062261678706
11_4_0.5,explicit,11,4,0.5,-185.44245460573657
11_4_0.1,pragmatic,11,4,0.1,-112.90175668265894
11_4_0.1,explicit,11,4,0.1,-180.1136103579562
11_4_1.5,pragmatic,11,4,1.5,-110.86790738970586
11_4_1.5,explicit,11,4,1.5,-212.936247237278
11_4_2.0,pragmatic,11,4,2.0,-113.08708930650678
11_4_2.0,explicit,11,4,2.0,-235.68135102475446
11_4_2.5,pragmatic,11,4,2.5,-117.56036242862125
11_4_2.5,explicit,11,4,2.5,-264.3891072534063
11_5_0.5,pragmatic,11,5,0.5,-116.8762784781723
11_5_0.5,explicit,11,5,0.5,-185.44245460573657
11_5_0.1,pragmatic,11,5,0.1,-118.68569387201322
11_5_0.1,explicit,11,5,0.1,-180.1136103579562
11_5_1.5,pragmatic,11,5,1.5,-114.85276879865938
11_5_1.5,explicit,11,5,1.5,-212.936247237278
11_5_2.0,pragmatic,11,5,2.0,-115.62365404903049
11_5_2.0,explicit,11,5,2.0,-235.68135102475446
11_5_2.5,pragmatic,11,5,2.5,-117.88936253423375
11_5_2.5,explicit,11,5,2.5,-264.3891072534063
11_6_0.5,pragmatic,11,6,0.5,-124.93300122812781
11_6_0.5,explicit,11,6,0.5,-185.44245460573657
11_6_0.1,pragmatic,11,6,0.1,-126.88240991239402
11_6_0.1,explicit,11,6,0.1,-180.1136103579562
11_6_1.5,pragmatic,11,6,1.5,-122.19956843675931
11_6_1.5,explicit,11,6,1.5,-212.936247237278
11_6_2.0,pragmatic,11,6,2.0,-122.27577948487443
11_6_2.0,explicit,11,6,2.0,-235.68135102475446
11_6_2.5,pragmatic,11,6,2.5,-123.45935002970235
11_6_2.5,explicit,11,6,2.5,-264.3891072534063
11_7_0.5,pragmatic,11,7,0.5,-134.4484539821407
11_7_0.5,explicit,11,7,0.5,-185.44245460573657
11_7_0.1,pragmatic,11,7,0.1,-136.47208255225524
11_7_0.1,explicit,11,7,0.1,-180.1136103579562
11_7_1.5,pragmatic,11,7,1.5,-131.34648004011663
11_7_1.5,explicit,11,7,1.5,-212.936247237278
11_7_2.0,pragmatic,11,7,2.0,-131.07123750193142
11_7_2.0,explicit,11,7,2.0,-235.68135102475446
11_7_2.5,pragmatic,11,7,2.5,-131.71466657544147
11_7_2.5,explicit,11,7,2.5,-264.3891072534063
12_1_0.5,pragmatic,12,1,0.5,-142.90500754642972
12_1_0.5,explicit,12,1,0.5,-185.44245460573657
12_1_0.1,pragmatic,12,1,0.1,-140.21470315168688
12_1_0.1,explicit,12,1,0.1,-180.1136103579562
12_1_1.5,pragmatic,12,1,1.5,-160.84568293806956
12_1_1.5,explicit,12,1,1.5,-212.936247237278
12_1_2.0,pragmatic,12,1,2.0,-177.78973674221342
12_1_2.0,explicit,12,1,2.0,-235.68135102475446
12_1_2.5,pragmatic,12,1,2.5,-200.81564930439575
12_1_2.5,explicit,12,1,2.5,-264.3891072534063
12_2_0.5,pragmatic,12,2,0.5,-119.40432742976591
12_2_0.5,explicit,12,2,0.5,-185.44245460573657
12_2_0.1,pragmatic,12,2,0.1,-118.92866573009155
12_2_0.1,explicit,12,2,0.1,-180.1136103579562
12_2_1.5,pragmatic,12,2,1.5,-128.17643500618806
12_2_1.5,explicit,12,2,1.5,-212.936247237278
12_2_2.0,pragmatic,12,2,2.0,-138.45983152380325
12_2_2.0,explicit,12,2,2.0,-235.68135102475446
12_2_2.5,pragmatic,12,2,2.5,-153.89968036491186
12_2_2.5,explicit,12,2,2.5,-264.3891072534063
12_3_0.5,pragmatic,12,3,0.5,-111.38586361919589
12_3_0.5,explicit,12,3,0.5,-185.44245460573657
12_3_0.1,pragmatic,12,3,0.1,-112.24401505974797
12_3_0.1,explicit,12,3,0.1,-180.1136103579562
12_3_1.5,pragmatic,12,3,1.5,-114.03490035629284
12_3_1.5,explicit,12,3,1.5,-212.936247237278
12_3_2.0,pragmatic,12,3,2.0,-119.16435071369061
12_3_2.0,explicit,12,3,2.0,-235.68135102475446
12_3_2.5,pragmatic,12,3,2.5,-127.83479878674925
12_3_2.5,explicit,12,3,2.5,-264.3891072534063
12_4_0.5,pragmatic,12,4,0.5,-112.58551121189205
12_4_0.5,explicit,12,4,0.5,-185.44245460573657
12_4_0.1,pragmatic,12,4,0.1,-114.09170284366195
12_4_0.1,explicit,12,4,0.1,-180.1136103579562
12_4_1.5,pragmatic,12,4,1.5,-112.07171023461736
12_4_1.5,explicit,12,4,1.5,-212.936247237278
12_4_2.0,pragmatic,12,4,2.0,-114.28698096281508
12_4_2.0,explicit,12,4,2.0,-235.68135102475446
12_4_2.5,pragmatic,12,4,2.5,-118.74330764426841
12_4_2.5,explicit,12,4,2.5,-264.3891072534063
12_5_0.5,pragmatic,12,5,0.5,-118.58802930411068
12_5_0.5,explicit,12,5,0.5,-185.44245460573657
12_5_0.1,pragmatic,12,5,0.1,-120.38881093813647
12_5_0.1,explicit,12,5,0.1,-180.1136103579562
12_5_1.5,pragmatic,12,5,1.5,-116.5903322120868
12_5_1.5,explicit,12,5,1.5,-212.936247237278
12_5_2.0,pragmatic,12,5,2.0,-117.37342643581475
12_5_2.0,explicit,12,5,2.0,-235.68135102475446
12_5_2.5,pragmatic,12,5,2.5,-119.64842539387527
12_5_2.5,explicit,12,5,2.5,-264.3891072534063
12_6_0.5,pragmatic,12,6,0.5,-127.11769071352423
12_6_0.5,explicit,12,6,0.5,-185.44245460573657
12_6_0.1,pragmatic,12,6,0.1,-129.05700853319877
12_6_0.1,explicit,12,6,0.1,-180.1136103579562
12_6_1.5,pragmatic,12,6,1.5,-124.41578541903705
12_6_1.5,explicit,12,6,1.5,-212.936247237278
12_6_2.0,pragmatic,12,6,2.0,-124.50924044765354
12_6_2.0,explicit,12,6,2.0,-235.68135102475446
12_6_2.5,pragmatic,12,6,2.5,-125.7106576109002
12_6_2.5,explicit,12,6,2.5,-264.3891072534063
12_7_0.5,pragmatic,12,7,0.5,-137.06855248916855
12_7_0.5,explicit,12,7,0.5,-185.44245460573657
12_7_0.1,pragmatic,12,7,0.1,-139.08159533370616
12_7_0.1,explicit,12,7,0.1,-180.1136103579562
12_7_1.5,pragmatic,12,7,1.5,-133.99911104625843
12_7_1.5,explicit,12,7,1.5,-212.936247237278
12_7_2.0,pragmatic,12,7,2.0,-133.74137567996664
12_7_2.0,explicit,12,7,2.0,-235.68135102475446
12_7_2.5,pragmatic,12,7,2.5,-134.4029413449793
12_7_2.5,explicit,12,7,2.5,-264.3891072534063
13_1_0.5,pragmatic,13,1,0.5,-142.79518487554316
13_1_0.5,explicit,13,1,0.5,-185.44245460573657
13_1_0.1,pragmatic,13,1,0.1,-140.10569193699058
13_1_0.1,explicit,13,1,0.1,-180.1136103579562
13_1_1.5,pragmatic,13,1,1.5,-160.72976517472466
13_1_1.5,explicit,13,1,1.5,-212.936247237278
13_1_2.0,pragmatic,13,1,2.0,-177.66769829664264
13_1_2.0,explicit,13,1,2.0,-235.68135102475446
13_1_2.5,pragmatic,13,1,2.5,-200.68572937034565
13_1_2.5,explicit,13,1,2.5,-264.3891072534063
13_2_0.5,pragmatic,13,2,0.5,-119.54698046873983
13_2_0.5,explicit,13,2,0.5,-185.44245460573657
13_2_0.1,pragmatic,13,2,0.1,-119.07669181360878
13_2_0.1,explicit,13,2,0.1,-180.1136103579562
13_2_1.5,pragmatic,13,2,1.5,-128.28732987808849
13_2_1.5,explicit,13,2,1.5,-212.936247237278
13_2_2.0,pragmatic,13,2,2.0,-138.53872248416923
13_2_2.0,explicit,13,2,2.0,-235.68135102475446
13_2_2.5,pragmatic,13,2,2.5,-153.93279310249378
13_2_2.5,explicit,13,2,2.5,-264.3891072534063
13_3_0.5,pragmatic,13,3,0.5,-111.9918494883679
13_3_0.5,explicit,13,3,0.5,-185.44245460573657
13_3_0.1,pragmatic,13,3,0.1,-112.8512060517905
13_3_0.1,explicit,13,3,0.1,-180.1136103579562
13_3_1.5,pragmatic,13,3,1.5,-114.62388147934503
13_3_1.5,explicit,13,3,1.5,-212.936247237278
13_3_2.0,pragmatic,13,3,2.0,-119.72842222432469
13_3_2.0,explicit,13,3,2.0,-235.68135102475446
13_3_2.5,pragmatic,13,3,2.5,-128.35410523279825
13_3_2.5,explicit,13,3,2.5,-264.3891072534063
13_4_0.5,pragmatic,13,4,0.5,-113.68215889026176
13_4_0.5,explicit,13,4,0.5,-185.44245460573657
13_4_0.1,pragmatic,13,4,0.1,-115.18417979248692
13_4_0.1,explicit,13,4,0.1,-180.1136103579562
13_4_1.5,pragmatic,13,4,1.5,-113.17648729416061
13_4_1.5,explicit,13,4,1.5,-212.936247237278
13_4_2.0,pragmatic,13,4,2.0,-115.38975215480346
13_4_2.0,explicit,13,4,2.0,-235.68135102475446
13_4_2.5,pragmatic,13,4,2.5,-119.83435286879288
13_4_2.5,explicit,13,4,2.5,-264.3891072534063
13_5_0.5,pragmatic,13,5,0.5,-120.14069673464552
13_5_0.5,explicit,13,5,0.5,-185.44245460573657
13_5_0.1,pragmatic,13,5,0.1,-121.93470196637779
13_5_0.1,explicit,13,5,0.1,-180.1136103579562
13_5_1.5,pragmatic,13,5,1.5,-118.16352613430143
13_5_1.5,explicit,13,5,1.5,-212.936247237278
13_5_2.0,pragmatic,13,5,2.0,-118.95713533948465
13_5_2.0,explicit,13,5,2.0,-235.68135102475446
13_5_2.5,pragmatic,13,5,2.5,-121.24176430940946
13_5_2.5,explicit,13,5,2.5,-264.3891072534063
13_6_0.5,pragmatic,13,6,0.5,-129.08752928088214
13_6_0.5,explicit,13,6,0.5,-185.44245460573657
13_6_0.1,pragmatic,13,6,0.1,-131.01940506121718
13_6_0.1,explicit,13,6,0.1,-180.1136103579562
13_6_1.5,pragmatic,13,6,1.5,-126.40881048313302
13_6_1.5,explicit,13,6,1.5,-212.936247237278
13_6_2.0,pragmatic,13,6,2.0,-126.5154982531837
13_6_2.0,explicit,13,6,2.0,-235.68135102475446
13_6_2.5,pragmatic,13,6,2.5,-127.73195223872752
13_6_2.5,explicit,13,6,2.5,-264.3891072534063
13_7_0.5,pragmatic,13,7,0.5,-139.42275740937944
13_7_0.5,explicit,13,7,0.5,-185.44245460573657
13_7_0.1,pragmatic,13,7,0.1,-141.4284418194933
13_7_0.1,explicit,13,7,0.1,-180.1136103579562
13_7_1.5,pragmatic,13,7,1.5,-136.37548995775597
13_7_1.5,explicit,13,7,1.5,-212.936247237278
13_7_2.0,pragmatic,13,7,2.0,-136.1299027385779
13_7_2.0,explicit,13,7,2.0,-235.68135102475446
13_7_2.5,pragmatic,13,7,2.5,-136.8051003249906
13_7_2.5,explicit,13,7,2.5,-264.3891072534063
14_1_0.5,pragmatic,14,1,0.5,-142.7110269171713
14_1_0.5,explicit,14,1,0.5,-185.44245460573657
14_1_0.1,pragmatic,14,1,0.1,-140.02241587249466
14_1_0.1,explicit,14,1,0.1,-180.1136103579562
14_1_1.5,pragmatic,14,1,1.5,-160.63973873668417
14_1_1.5,explicit,14,1,1.5,-212.936247237278
14_1_2.0,pragmatic,14,1,2.0,-177.5720707452053
14_1_2.0,explicit,14,1,2.0,-235.68135102475446
14_1_2.5,pragmatic,14,1,2.5,-200.58302826404264
14_1_2.5,explicit,14,1,2.5,-264.3891072534063
14_2_0.5,pragmatic,14,2,0.5,-119.69577899728277
14_2_0.5,explicit,14,2,0.5,-185.44245460573657
14_2_0.1,pragmatic,14,2,0.1,-119.23027308988746
14_2_0.1,explicit,14,2,0.1,-180.1136103579562
14_2_1.5,pragmatic,14,2,1.5,-128.40809646963757
14_2_1.5,explicit,14,2,1.5,-212.936247237278
14_2_2.0,pragmatic,14,2,2.0,-138.6314224224129
14_2_2.0,explicit,14,2,2.0,-235.68135102475446
14_2_2.5,pragmatic,14,2,2.5,-153.9854447918177
14_2_2.5,explicit,14,2,2.5,-264.3891072534063
14_3_0.5,pragmatic,14,3,0.5,-112.55516610156965
14_3_0.5,explicit,14,3,0.5,-185.44245460573657
14_3_0.1,pragmatic,14,3,0.1,-113.415585587591
14_3_0.1,explicit,14,3,0.1,-180.1136103579562
14_3_1.5,pragmatic,14,3,1.5,-115.17262093676835
14_3_1.5,explicit,14,3,1.5,-212.936247237278
14_3_2.0,pragmatic,14,3,2.0,-120.2560308332486
14_3_2.0,explicit,14,3,2.0,-235.68135102475446
14_3_2.5,pragmatic,14,3,2.5,-128.84378044635906
14_3_2.5,explicit,14,3,2.5,-264.3891072534063
14_4_0.5,pragmatic,14,4,0.5,-114.6799104904328
14_4_0.5,explicit,14,4,0.5,-185.44245460573657
14_4_0.1,pragmatic,14,4,0.1,-116.17857026277625
14_4_0.1,explicit,14,4,0.1,-180.1136103579562
14_4_1.5,pragmatic,14,4,1.5,-114.18076398917395
14_4_1.5,explicit,14,4,1.5,-212.936247237278
14_4_2.0,pragmatic,14,4,2.0,-116.39266969341406
14_4_2.0,explicit,14,4,2.0,-235.68135102475446
14_4_2.5,pragmatic,14,4,2.5,-120.82852834597675
14_4_2.5,explicit,14,4,2.5,-264.3891072534063
14_5_0.5,pragmatic,14,5,0.5,-121.54092454650237
14_5_0.5,explicit,14,5,0.5,-185.44245460573657
14_5_0.1,pragmatic,14,5,0.1,-123.3297401202741
14_5_0.1,explicit,14,5,0.1,-180.1136103579562
14_5_1.5,pragmatic,14,5,1.5,-119.57939065365677
14_5_1.5,explicit,14,5,1.5,-212.936247237278
14_5_2.0,pragmatic,14,5,2.0,-120.38143217058543
14_5_2.0,explicit,14,5,2.0,-235.68135102475446
14_5_2.5,pragmatic,14,5,2.5,-122.67480292413399
14_5_2.5,explicit,14,5,2.5,-264.3891072534063
14_6_0.5,pragmatic,14,6,0.5,-130.8559664921871
14_6_0.5,explicit,14,6,0.5,-185.44245460573657
14_6_0.1,pragmatic,14,6,0.1,-132.7825053580405
14_6_0.1,explicit,14,6,0.1,-180.1136103579562
14_6_1.5,pragmatic,14,6,1.5,-128.19356526028076
14_6_1.5,explicit,14,6,1.5,-212.936247237278
14_6_2.0,pragmatic,14,6,2.0,-128.3098863806561
14_6_2.0,explicit,14,6,2.0,-235.68135102475446
14_6_2.5,pragmatic,14,6,2.5,-129.53837052271209
14_6_2.5,explicit,14,6,2.5,-264.3891072534063
14_7_0.5,pragmatic,14,7,0.5,-141.5307561904237
14_7_0.5,explicit,14,7,0.5,-185.44245460573657
14_7_0.1,pragmatic,14,7,0.1,-143.53155297970696
14_7_0.1,explicit,14,7,0.1,-180.1136103579562
14_7_1.5,pragmatic,14,7,1.5,-138.49759280980456
14_7_1.5,explicit,14,7,1.5,-212.936247237278
14_7_2.0,pragmatic,14,7,2.0,-138.25979217666142
14_7_2.0,explicit,14,7,2.0,-235.68135102475446
14_7_2.5,pragmatic,14,7,2.5,-138.94467409712038
14_7_2.5,explicit,14,7,2.5,-264.3891072534063
15_1_0.5,pragmatic,15,1,0.5,-142.6451867216165
15_1_0.5,explicit,15,1,0.5,-185.44245460573657
15_1_0.1,pragmatic,15,1,0.1,-139.95751216598683
15_1_0.1,explicit,15,1,0.1,-180.1136103579562
15_1_1.5,pragmatic,15,1,1.5,-160.56824817095202
15_1_1.5,explicit,15,1,1.5,-212.936247237278
15_1_2.0,pragmatic,15,1,2.0,-177.49544556573727
15_1_2.0,explicit,15,1,2.0,-235.68135102475446
15_1_2.5,pragmatic,15,1,2.5,-200.50005019886427
15_1_2.5,explicit,15,1,2.5,-264.3891072534063
15_2_0.5,pragmatic,15,2,0.5,-119.84313167941541
15_2_0.5,explicit,15,2,0.5,-185.44245460573657
15_2_0.1,pragmatic,15,2,0.1,-119.38198388380565
15_2_0.1,explicit,15,2,0.1,-180.1136103579562
15_2_1.5,pragmatic,15,2,1.5,-128.53027504853534
15_2_1.5,explicit,15,2,1.5,-212.936247237278
15_2_2.0,pragmatic,15,2,2.0,-138.7286868474104
15_2_2.0,explicit,15,2,2.0,-235.68135102475446
15_2_2.5,pragmatic,15,2,2.5,-154.047360598588
15_2_2.5,explicit,15,2,2.5,-264.3891072534063
15_3_0.5,pragmatic,15,3,0.5,-113.07303562990853
15_3_0.5,explicit,15,3,0.5,-185.44245460573657
15_3_0.1,pragmatic,15,3,0.1,-113.93452804446913
15_3_0.1,explicit,15,3,0.1,-180.1136103579562
15_3_1.5,pragmatic,15,3,1.5,-115.67733878730367
15_3_1.5,explicit,15,3,1.5,-212.936247237278
15_3_2.0,pragmatic,15,3,2.0,-120.74229142059282
15_3_2.0,explicit,15,3,2.0,-235.68135102475446
15_3_2.5,pragmatic,15,3,2.5,-129.2972400058859
15_3_2.5,explicit,15,3,2.5,-264.3891072534063
15_4_0.5,pragmatic,15,4,0.5,-115.58274222915217
15_4_0.5,explicit,15,4,0.5,-185.44245460573657
15_4_0.1,pragmatic,15,4,0.1,-117.07881172706809
15_4_0.1,explicit,15,4,0.1,-180.1136103579562
15_4_1.5,pragmatic,15,4,1.5,-115.08821140956735
15_4_1.5,explicit,15,4,1.5,-212.936247237278
15_4_2.0,pragmatic,15,4,2.0,-117.29871019817018
15_4_2.0,explicit,15,4,2.0,-235.68135102475446
15_4_2.5,pragmatic,15,4,2.5,-121.7274376759016
15_4_2.5,explicit,15,4,2.5,-264.3891072534063
15_5_0.5,pragmatic,15,5,0.5,-122.79950553994199
15_5_0.5,explicit,15,5,0.5,-185.44245460573657
15_5_0.1,pragmatic,15,5,0.1,-124.58445306661923
15_5_0.1,explicit,15,5,0.1,-180.1136103579562
15_5_1.5,pragmatic,15,5,1.5,-120.8493094346813
15_5_1.5,explicit,15,5,1.5,-212.936247237278
15_5_2.0,pragmatic,15,5,2.0,-121.65766451467073
15_5_2.0,explicit,15,5,2.0,-235.68135102475446
15_5_2.5,pragmatic,15,5,2.5,-123.95831831805049
15_5_2.5,explicit,15,5,2.5,-264.3891072534063
15_6_0.5,pragmatic,15,6,0.5,-132.44006368559272
15_6_0.5,explicit,15,6,0.5,-185.44245460573657
15_6_0.1,pragmatic,15,6,0.1,-134.36291288987346
15_6_0.1,explicit,15,6,0.1,-180.1136103579562
15_6_1.5,pragmatic,15,6,1.5,-129.7884435213334
15_6_1.5,explicit,15,6,1.5,-212.936247237278
15_6_2.0,pragmatic,15,6,2.0,-129.91130782635398
15_6_2.0,explicit,15,6,2.0,-235.68135102475446
15_6_2.5,pragmatic,15,6,2.5,-131.14895410485153
15_6_2.5,explicit,15,6,2.5,-264.3891072534063
15_7_0.5,pragmatic,15,7,0.5,-143.41529825149027
15_7_0.5,explicit,15,7,0.5,-185.44245460573657
15_7_0.1,pragmatic,15,7,0.1,-145.41306812625407
15_7_0.1,explicit,15,7,0.1,-180.1136103579562
15_7_1.5,pragmatic,15,7,1.5,-140.39005834595045
15_7_1.5,explicit,15,7,1.5,-212.936247237278
15_7_2.0,pragmatic,15,7,2.0,-140.15657128614487
15_7_2.0,explicit,15,7,2.0,-235.68135102475446
15_7_2.5,pragmatic,15,7,2.5,-140.84780804760473
15_7_2.5,explicit,15,7,2.5,-264.3891072534063
16_1_0.5,pragmatic,16,1,0.5,-142.59249035248163
16_1_0.5,explicit,16,1,0.5,-185.44245460573657
16_1_0.1,pragmatic,16,1,0.1,-139.9057890541903
16_1_0.1,explicit,16,1,0.1,-180.1136103579562
16_1_1.5,pragmatic,16,1,1.5,-160.51012837108343
16_1_1.5,explicit,16,1,1.5,-212.936247237278
16_1_2.0,pragmatic,16,1,2.0,-177.43261992253093
16_1_2.0,explicit,16,1,2.0,-235.68135102475446
16_1_2.5,pragmatic,16,1,2.5,-200.43152169821403
16_1_2.5,explicit,16,1,2.5,-264.3891072534063
16_2_0.5,pragmatic,16,2,0.5,-119.98454171079399
16_2_0.5,explicit,16,2,0.5,-185.44245460573657
16_2_0.1,pragmatic,16,2,0.1,-119.52743323334707
16_2_0.1,explicit,16,2,0.1,-180.1136103579562
16_2_1.5,pragmatic,16,2,1.5,-128.64877546185141
16_2_1.5,explicit,16,2,1.5,-212.936247237278
16_2_2.0,pragmatic,16,2,2.0,-138.8248537341576
16_2_2.0,explicit,16,2,2.0,-235.68135102475446
16_2_2.5,pragmatic,16,2,2.5,-154.1120915710618
16_2_2.5,explicit,16,2,2.5,-264.3891072534063
16_3_0.5,pragmatic,16,3,0.5,-113.54573450423698
16_3_0.5,explicit,16,3,0.5,-185.44245460573657
16_3_0.1,pragmatic,16,3,0.1,-114.4083848547247
