configuration,answererType,alpha_q,alpha_a,beta,likelihood
9_5_2.0,pragmatic,9,5,2.0,-109.42571296593728
9_5_2.0,explicit,9,5,2.0,-227.68135102475446
9_5_2.5,pragmatic,9,5,2.5,-109.49452199545134
9_5_2.5,explicit,9,5,2.5,-254.38910725340628
9_6_0.5,pragmatic,9,6,0.5,-126.49427773521423
9_6_0.5,explicit,9,6,0.5,-183.44245460573657
9_6_0.1,pragmatic,9,6,0.1,-130.16463601245687
9_6_0.1,explicit,9,6,0.1,-179.7136103579562
9_6_1.5,pragmatic,9,6,1.5,-119.32581633060956
9_6_1.5,explicit,9,6,1.5,-206.936247237278
9_6_2.0,pragmatic,9,6,2.0,-117.13846271074964
9_6_2.0,explicit,9,6,2.0,-227.68135102475446
9_6_2.5,pragmatic,9,6,2.5,-116.06207731016168
9_6_2.5,explicit,9,6,2.5,-254.38910725340628
9_7_0.5,pragmatic,9,7,0.5,-137.2401794563091
9_7_0.5,explicit,9,7,0.5,-183.44245460573657
9_7_0.1,pragmatic,9,7,0.1,-140.9999288969222
9_7_0.1,explicit,9,7,0.1,-179.7136103579562
9_7_1.5,pragmatic,9,7,1.5,-129.64772933814933
9_7_1.5,explicit,9,7,1.5,-206.936247237278
9_7_2.0,pragmatic,9,7,2.0,-127.07116532903648
9_7_2.0,explicit,9,7,2.0,-227.68135102475446
9_7_2.5,pragmatic,9,7,2.5,-125.40905576227782
9_7_2.5,explicit,9,7,2.5,-254.38910725340628
10_1_0.5,pragmatic,10,1,0.5,-140.63764951547267
10_1_0.5,explicit,10,1,0.5,-183.44245460573657
10_1_0.1,pragmatic,10,1,0.1,-139.47331443476327
10_1_0.1,explicit,10,1,0.1,-179.7136103579562
10_1_1.5,pragmatic,10,1,1.5,-154.90411606320296
10_1_1.5,explicit,10,1,1.5,-206.936247237278
10_1_2.0,pragmatic,10,1,2.0,-170.0924957398027
10_1_2.0,explicit,10,1,2.0,-227.68135102475446
10_1_2.5,pragmatic,10,1,2.5,-191.39459701700153
10_1_2.5,explicit,10,1,2.5,-254.38910725340628
10_2_0.5,pragmatic,10,2,0.5,-116.78570133741185
10_2_0.5,explicit,10,2,0.5,-183.44245460573657
10_2_0.1,pragmatic,10,2,0.1,-117.87749211116002
10_2_0.1,explicit,10,2,0.1,-179.7136103579562
10_2_1.5,pragmatic,10,2,1.5,-121.78164433533978
10_2_1.5,explicit,10,2,1.5,-206.936247237278
10_2_2.0,pragmatic,10,2,2.0,-130.3140851472294
10_2_2.0,explicit,10,2,2.0,-227.68135102475446
10_2_2.5,pragmatic,10,2,2.5,-144.12738992961152
10_2_2.5,explicit,10,2,2.5,-254.38910725340628
10_3_0.5,pragmatic,10,3,0.5,-109.06037263320962
10_3_0.5,explicit,10,3,0.5,-183.44245460573657
10_3_0.1,pragmatic,10,3,0.1,-111.5561493353982
10_3_0.1,explicit,10,3,0.1,-179.7136103579562
10_3_1.5,pragmatic,10,3,1.5,-107.63365548752047
10_3_1.5,explicit,10,3,1.5,-206.936247237278
10_3_2.0,pragmatic,10,3,2.0,-110.79185249420314
10_3_2.0,explicit,10,3,2.0,-227.68135102475446
10_3_2.5,pragmatic,10,3,2.5,-117.59754031190678
10_3_2.5,explicit,10,3,2.5,-254.38910725340628
10_4_0.5,pragmatic,10,4,0.5,-111.06519239139598
10_4_0.5,explicit,10,4,0.5,-183.44245460573657
10_4_0.1,pragmatic,10,4,0.1,-114.25146919551806
10_4_0.1,explicit,10,4,0.1,-179.7136103579562
10_4_1.5,pragmatic,10,4,1.5,-106.28254946371747
10_4_1.5,explicit,10,4,1.5,-206.936247237278
10_4_2.0,pragmatic,10,4,2.0,-106.3604135537994
10_4_2.0,explicit,10,4,2.0,-227.68135102475446
10_4_2.5,pragmatic,10,4,2.5,-108.72034309926849
10_4_2.5,explicit,10,4,2.5,-254.38910725340628
10_5_0.5,pragmatic,10,5,0.5,-118.09263768586995
10_5_0.5,explicit,10,5,0.5,-183.44245460573657
10_5_0.1,pragmatic,10,5,0.1,-121.59830087540192
10_5_0.1,explicit,10,5,0.1,-179.7136103579562
10_5_1.5,pragmatic,10,5,1.5,-111.72273763096304
10_5_1.5,explicit,10,5,1.5,-206.936247237278
10_5_2.0,pragmatic,10,5,2.0,-110.28636698741052
10_5_2.0,explicit,10,5,2.0,-227.68135102475446
10_5_2.5,pragmatic,10,5,2.5,-110.35325484954444
10_5_2.5,explicit,10,5,2.5,-254.38910725340628
10_6_0.5,pragmatic,10,6,0.5,-127.74142591435971
10_6_0.5,explicit,10,6,0.5,-183.44245460573657
10_6_0.1,pragmatic,10,6,0.1,-131.40365349055668
10_6_0.1,explicit,10,6,0.1,-179.7136103579562
10_6_1.5,pragmatic,10,6,1.5,-120.59915344892379
10_6_1.5,explicit,10,6,1.5,-206.936247237278
10_6_2.0,pragmatic,10,6,2.0,-118.42504618005304
10_6_2.0,explicit,10,6,2.0,-227.68135102475446
10_6_2.5,pragmatic,10,6,2.5,-117.35950854260469
10_6_2.5,explicit,10,6,2.5,-254.38910725340628
10_7_0.5,pragmatic,10,7,0.5,-138.86903858101564
10_7_0.5,explicit,10,7,0.5,-183.44245460573657
10_7_0.1,pragmatic,10,7,0.1,-142.61981111495075
10_7_0.1,explicit,10,7,0.1,-179.7136103579562
10_7_1.5,pragmatic,10,7,1.5,-131.3067123793635
10_7_1.5,explicit,10,7,1.5,-206.936247237278
10_7_2.0,pragmatic,10,7,2.0,-128.7465040976606
10_7_2.0,explicit,10,7,2.0,-227.68135102475446
10_7_2.5,pragmatic,10,7,2.5,-127.09915026631326
10_7_2.5,explicit,10,7,2.5,-254.38910725340628
11_1_0.5,pragmatic,11,1,0.5,-140.25223126062733
11_1_0.5,explicit,11,1,0.5,-183.44245460573657
11_1_0.1,pragmatic,11,1,0.1,-139.08475742968218
11_1_0.1,explicit,11,1,0.1,-179.7136103579562
11_1_1.5,pragmatic,11,1,1.5,-154.52818065618575
11_1_1.5,explicit,11,1,1.5,-206.936247237278
11_1_2.0,pragmatic,11,1,2.0,-169.72112546009402
11_1_2.0,explicit,11,1,2.0,-227.68135102475446
11_1_2.5,pragmatic,11,1,2.5,-191.02699232438206
11_1_2.5,explicit,11,1,2.5,-254.38910725340628
11_2_0.5,pragmatic,11,2,0.5,-116.45151413510217
11_2_0.5,explicit,11,2,0.5,-183.44245460573657
11_2_0.1,pragmatic,11,2,0.1,-117.54943256973695
11_2_0.1,explicit,11,2,0.1,-179.7136103579562
11_2_1.5,pragmatic,11,2,1.5,-121.41397427129513
11_2_1.5,explicit,11,2,1.5,-206.936247237278
11_2_2.0,pragmatic,11,2,2.0,-129.9149444516126
11_2_2.0,explicit,11,2,2.0,-227.68135102475446
11_2_2.5,pragmatic,11,2,2.5,-143.68567612101393
11_2_2.5,explicit,11,2,2.5,-254.38910725340628
11_3_0.5,pragmatic,11,3,0.5,-109.07706100720982
11_3_0.5,explicit,11,3,0.5,-183.44245460573657
11_3_0.1,pragmatic,11,3,0.1,-111.57716930844865
11_3_0.1,explicit,11,3,0.1,-179.7136103579562
11_3_1.5,pragmatic,11,3,1.5,-107.62047656409298
11_3_1.5,explicit,11,3,1.5,-206.936247237278
11_3_2.0,pragmatic,11,3,2.0,-110.74385918983859
11_3_2.0,explicit,11,3,2.0,-227.68135102475446
11_3_2.5,pragmatic,11,3,2.5,-117.49248765975051
11_3_2.5,explicit,11,3,2.5,-254.38910725340628
11_4_0.5,pragmatic,11,4,0.5,-111.49495272812797
11_4_0.5,explicit,11,4,0.5,-183.44245460573657
11_4_0.1,pragmatic,11,4,0.1,-114.67996375176494
11_4_0.1,explicit,11,4,0.1,-179.7136103579562
11_4_1.5,pragmatic,11,4,1.5,-106.70899918729336
11_4_1.5,explicit,11,4,1.5,-206.936247237278
11_4_2.0,pragmatic,11,4,2.0,-106.77574943937273
11_4_2.0,explicit,11,4,2.0,-227.68135102475446
11_4_2.5,pragmatic,11,4,2.5,-109.1112952172314
11_4_2.5,explicit,11,4,2.5,-254.38910725340628
11_5_0.5,pragmatic,11,5,0.5,-118.91559326086076
11_5_0.5,explicit,11,5,0.5,-183.44245460573657
11_5_0.1,pragmatic,11,5,0.1,-122.41672695382533
11_5_0.1,explicit,11,5,0.1,-179.7136103579562
11_5_1.5,pragmatic,11,5,1.5,-112.55834629213837
11_5_1.5,explicit,11,5,1.5,-206.936247237278
11_5_2.0,pragmatic,11,5,2.0,-111.12640238643554
11_5_2.0,explicit,11,5,2.0,-227.68135102475446
11_5_2.5,pragmatic,11,5,2.5,-111.19396632089241
11_5_2.5,explicit,11,5,2.5,-254.38910725340628
11_6_0.5,pragmatic,11,6,0.5,-128.93015389692988
11_6_0.5,explicit,11,6,0.5,-183.44245460573657
11_6_0.1,pragmatic,11,6,0.1,-132.58658235993215
11_6_0.1,explicit,11,6,0.1,-179.7136103579562
11_6_1.5,pragmatic,11,6,1.5,-121.80647212809018
11_6_1.5,explicit,11,6,1.5,-206.936247237278
11_6_2.0,pragmatic,11,6,2.0,-119.64218847106332
11_6_2.0,explicit,11,6,2.0,-227.68135102475446
11_6_2.5,pragmatic,11,6,2.5,-118.58591756214662
11_6_2.5,explicit,11,6,2.5,-254.38910725340628
11_7_0.5,pragmatic,11,7,0.5,-140.3993518747651
11_7_0.5,explicit,11,7,0.5,-183.44245460573657
11_7_0.1,pragmatic,11,7,0.1,-144.1439979876103
11_7_0.1,explicit,11,7,0.1,-179.7136103579562
11_7_1.5,pragmatic,11,7,1.5,-132.8572611869659
11_7_1.5,explicit,11,7,1.5,-206.936247237278
11_7_2.0,pragmatic,11,7,2.0,-130.3080888764301
11_7_2.0,explicit,11,7,2.0,-227.68135102475446
11_7_2.5,pragmatic,11,7,2.5,-128.6713810335259
11_7_2.5,explicit,11,7,2.5,-254.38910725340628
12_1_0.5,pragmatic,12,1,0.5,-139.9345306122935
12_1_0.5,explicit,12,1,0.5,-183.44245460573657
12_1_0.1,pragmatic,12,1,0.1,-138.76473264280298
12_1_0.1,explicit,12,1,0.1,-179.7136103579562
12_1_1.5,pragmatic,12,1,1.5,-154.21735879501938
12_1_1.5,explicit,12,1,1.5,-206.936247237278
12_1_2.0,pragmatic,12,1,2.0,-169.41352134545656
12_1_2.0,explicit,12,1,2.0,-227.68135102475446
12_1_2.5,pragmatic,12,1,2.5,-190.7219793383182
12_1_2.5,explicit,12,1,2.5,-254.38910725340628
12_2_0.5,pragmatic,12,2,0.5,-116.1939776465944
12_2_0.5,explicit,12,2,0.5,-183.44245460573657
12_2_0.1,pragmatic,12,2,0.1,-117.29750130431891
12_2_0.1,explicit,12,2,0.1,-179.7136103579562
12_2_1.5,pragmatic,12,2,1.5,-121.1264586382167
12_2_1.5,explicit,12,2,1.5,-206.936247237278
12_2_2.0,pragmatic,12,2,2.0,-129.5996050903651
12_2_2.0,explicit,12,2,2.0,-227.68135102475446
12_2_2.5,pragmatic,12,2,2.5,-143.33281093481622
12_2_2.5,explicit,12,2,2.5,-254.38910725340628
12_3_0.5,pragmatic,12,3,0.5,-109.13682412484803
12_3_0.5,explicit,12,3,0.5,-183.44245460573657
12_3_0.1,pragmatic,12,3,0.1,-111.64081292269677
12_3_0.1,explicit,12,3,0.1,-179.7136103579562
12_3_1.5,pragmatic,12,3,1.5,-107.654554772894
12_3_1.5,explicit,12,3,1.5,-206.936247237278
12_3_2.0,pragmatic,12,3,2.0,-110.74856307075144
12_3_2.0,explicit,12,3,2.0,-227.68135102475446
12_3_2.5,pragmatic,12,3,2.5,-117.44912176416608
12_3_2.5,explicit,12,3,2.5,-254.38910725340628
12_4_0.5,pragmatic,12,4,0.5,-111.92291632228218
12_4_0.5,explicit,12,4,0.5,-183.44245460573657
12_4_0.1,pragmatic,12,4,0.1,-115.10724360684497
12_4_0.1,explicit,12,4,0.1,-179.7136103579562
12_4_1.5,pragmatic,12,4,1.5,-107.1334691721983
12_4_1.5,explicit,12,4,1.5,-206.936247237278
12_4_2.0,pragmatic,12,4,2.0,-107.1913404439349
12_4_2.0,explicit,12,4,2.0,-227.68135102475446
12_4_2.5,pragmatic,12,4,2.5,-109.5079392792288
12_4_2.5,explicit,12,4,2.5,-254.38910725340628
12_5_0.5,pragmatic,12,5,0.5,-119.69320652838118
12_5_0.5,explicit,12,5,0.5,-183.44245460573657
12_5_0.1,pragmatic,12,5,0.1,-123.19129846161296
12_5_0.1,explicit,12,5,0.1,-179.7136103579562
12_5_1.5,pragmatic,12,5,1.5,-113.3443407048216
12_5_1.5,explicit,12,5,1.5,-206.936247237278
12_5_2.0,pragmatic,12,5,2.0,-111.91565351832202
12_5_2.0,explicit,12,5,2.0,-227.68135102475446
12_5_2.5,pragmatic,12,5,2.5,-111.98469542362163
12_5_2.5,explicit,12,5,2.5,-254.38910725340628
12_6_0.5,pragmatic,12,6,0.5,-130.03249937455973
12_6_0.5,explicit,12,6,0.5,-183.44245460573657
12_6_0.1,pragmatic,12,6,0.1,-133.68518553856288
12_6_0.1,explicit,12,6,0.1,-179.7136103579562
12_6_1.5,pragmatic,12,6,1.5,-122.92051569688087
12_6_1.5,explicit,12,6,1.5,-206.936247237278
12_6_2.0,pragmatic,12,6,2.0,-120.7627116573826
12_6_2.0,explicit,12,6,2.0,-227.68135102475446
12_6_2.5,pragmatic,12,6,2.5,-119.71358273629062
12_6_2.5,explicit,12,6,2.5,-254.38910725340628
12_7_0.5,pragmatic,12,7,0.5,-141.80395014560978
12_7_0.5,explicit,12,7,0.5,-183.44245460573657
12_7_0.1,pragmatic,12,7,0.1,-145.5448339718467
12_7_0.1,explicit,12,7,0.1,-179.7136103579562
12_7_1.5,pragmatic,12,7,1.5,-134.27368387766668
12_7_1.5,explicit,12,7,1.5,-206.936247237278
12_7_2.0,pragmatic,12,7,2.0,-131.73091937298273
12_7_2.0,explicit,12,7,2.0,-227.68135102475446
12_7_2.5,pragmatic,12,7,2.5,-130.1010773812836
12_7_2.5,explicit,12,7,2.5,-254.38910725340628
13_1_0.5,pragmatic,13,1,0.5,-139.66784515503286
13_1_0.5,explicit,13,1,0.5,-183.44245460573657
13_1_0.1,pragmatic,13,1,0.1,-138.49637221172648
13_1_0.1,explicit,13,1,0.1,-179.7136103579562
13_1_1.5,pragmatic,13,1,1.5,-153.95550583137984
13_1_1.5,explicit,13,1,1.5,-206.936247237278
13_1_2.0,pragmatic,13,1,2.0,-169.15384324841378
13_1_2.0,explicit,13,1,2.0,-227.68135102475446
13_1_2.5,pragmatic,13,1,2.5,-190.46399043518105
13_1_2.5,explicit,13,1,2.5,-254.38910725340628
13_2_0.5,pragmatic,13,2,0.5,-115.99065910759467
13_2_0.5,explicit,13,2,0.5,-183.44245460573657
13_2_0.1,pragmatic,13,2,0.1,-117.09942159943733
13_2_0.1,explicit,13,2,0.1,-179.7136103579562
13_2_1.5,pragmatic,13,2,1.5,-120.89585131439281
13_2_1.5,explicit,13,2,1.5,-206.936247237278
13_2_2.0,pragmatic,13,2,2.0,-129.34408133454156
13_2_2.0,explicit,13,2,2.0,-227.68135102475446
13_2_2.5,pragmatic,13,2,2.5,-143.04384969855454
13_2_2.5,explicit,13,2,2.5,-254.38910725340628
13_3_0.5,pragmatic,13,3,0.5,-109.2189989476308
13_3_0.5,explicit,13,3,0.5,-183.44245460573657
13_3_0.1,pragmatic,13,3,0.1,-111.72664942437875
13_3_0.1,explicit,13,3,0.1,-179.7136103579562
13_3_1.5,pragmatic,13,3,1.5,-107.71388999010912
13_3_1.5,explicit,13,3,1.5,-206.936247237278
13_3_2.0,pragmatic,13,3,2.0,-110.78254776368257
13_3_2.0,explicit,13,3,2.0,-227.68135102475446
13_3_2.5,pragmatic,13,3,2.5,-117.44188270296938
13_3_2.5,explicit,13,3,2.5,-254.38910725340628
13_4_0.5,pragmatic,13,4,0.5,-112.33209116614522
13_4_0.5,explicit,13,4,0.5,-183.44245460573657
13_4_0.1,pragmatic,13,4,0.1,-115.51636394553482
13_4_0.1,explicit,13,4,0.1,-179.7136103579562
13_4_1.5,pragmatic,13,4,1.5,-107.53839228790868
13_4_1.5,explicit,13,4,1.5,-206.936247237278
13_4_2.0,pragmatic,13,4,2.0,-107.5886792552345
13_4_2.0,explicit,13,4,2.0,-227.68135102475446
13_4_2.5,pragmatic,13,4,2.5,-109.88997122827799
13_4_2.5,explicit,13,4,2.5,-254.38910725340628
13_5_0.5,pragmatic,13,5,0.5,-120.4118703472232
13_5_0.5,explicit,13,5,0.5,-183.44245460573657
13_5_0.1,pragmatic,13,5,0.1,-123.90824356991719
13_5_0.1,explicit,13,5,0.1,-179.7136103579562
13_5_1.5,pragmatic,13,5,1.5,-114.06752537316507
13_5_1.5,explicit,13,5,1.5,-206.936247237278
13_5_2.0,pragmatic,13,5,2.0,-112.64079997114857
13_5_2.0,explicit,13,5,2.0,-227.68135102475446
13_5_2.5,pragmatic,13,5,2.5,-112.71134183981277
13_5_2.5,explicit,13,5,2.5,-254.38910725340628
13_6_0.5,pragmatic,13,6,0.5,-131.03790284741288
13_6_0.5,explicit,13,6,0.5,-183.44245460573657
13_6_0.1,pragmatic,13,6,0.1,-134.68858790820394
13_6_0.1,explicit,13,6,0.1,-179.7136103579562
13_6_1.5,pragmatic,13,6,1.5,-123.9318649055729
13_6_1.5,explicit,13,6,1.5,-206.936247237278
13_6_2.0,pragmatic,13,6,2.0,-121.77772778978358
13_6_2.0,explicit,13,6,2.0,-227.68135102475446
13_6_2.5,pragmatic,13,6,2.5,-120.73373511540161
13_6_2.5,explicit,13,6,2.5,-254.38910725340628
13_7_0.5,pragmatic,13,7,0.5,-143.07527899492604
13_7_0.5,explicit,13,7,0.5,-183.44245460573657
13_7_0.1,pragmatic,13,7,0.1,-146.81435670038965
13_7_0.1,explicit,13,7,0.1,-179.7136103579562
13_7_1.5,pragmatic,13,7,1.5,-135.55000067437064
13_7_1.5,explicit,13,7,1.5,-206.936247237278
13_7_2.0,pragmatic,13,7,2.0,-133.00996730338284
13_7_2.0,explicit,13,7,2.0,-227.68135102475446
13_7_2.5,pragmatic,13,7,2.5,-131.38394400361543
13_7_2.5,explicit,13,7,2.5,-254.38910725340628
14_1_0.5,pragmatic,14,1,0.5,-139.4405234741967
14_1_0.5,explicit,14,1,0.5,-183.44245460573657
14_1_0.1,pragmatic,14,1,0.1,-138.26787779826086
14_1_0.1,explicit,14,1,0.1,-179.7136103579562
14_1_1.5,pragmatic,14,1,1.5,-153.73145722108046
14_1_1.5,explicit,14,1,1.5,-206.936247237278
14_1_2.0,pragmatic,14,1,2.0,-168.9311877251078
14_1_2.0,explicit,14,1,2.0,-227.68135102475446
14_1_2.5,pragmatic,14,1,2.5,-190.24235426063422
14_1_2.5,explicit,14,1,2.5,-254.38910725340628
14_2_0.5,pragmatic,14,2,0.5,-115.82651921624122
14_2_0.5,explicit,14,2,0.5,-183.44245460573657
14_2_0.1,pragmatic,14,2,0.1,-116.94021819158888
14_2_0.1,explicit,14,2,0.1,-179.7136103579562
14_2_1.5,pragmatic,14,2,1.5,-120.70667317089759
14_2_1.5,explicit,14,2,1.5,-206.936247237278
14_2_2.0,pragmatic,14,2,2.0,-129.13242283622992
14_2_2.0,explicit,14,2,2.0,-227.68135102475446
14_2_2.5,pragmatic,14,2,2.5,-142.80218796034268
14_2_2.5,explicit,14,2,2.5,-254.38910725340628
14_3_0.5,pragmatic,14,3,0.5,-109.31103507118284
14_3_0.5,explicit,14,3,0.5,-183.44245460573657
14_3_0.1,pragmatic,14,3,0.1,-111.82221113299744
14_3_0.1,explicit,14,3,0.1,-179.7136103579562
14_3_1.5,pragmatic,14,3,1.5,-107.78525092549515
14_3_1.5,explicit,14,3,1.5,-206.936247237278
14_3_2.0,pragmatic,14,3,2.0,-110.83170623904722
14_3_2.0,explicit,14,3,2.0,-227.68135102475446
14_3_2.5,pragmatic,14,3,2.5,-117.4552317941766
14_3_2.5,explicit,14,3,2.5,-254.38910725340628
14_4_0.5,pragmatic,14,4,0.5,-112.714110781723
14_4_0.5,explicit,14,4,0.5,-183.44245460573657
14_4_0.1,pragmatic,14,4,0.1,-115.89887656532309
14_4_0.1,explicit,14,4,0.1,-179.7136103579562
14_4_1.5,pragmatic,14,4,1.5,-107.91540007791241
14_4_1.5,explicit,14,4,1.5,-206.936247237278
14_4_2.0,pragmatic,14,4,2.0,-107.95895951159352
14_4_2.0,explicit,14,4,2.0,-227.68135102475446
14_4_2.5,pragmatic,14,4,2.5,-110.24752499153219
14_4_2.5,explicit,14,4,2.5,-254.38910725340628
14_5_0.5,pragmatic,14,5,0.5,-121.06732468173449
14_5_0.5,explicit,14,5,0.5,-183.44245460573657
14_5_0.1,pragmatic,14,5,0.1,-124.56305365886547
14_5_0.1,explicit,14,5,0.1,-179.7136103579562
14_5_1.5,pragmatic,14,5,1.5,-114.72442305668883
14_5_1.5,explicit,14,5,1.5,-206.936247237278
14_5_2.0,pragmatic,14,5,2.0,-113.29856496431633
14_5_2.0,explicit,14,5,2.0,-227.68135102475446
14_5_2.5,pragmatic,14,5,2.5,-113.37036378874278
14_5_2.5,explicit,14,5,2.5,-254.38910725340628
14_6_0.5,pragmatic,14,6,0.5,-131.94600032966218
14_6_0.5,explicit,14,6,0.5,-183.44245460573657
14_6_0.1,pragmatic,14,6,0.1,-135.59607086836868
14_6_0.1,explicit,14,6,0.1,-179.7136103579562
14_6_1.5,pragmatic,14,6,1.5,-124.84149447435539
14_6_1.5,explicit,14,6,1.5,-206.936247237278
14_6_2.0,pragmatic,14,6,2.0,-122.68890814421519
14_6_2.0,explicit,14,6,2.0,-227.68135102475446
14_6_2.5,pragmatic,14,6,2.5,-121.64843835979019
14_6_2.5,explicit,14,6,2.5,-254.38910725340628
14_7_0.5,pragmatic,14,7,0.5,-144.216868654885
14_7_0.5,explicit,14,7,0.5,-183.44245460573657
14_7_0.1,pragmatic,14,7,0.1,-147.9556952684041
14_7_0.1,explicit,14,7,0.1,-179.7136103579562
14_7_1.5,pragmatic,14,7,1.5,-136.69139090221458
14_7_1.5,explicit,14,7,1.5,-206.936247237278
14_7_2.0,pragmatic,14,7,2.0,-134.1514310377528
14_7_2.0,explicit,14,7,2.0,-227.68135102475446
14_7_2.5,pragmatic,14,7,2.5,-132.5270207279053
14_7_2.5,explicit,14,7,2.5,-254.38910725340628
15_1_0.5,pragmatic,15,1,0.5,-139.24424001290362
15_1_0.5,explicit,15,1,0.5,-183.44245460573657
15_1_0.1,pragmatic,15,1,0.1,-138.0708027609345
15_1_0.1,explicit,15,1,0.1,-179.7136103579562
15_1_1.5,pragmatic,15,1,1.5,-153.53728134360588
15_1_1.5,explicit,15,1,1.5,-206.936247237278
15_1_2.0,pragmatic,15,1,2.0,-168.73783032740866
15_1_2.0,explicit,15,1,2.0,-227.68135102475446
15_1_2.5,pragmatic,15,1,2.5,-190.0495287941089
15_1_2.5,explicit,15,1,2.5,-254.38910725340628
15_2_0.5,pragmatic,15,2,0.5,-115.69133112428187
15_2_0.5,explicit,15,2,0.5,-183.44245460573657
15_2_0.1,pragmatic,15,2,0.1,-116.8096858461146
15_2_0.1,explicit,15,2,0.1,-179.7136103579562
15_2_1.5,pragmatic,15,2,1.5,-120.54843593306997
15_2_1.5,explicit,15,2,1.5,-206.936247237278
15_2_2.0,pragmatic,15,2,2.0,-128.9538080971494
15_2_2.0,explicit,15,2,2.0,-227.68135102475446
15_2_2.5,pragmatic,15,2,2.5,-142.59651574322072
15_2_2.5,explicit,15,2,2.5,-254.38910725340628
15_3_0.5,pragmatic,15,3,0.5,-109.40553408244087
15_3_0.5,explicit,15,3,0.5,-183.44245460573657
15_3_0.1,pragmatic,15,3,0.1,-111.92010907021887
15_3_0.1,explicit,15,3,0.1,-179.7136103579562
15_3_1.5,pragmatic,15,3,1.5,-107.86089097429952
15_3_1.5,explicit,15,3,1.5,-206.936247237278
15_3_2.0,pragmatic,15,3,2.0,-110.88771374192753
15_3_2.0,explicit,15,3,2.0,-227.68135102475446
15_3_2.5,pragmatic,15,3,2.5,-117.47983027659397
15_3_2.5,explicit,15,3,2.5,-254.38910725340628
15_4_0.5,pragmatic,15,4,0.5,-113.06584659840641
15_4_0.5,explicit,15,4,0.5,-183.44245460573657
15_4_0.1,pragmatic,15,4,0.1,-116.25151851325494
15_4_0.1,explicit,15,4,0.1,-179.7136103579562
15_4_1.5,pragmatic,15,4,1.5,-108.26160182270857
15_4_1.5,explicit,15,4,1.5,-206.936247237278
15_4_2.0,pragmatic,15,4,2.0,-108.29909822536595
15_4_2.0,explicit,15,4,2.0,-227.68135102475446
15_4_2.5,pragmatic,15,4,2.5,-110.57686685655659
15_4_2.5,explicit,15,4,2.5,-254.38910725340628
15_5_0.5,pragmatic,15,5,0.5,-121.66068790487951
15_5_0.5,explicit,15,5,0.5,-183.44245460573657
15_5_0.1,pragmatic,15,5,0.1,-125.15657613605306
15_5_0.1,explicit,15,5,0.1,-179.7136103579562
15_5_1.5,pragmatic,15,5,1.5,-115.31701469860027
15_5_1.5,explicit,15,5,1.5,-206.936247237278
15_5_2.0,pragmatic,15,5,2.0,-113.89123112028945
15_5_2.0,explicit,15,5,2.0,-227.68135102475446
15_5_2.5,pragmatic,15,5,2.5,-113.96401141071671
15_5_2.5,explicit,15,5,2.5,-254.38910725340628
15_6_0.5,pragmatic,15,6,0.5,-132.76198613537085
15_6_0.5,explicit,15,6,0.5,-183.44245460573657
15_6_0.1,pragmatic,15,6,0.1,-136.41247155741937
15_6_0.1,explicit,15,6,0.1,-179.7136103579562
15_6_1.5,pragmatic,15,6,1.5,-125.65590364505621
15_6_1.5,explicit,15,6,1.5,-206.936247237278
15_6_2.0,pragmatic,15,6,2.0,-123.50342457748022
15_6_2.0,explicit,15,6,2.0,-227.68135102475446
15_6_2.5,pragmatic,15,6,2.5,-122.4653044886059
15_6_2.5,explicit,15,6,2.5,-254.38910725340628
15_7_0.5,pragmatic,15,7,0.5,-145.23795686997187
15_7_0.5,explicit,15,7,0.5,-183.44245460573657
15_7_0.1,pragmatic,15,7,0.1,-148.9776938713803
15_7_0.1,explicit,15,7,0.1,-179.7136103579562
15_7_1.5,pragmatic,15,7,1.5,-137.70865876531158
15_7_1.5,explicit,15,7,1.5,-206.936247237278
15_7_2.0,pragmatic,15,7,2.0,-135.1670374171266
15_7_2.0,explicit,15,7,2.0,-227.68135102475446
15_7_2.5,pragmatic,15,7,2.5,-133.54279484534885
15_7_2.5,explicit,15,7,2.5,-254.38910725340628
16_1_0.5,pragmatic,16,1,0.5,-139.0729075004821
16_1_0.5,explicit,16,1,0.5,-183.44245460573657
16_1_0.1,pragmatic,16,1,0.1,-137.89896343841403
16_1_0.1,explicit,16,1,0.1,-179.7136103579562
16_1_1.5,pragmatic,16,1,1.5,-153.36719893849846
16_1_1.5,explicit,16,1,1.5,-206.936247237278
16_1_2.0,pragmatic,16,1,2.0,-168.56815070691846
16_1_2.0,explicit,16,1,2.0,-227.68135102475446
16_1_2.5,pragmatic,16,1,2.5,-189.88003221813312
16_1_2.5,explicit,16,1,2.5,-254.38910725340628
16_2_0.5,pragmatic,16,2,0.5,-115.57803316599855
16_2_0.5,explicit,16,2,0.5,-183.44245460573657
16_2_0.1,pragmatic,16,2,0.1,-116.70076741683123
16_2_0.1,explicit,16,2,0.1,-179.7136103579562
16_2_1.5,pragmatic,16,2,1.5,-120.41390044699587
16_2_1.5,explicit,16,2,1.5,-206.936247237278
16_2_2.0,pragmatic,16,2,2.0,-128.8007418091118
16_2_2.0,explicit,16,2,2.0,-227.68135102475446
16_2_2.5,pragmatic,16,2,2.5,-142.4189505067571
16_2_2.5,explicit,16,2,2.5,-254.38910725340628
16_3_0.5,pragmatic,16,3,0.5,-109.49831806604082
16_3_0.5,explicit,16,3,0.5,-183.44245460573657
16_3_0.1,pragmatic,16,3,0.1,-112.01614496908502
