configuration,questionerType,alpha_q,alpha_a,beta,likelihood
9_5_1.5,pragmatic,9,5,1.5,-156.20352272012772
9_5_1.5,explicit,9,5,1.5,-152.69677320580092
9_5_2.0,pragmatic,9,5,2.0,-156.377016536425
9_5_2.0,explicit,9,5,2.0,-153.0460544566065
9_5_2.5,pragmatic,9,5,2.5,-156.49380627984843
9_5_2.5,explicit,9,5,2.5,-153.34452376036185
9_6_0.5,pragmatic,9,6,0.5,-156.5130097596783
9_6_0.5,explicit,9,6,0.5,-152.00976515597827
9_6_0.1,pragmatic,9,6,0.1,-156.4214506852614
9_6_0.1,explicit,9,6,0.1,-151.7932956949341
9_6_1.5,pragmatic,9,6,1.5,-156.83877705222454
9_6_1.5,explicit,9,6,1.5,-152.69677320580092
9_6_2.0,pragmatic,9,6,2.0,-157.0523429589541
9_6_2.0,explicit,9,6,2.0,-153.0460544566065
9_6_2.5,pragmatic,9,6,2.5,-157.2829409931147
9_6_2.5,explicit,9,6,2.5,-153.34452376036185
9_7_0.5,pragmatic,9,7,0.5,-156.9373519714402
9_7_0.5,explicit,9,7,0.5,-152.00976515597827
9_7_0.1,pragmatic,9,7,0.1,-156.8656893147236
9_7_0.1,explicit,9,7,0.1,-151.7932956949341
9_7_1.5,pragmatic,9,7,1.5,-157.19234600466288
9_7_1.5,explicit,9,7,1.5,-152.69677320580092
9_7_2.0,pragmatic,9,7,2.0,-157.37708655090663
9_7_2.0,explicit,9,7,2.0,-153.0460544566065
9_7_2.5,pragmatic,9,7,2.5,-157.6145430554149
9_7_2.5,explicit,9,7,2.5,-153.34452376036185
10_1_0.5,pragmatic,10,1,0.5,-152.08195173249115
10_1_0.5,explicit,10,1,0.5,-153.43462100737472
10_1_0.1,pragmatic,10,1,0.1,-151.92149401038736
10_1_0.1,explicit,10,1,0.1,-153.23379686864948
10_1_1.5,pragmatic,10,1,1.5,-152.66501178661454
10_1_1.5,explicit,10,1,1.5,-154.0479430321275
10_1_2.0,pragmatic,10,1,2.0,-153.0447189221094
10_1_2.0,explicit,10,1,2.0,-154.3462512524125
10_1_2.5,pragmatic,10,1,2.5,-153.45766403880944
10_1_2.5,explicit,10,1,2.5,-154.59421956288
10_2_0.5,pragmatic,10,2,0.5,-153.63446750270293
10_2_0.5,explicit,10,2,0.5,-153.43462100737472
10_2_0.1,pragmatic,10,2,0.1,-153.65702023597206
10_2_0.1,explicit,10,2,0.1,-153.23379686864948
10_2_1.5,pragmatic,10,2,1.5,-153.40662198732235
10_2_1.5,explicit,10,2,1.5,-154.0479430321275
10_2_2.0,pragmatic,10,2,2.0,-153.18083291567535
10_2_2.0,explicit,10,2,2.0,-154.3462512524125
10_2_2.5,pragmatic,10,2,2.5,-152.95431016855784
10_2_2.5,explicit,10,2,2.5,-154.59421956288
10_3_0.5,pragmatic,10,3,0.5,-156.66902260265857
10_3_0.5,explicit,10,3,0.5,-153.43462100737472
10_3_0.1,pragmatic,10,3,0.1,-156.65577083582008
10_3_0.1,explicit,10,3,0.1,-153.23379686864948
10_3_1.5,pragmatic,10,3,1.5,-156.50208005947795
10_3_1.5,explicit,10,3,1.5,-154.0479430321275
10_3_2.0,pragmatic,10,3,2.0,-156.1700393759917
10_3_2.0,explicit,10,3,2.0,-154.3462512524125
10_3_2.5,pragmatic,10,3,2.5,-155.57408176856742
10_3_2.5,explicit,10,3,2.5,-154.59421956288
10_4_0.5,pragmatic,10,4,0.5,-158.7924155315281
10_4_0.5,explicit,10,4,0.5,-153.43462100737472
10_4_0.1,pragmatic,10,4,0.1,-158.71538944995697
10_4_0.1,explicit,10,4,0.1,-153.23379686864948
10_4_1.5,pragmatic,10,4,1.5,-158.96751115182738
10_4_1.5,explicit,10,4,1.5,-154.0479430321275
10_4_2.0,pragmatic,10,4,2.0,-158.95015050610044
10_4_2.0,explicit,10,4,2.0,-154.3462512524125
10_4_2.5,pragmatic,10,4,2.5,-158.74764268663097
10_4_2.5,explicit,10,4,2.5,-154.59421956288
10_5_0.5,pragmatic,10,5,0.5,-159.97407324949495
10_5_0.5,explicit,10,5,0.5,-153.43462100737472
10_5_0.1,pragmatic,10,5,0.1,-159.8816235926504
10_5_0.1,explicit,10,5,0.1,-153.23379686864948
10_5_1.5,pragmatic,10,5,1.5,-160.28663366068773
10_5_1.5,explicit,10,5,1.5,-154.0479430321275
10_5_2.0,pragmatic,10,5,2.0,-160.45432173414736
10_5_2.0,explicit,10,5,2.0,-154.3462512524125
10_5_2.5,pragmatic,10,5,2.5,-160.57069433558166
10_5_2.5,explicit,10,5,2.5,-154.59421956288
10_6_0.5,pragmatic,10,6,0.5,-160.6451174434704
10_6_0.5,explicit,10,6,0.5,-153.43462100737472
10_6_0.1,pragmatic,10,6,0.1,-160.56573700041272
10_6_0.1,explicit,10,6,0.1,-153.23379686864948
10_6_1.5,pragmatic,10,6,1.5,-160.9438397655705
10_6_1.5,explicit,10,6,1.5,-154.0479430321275
10_6_2.0,pragmatic,10,6,2.0,-161.15284566726075
10_6_2.0,explicit,10,6,2.0,-154.3462512524125
10_6_2.5,pragmatic,10,6,2.5,-161.38818286681223
10_6_2.5,explicit,10,6,2.5,-154.59421956288
10_7_0.5,pragmatic,10,7,0.5,-161.07154867359483
10_7_0.5,explicit,10,7,0.5,-153.43462100737472
10_7_0.1,pragmatic,10,7,0.1,-161.01468176250455
10_7_0.1,explicit,10,7,0.1,-153.23379686864948
10_7_1.5,pragmatic,10,7,1.5,-161.29248066997434
10_7_1.5,explicit,10,7,1.5,-154.0479430321275
10_7_2.0,pragmatic,10,7,2.0,-161.4694415659397
10_7_2.0,explicit,10,7,2.0,-154.3462512524125
10_7_2.5,pragmatic,10,7,2.5,-161.70773070936775
10_7_2.5,explicit,10,7,2.5,-154.59421956288
11_1_0.5,pragmatic,11,1,0.5,-153.78581966738994
11_1_0.5,explicit,11,1,0.5,-154.71208495090772
11_1_0.1,pragmatic,11,1,0.1,-153.6870074397211
11_1_0.1,explicit,11,1,0.1,-154.54126339030543
11_1_1.5,pragmatic,11,1,1.5,-154.14302596714091
11_1_1.5,explicit,11,1,1.5,-155.21852139657696
11_1_2.0,pragmatic,11,1,2.0,-154.38825519754565
11_1_2.0,explicit,11,1,2.0,-155.45694890372724
11_1_2.5,pragmatic,11,1,2.5,-154.67602963891986
11_1_2.5,explicit,11,1,2.5,-155.65152100093303
11_2_0.5,pragmatic,11,2,0.5,-156.32891734654638
11_2_0.5,explicit,11,2,0.5,-154.71208495090772
11_2_0.1,pragmatic,11,2,0.1,-156.41656520519916
11_2_0.1,explicit,11,2,0.1,-154.54126339030543
11_2_1.5,pragmatic,11,2,1.5,-155.81085270279746
11_2_1.5,explicit,11,2,1.5,-155.21852139657696
11_2_2.0,pragmatic,11,2,2.0,-155.35166342036507
11_2_2.0,explicit,11,2,2.0,-155.45694890372724
11_2_2.5,pragmatic,11,2,2.5,-154.8391676507351
11_2_2.5,explicit,11,2,2.5,-155.65152100093303
11_3_0.5,pragmatic,11,3,0.5,-160.04524943329716
11_3_0.5,explicit,11,3,0.5,-154.71208495090772
11_3_0.1,pragmatic,11,3,0.1,-160.0586516579386
11_3_0.1,explicit,11,3,0.1,-154.54126339030543
11_3_1.5,pragmatic,11,3,1.5,-159.75955653056621
11_3_1.5,explicit,11,3,1.5,-155.21852139657696
11_3_2.0,pragmatic,11,3,2.0,-159.31901163967765
11_3_2.0,explicit,11,3,2.0,-155.45694890372724
11_3_2.5,pragmatic,11,3,2.5,-158.55308636634578
11_3_2.5,explicit,11,3,2.5,-155.65152100093303
11_4_0.5,pragmatic,11,4,0.5,-162.3706873592042
11_4_0.5,explicit,11,4,0.5,-154.71208495090772
11_4_0.1,pragmatic,11,4,0.1,-162.3058793240548
11_4_0.1,explicit,11,4,0.1,-154.54126339030543
11_4_1.5,pragmatic,11,4,1.5,-162.50836766600457
11_4_1.5,explicit,11,4,1.5,-155.21852139657696
11_4_2.0,pragmatic,11,4,2.0,-162.46984506518965
11_4_2.0,explicit,11,4,2.0,-155.45694890372724
11_4_2.5,pragmatic,11,4,2.5,-162.24006291277055
11_4_2.5,explicit,11,4,2.5,-155.65152100093303
11_5_0.5,pragmatic,11,5,0.5,-163.57271684740357
11_5_0.5,explicit,11,5,0.5,-154.71208495090772
11_5_0.1,pragmatic,11,5,0.1,-163.49081556151023
11_5_0.1,explicit,11,5,0.1,-154.54126339030543
11_5_1.5,pragmatic,11,5,1.5,-163.8598029307834
11_5_1.5,explicit,11,5,1.5,-155.21852139657696
11_5_2.0,pragmatic,11,5,2.0,-164.0210511008078
11_5_2.0,explicit,11,5,2.0,-155.45694890372724
11_5_2.5,pragmatic,11,5,2.5,-164.13971527750988
11_5_2.5,explicit,11,5,2.5,-155.65152100093303
11_6_0.5,pragmatic,11,6,0.5,-164.2216522678616
11_6_0.5,explicit,11,6,0.5,-154.71208495090772
11_6_0.1,pragmatic,11,6,0.1,-164.15336365829054
11_6_0.1,explicit,11,6,0.1,-154.54126339030543
11_6_1.5,pragmatic,11,6,1.5,-164.49383230344208
11_6_1.5,explicit,11,6,1.5,-155.21852139657696
11_6_2.0,pragmatic,11,6,2.0,-164.69466225965454
11_6_2.0,explicit,11,6,2.0,-155.45694890372724
11_6_2.5,pragmatic,11,6,2.5,-164.9277251305704
11_6_2.5,explicit,11,6,2.5,-155.65152100093303
11_7_0.5,pragmatic,11,7,0.5,-164.62142856043917
11_7_0.5,explicit,11,7,0.5,-154.71208495090772
11_7_0.1,pragmatic,11,7,0.1,-164.57621320265184
11_7_0.1,explicit,11,7,0.1,-154.54126339030543
11_7_1.5,pragmatic,11,7,1.5,-164.8154374976557
11_7_1.5,explicit,11,7,1.5,-155.21852139657696
11_7_2.0,pragmatic,11,7,2.0,-164.98386516357675
11_7_2.0,explicit,11,7,2.0,-155.45694890372724
11_7_2.5,pragmatic,11,7,2.5,-165.21655215588424
11_7_2.5,explicit,11,7,2.5,-155.65152100093303
12_1_0.5,pragmatic,12,1,0.5,-155.36441049462223
12_1_0.5,explicit,12,1,0.5,-155.83446661444503
12_1_0.1,pragmatic,12,1,0.1,-155.3282739601812
12_1_0.1,explicit,12,1,0.1,-155.6960655587575
12_1_1.5,pragmatic,12,1,1.5,-155.496723523485
12_1_1.5,explicit,12,1,1.5,-156.23726105168103
12_1_2.0,pragmatic,12,1,2.0,-155.61041747553574
12_1_2.0,explicit,12,1,2.0,-156.423670376019
12_1_2.5,pragmatic,12,1,2.5,-155.77692458250863
12_1_2.5,explicit,12,1,2.5,-156.57476809885776
12_2_0.5,pragmatic,12,2,0.5,-158.84577185423558
12_2_0.5,explicit,12,2,0.5,-155.83446661444503
12_2_0.1,pragmatic,12,2,0.1,-158.98971433705287
12_2_0.1,explicit,12,2,0.1,-155.6960655587575
12_2_1.5,pragmatic,12,2,1.5,-158.0770098727052
12_2_1.5,explicit,12,2,1.5,-156.23726105168103
12_2_2.0,pragmatic,12,2,2.0,-157.4116998230785
12_2_2.0,explicit,12,2,2.0,-156.423670376019
12_2_2.5,pragmatic,12,2,2.5,-156.63779882218597
12_2_2.5,explicit,12,2,2.5,-156.57476809885776
12_3_0.5,pragmatic,12,3,0.5,-163.0636066330545
12_3_0.5,explicit,12,3,0.5,-155.83446661444503
12_3_0.1,pragmatic,12,3,0.1,-163.09673138246873
12_3_0.1,explicit,12,3,0.1,-155.6960655587575
12_3_1.5,pragmatic,12,3,1.5,-162.69802855803357
12_3_1.5,explicit,12,3,1.5,-156.23726105168103
12_3_2.0,pragmatic,12,3,2.0,-162.18826100859053
12_3_2.0,explicit,12,3,2.0,-156.423670376019
12_3_2.5,pragmatic,12,3,2.5,-161.3098125784725
12_3_2.5,explicit,12,3,2.5,-156.57476809885776
12_4_0.5,pragmatic,12,4,0.5,-165.45987032984328
12_4_0.5,explicit,12,4,0.5,-155.83446661444503
12_4_0.1,pragmatic,12,4,0.1,-165.4053777616338
12_4_0.1,explicit,12,4,0.1,-155.6960655587575
12_4_1.5,pragmatic,12,4,1.5,-165.57127329807614
12_4_1.5,explicit,12,4,1.5,-156.23726105168103
12_4_2.0,pragmatic,12,4,2.0,-165.52530853553574
12_4_2.0,explicit,12,4,2.0,-156.423670376019
12_4_2.5,pragmatic,12,4,2.5,-165.2943113353911
12_4_2.5,explicit,12,4,2.5,-156.57476809885776
12_5_0.5,pragmatic,12,5,0.5,-166.62047433500877
12_5_0.5,explicit,12,5,0.5,-155.83446661444503
12_5_0.1,pragmatic,12,5,0.1,-166.54843859789028
12_5_0.1,explicit,12,5,0.1,-155.6960655587575
12_5_1.5,pragmatic,12,5,1.5,-166.88219433357185
12_5_1.5,explicit,12,5,1.5,-156.23726105168103
12_5_2.0,pragmatic,12,5,2.0,-167.03630946820846
12_5_2.0,explicit,12,5,2.0,-156.423670376019
12_5_2.5,pragmatic,12,5,2.5,-167.15842478613942
12_5_2.5,explicit,12,5,2.5,-156.57476809885776
12_6_0.5,pragmatic,12,6,0.5,-167.2200964456133
12_6_0.5,explicit,12,6,0.5,-155.83446661444503
12_6_0.1,pragmatic,12,6,0.1,-167.1614779235274
12_6_0.1,explicit,12,6,0.1,-155.6960655587575
12_6_1.5,pragmatic,12,6,1.5,-167.4657289190592
12_6_1.5,explicit,12,6,1.5,-156.23726105168103
12_6_2.0,pragmatic,12,6,2.0,-167.65450214341462
12_6_2.0,explicit,12,6,2.0,-156.423670376019
12_6_2.5,pragmatic,12,6,2.5,-167.87885407251323
12_6_2.5,explicit,12,6,2.5,-156.57476809885776
12_7_0.5,pragmatic,12,7,0.5,-167.57961816174387
12_7_0.5,explicit,12,7,0.5,-155.83446661444503
12_7_0.1,pragmatic,12,7,0.1,-167.54339950419597
12_7_0.1,explicit,12,7,0.1,-155.6960655587575
12_7_1.5,pragmatic,12,7,1.5,-167.7500688325125
12_7_1.5,explicit,12,7,1.5,-156.23726105168103
12_7_2.0,pragmatic,12,7,2.0,-167.90703490717436
12_7_2.0,explicit,12,7,2.0,-156.423670376019
12_7_2.5,pragmatic,12,7,2.5,-168.12713487859943
12_7_2.5,explicit,12,7,2.5,-156.57476809885776
13_1_0.5,pragmatic,13,1,0.5,-156.83995050816662
13_1_0.5,explicit,13,1,0.5,-156.8378327025925
13_1_0.1,pragmatic,13,1,0.1,-156.86158114084867
13_1_0.1,explicit,13,1,0.1,-156.7273683933205
13_1_1.5,pragmatic,13,1,1.5,-156.76597708240485
13_1_1.5,explicit,13,1,1.5,-157.15760248542796
13_1_2.0,pragmatic,13,1,2.0,-156.75908723197037
13_1_2.0,explicit,13,1,2.0,-157.30564439491084
13_1_2.5,pragmatic,13,1,2.5,-156.8142766715991
13_1_2.5,explicit,13,1,2.5,-157.4263080550115
13_2_0.5,pragmatic,13,2,0.5,-161.1706627154702
13_2_0.5,explicit,13,2,0.5,-156.8378327025925
13_2_0.1,pragmatic,13,2,0.1,-161.35853869025246
13_2_0.1,explicit,13,2,0.1,-156.7273683933205
13_2_1.5,pragmatic,13,2,1.5,-160.20386851067832
13_2_1.5,explicit,13,2,1.5,-157.15760248542796
13_2_2.0,pragmatic,13,2,2.0,-159.36925742881644
13_2_2.0,explicit,13,2,2.0,-157.30564439491084
13_2_2.5,pragmatic,13,2,2.5,-158.37025340315046
13_2_2.5,explicit,13,2,2.5,-157.4263080550115
13_3_0.5,pragmatic,13,3,0.5,-165.70926779165669
13_3_0.5,explicit,13,3,0.5,-156.8378327025925
13_3_0.1,pragmatic,13,3,0.1,-165.75474562417992
13_3_0.1,explicit,13,3,0.1,-156.7273683933205
13_3_1.5,pragmatic,13,3,1.5,-165.30158752374072
13_3_1.5,explicit,13,3,1.5,-157.15760248542796
13_3_2.0,pragmatic,13,3,2.0,-164.75958557432344
13_3_2.0,explicit,13,3,2.0,-157.30564439491084
13_3_2.5,pragmatic,13,3,2.5,-163.823784503694
13_3_2.5,explicit,13,3,2.5,-157.4263080550115
13_4_0.5,pragmatic,13,4,0.5,-168.07253067869817
13_4_0.5,explicit,13,4,0.5,-156.8378327025925
13_4_0.1,pragmatic,13,4,0.1,-168.02629338736998
13_4_0.1,explicit,13,4,0.1,-156.7273683933205
13_4_1.5,pragmatic,13,4,1.5,-168.16726216848403
13_4_1.5,explicit,13,4,1.5,-157.15760248542796
13_4_2.0,pragmatic,13,4,2.0,-168.12433009183871
13_4_2.0,explicit,13,4,2.0,-157.30564439491084
13_4_2.5,pragmatic,13,4,2.5,-167.91151178012697
13_4_2.5,explicit,13,4,2.5,-157.4263080550115
13_5_0.5,pragmatic,13,5,0.5,-169.15244939187392
13_5_0.5,explicit,13,5,0.5,-156.8378327025925
13_5_0.1,pragmatic,13,5,0.1,-169.08963534751658
13_5_0.1,explicit,13,5,0.1,-156.7273683933205
13_5_1.5,pragmatic,13,5,1.5,-169.38865161853383
13_5_1.5,explicit,13,5,1.5,-157.15760248542796
13_5_2.0,pragmatic,13,5,2.0,-169.53473606925652
13_5_2.0,explicit,13,5,2.0,-157.30564439491084
13_5_2.5,pragmatic,13,5,2.5,-169.66041406396502
13_5_2.5,explicit,13,5,2.5,-157.4263080550115
13_6_0.5,pragmatic,13,6,0.5,-169.68995100150767
13_6_0.5,explicit,13,6,0.5,-156.8378327025925
13_6_0.1,pragmatic,13,6,0.1,-169.64021766437912
13_6_0.1,explicit,13,6,0.1,-156.7273683933205
13_6_1.5,pragmatic,13,6,1.5,-169.90751771902197
13_6_1.5,explicit,13,6,1.5,-157.15760248542796
13_6_2.0,pragmatic,13,6,2.0,-170.0806322726795
13_6_2.0,explicit,13,6,2.0,-157.30564439491084
13_6_2.5,pragmatic,13,6,2.5,-170.29131361416376
13_6_2.5,explicit,13,6,2.5,-157.4263080550115
13_7_0.5,pragmatic,13,7,0.5,-170.00566098540472
13_7_0.5,explicit,13,7,0.5,-156.8378327025925
13_7_0.1,pragmatic,13,7,0.1,-169.97707296328394
13_7_0.1,explicit,13,7,0.1,-156.7273683933205
13_7_1.5,pragmatic,13,7,1.5,-170.15216370841688
13_7_1.5,explicit,13,7,1.5,-157.15760248542796
13_7_2.0,pragmatic,13,7,2.0,-170.2938773616006
13_7_2.0,explicit,13,7,2.0,-157.30564439491084
13_7_2.5,pragmatic,13,7,2.5,-170.49539296174817
13_7_2.5,explicit,13,7,2.5,-157.4263080550115
14_1_0.5,pragmatic,14,1,0.5,-158.24136657770228
14_1_0.5,explicit,14,1,0.5,-157.76634646288957
14_1_0.1,pragmatic,14,1,0.1,-158.31360300851858
14_1_0.1,explicit,14,1,0.1,-157.67701056512752
14_1_1.5,pragmatic,14,1,1.5,-157.9854475258602
14_1_1.5,explicit,14,1,1.5,-158.0269291845368
14_1_2.0,pragmatic,14,1,2.0,-157.87091986910167
14_1_2.0,explicit,14,1,2.0,-158.14952862224376
14_1_2.5,pragmatic,14,1,2.5,-157.82582064413208
14_1_2.5,explicit,14,1,2.5,-158.25097433561342
14_2_0.5,pragmatic,14,2,0.5,-163.30595358762193
14_2_0.5,explicit,14,2,0.5,-157.76634646288957
14_2_0.1,pragmatic,14,2,0.1,-163.52494508459952
14_2_0.1,explicit,14,2,0.1,-157.67701056512752
14_2_1.5,pragmatic,14,2,1.5,-162.19559954209862
14_2_1.5,explicit,14,2,1.5,-158.0269291845368
14_2_2.0,pragmatic,14,2,2.0,-161.23087913208212
14_2_2.0,explicit,14,2,2.0,-158.14952862224376
14_2_2.5,pragmatic,14,2,2.5,-160.0475879530032
14_2_2.5,explicit,14,2,2.5,-158.25097433561342
14_3_0.5,pragmatic,14,3,0.5,-167.999097179179
14_3_0.5,explicit,14,3,0.5,-157.76634646288957
14_3_0.1,pragmatic,14,3,0.1,-168.05062470291995
14_3_0.1,explicit,14,3,0.1,-157.67701056512752
14_3_1.5,pragmatic,14,3,1.5,-167.5806412920183
14_3_1.5,explicit,14,3,1.5,-158.0269291845368
14_3_2.0,pragmatic,14,3,2.0,-167.03704148980535
14_3_2.0,explicit,14,3,2.0,-158.14952862224376
14_3_2.5,pragmatic,14,3,2.5,-166.09093022136253
14_3_2.5,explicit,14,3,2.5,-158.25097433561342
14_4_0.5,pragmatic,14,4,0.5,-170.25394668809517
14_4_0.5,explicit,14,4,0.5,-157.76634646288957
14_4_0.1,pragmatic,14,4,0.1,-170.21429513055855
14_4_0.1,explicit,14,4,0.1,-157.67701056512752
14_4_1.5,pragmatic,14,4,1.5,-170.3390646614975
14_4_1.5,explicit,14,4,1.5,-158.0269291845368
14_4_2.0,pragmatic,14,4,2.0,-170.30623231018114
14_4_2.0,explicit,14,4,2.0,-158.14952862224376
14_4_2.5,pragmatic,14,4,2.5,-170.12427776035986
14_4_2.5,explicit,14,4,2.5,-158.25097433561342
14_5_0.5,pragmatic,14,5,0.5,-171.2314355736794
14_5_0.5,explicit,14,5,0.5,-157.76634646288957
14_5_0.1,pragmatic,14,5,0.1,-171.17737810186767
14_5_0.1,explicit,14,5,0.1,-157.67701056512752
14_5_1.5,pragmatic,14,5,1.5,-171.44206531357383
14_5_1.5,explicit,14,5,1.5,-158.0269291845368
14_5_2.0,pragmatic,14,5,2.0,-171.57956181044176
14_5_2.0,explicit,14,5,2.0,-158.14952862224376
14_5_2.5,pragmatic,14,5,2.5,-171.70865439868078
14_5_2.5,explicit,14,5,2.5,-158.25097433561342
14_6_0.5,pragmatic,14,6,0.5,-171.7033290470028
14_6_0.5,explicit,14,6,0.5,-157.76634646288957
14_6_0.1,pragmatic,14,6,0.1,-171.66214837944392
14_6_0.1,explicit,14,6,0.1,-157.67701056512752
14_6_1.5,pragmatic,14,6,1.5,-171.89123519177238
14_6_1.5,explicit,14,6,1.5,-158.0269291845368
14_6_2.0,pragmatic,14,6,2.0,-172.04631700819857
14_6_2.0,explicit,14,6,2.0,-158.14952862224376
14_6_2.5,pragmatic,14,6,2.5,-172.2405052722536
14_6_2.5,explicit,14,6,2.5,-158.25097433561342
14_7_0.5,pragmatic,14,7,0.5,-171.97741585375817
14_7_0.5,explicit,14,7,0.5,-157.76634646288957
14_7_0.1,pragmatic,14,7,0.1,-171.95594095859764
14_7_0.1,explicit,14,7,0.1,-157.67701056512752
14_7_1.5,pragmatic,14,7,1.5,-172.0982975600017
14_7_1.5,explicit,14,7,1.5,-158.0269291845368
14_7_2.0,pragmatic,14,7,2.0,-172.22173852845827
14_7_2.0,explicit,14,7,2.0,-158.14952862224376
14_7_2.5,pragmatic,14,7,2.5,-172.4008823569464
14_7_2.5,explicit,14,7,2.5,-158.25097433561342
15_1_0.5,pragmatic,15,1,0.5,-159.58864098757894
15_1_0.5,explicit,15,1,0.5,-158.65538941458064
15_1_0.1,pragmatic,15,1,0.1,-159.70406941724065
15_1_0.1,explicit,15,1,0.1,-158.58074391364343
15_1_1.5,pragmatic,15,1,1.5,-159.17517281483475
15_1_1.5,explicit,15,1,1.5,-158.8769455753587
15_1_2.0,pragmatic,15,1,2.0,-158.9655727795756
15_1_2.0,explicit,15,1,2.0,-158.98391069947576
15_1_2.5,pragmatic,15,1,2.5,-158.8306493915363
15_1_2.5,explicit,15,1,2.5,-159.07414382252625
15_2_0.5,pragmatic,15,2,0.5,-165.2560109257229
15_2_0.5,explicit,15,2,0.5,-158.65538941458064
15_2_0.1,pragmatic,15,2,0.1,-165.49442739955217
15_2_0.1,explicit,15,2,0.1,-158.58074391364343
15_2_1.5,pragmatic,15,2,1.5,-164.0525891301714
15_2_1.5,explicit,15,2,1.5,-158.8769455753587
15_2_2.0,pragmatic,15,2,2.0,-162.99548689368194
15_2_2.0,explicit,15,2,2.0,-158.98391069947576
15_2_2.5,pragmatic,15,2,2.5,-161.66916324283386
15_2_2.5,explicit,15,2,2.5,-159.07414382252625
15_3_0.5,pragmatic,15,3,0.5,-169.96203476764768
15_3_0.5,explicit,15,3,0.5,-158.65538941458064
15_3_0.1,pragmatic,15,3,0.1,-170.01480517685877
15_3_0.1,explicit,15,3,0.1,-158.58074391364343
15_3_1.5,pragmatic,15,3,1.5,-169.55627417001662
15_3_1.5,explicit,15,3,1.5,-158.8769455753587
15_3_2.0,pragmatic,15,3,2.0,-169.0341900615826
15_3_2.0,explicit,15,3,2.0,-158.98391069947576
15_3_2.5,pragmatic,15,3,2.5,-168.11453355800174
15_3_2.5,explicit,15,3,2.5,-159.07414382252625
15_4_0.5,pragmatic,15,4,0.5,-172.05976351552044
15_4_0.5,explicit,15,4,0.5,-158.65538941458064
15_4_0.1,pragmatic,15,4,0.1,-172.02538300286324
15_4_0.1,explicit,15,4,0.1,-158.58074391364343
15_4_1.5,pragmatic,15,4,1.5,-172.14030339857788
15_4_1.5,explicit,15,4,1.5,-158.8769455753587
15_4_2.0,pragmatic,15,4,2.0,-172.1218884810001
15_4_2.0,explicit,15,4,2.0,-158.98391069947576
15_4_2.5,pragmatic,15,4,2.5,-171.9778961988424
15_4_2.5,explicit,15,4,2.5,-159.07414382252625
15_5_0.5,pragmatic,15,5,0.5,-172.92626869247997
15_5_0.5,explicit,15,5,0.5,-158.65538941458064
15_5_0.1,pragmatic,15,5,0.1,-172.88046356961067
15_5_0.1,explicit,15,5,0.1,-158.58074391364343
15_5_1.5,pragmatic,15,5,1.5,-173.11214714865423
15_5_1.5,explicit,15,5,1.5,-158.8769455753587
15_5_2.0,pragmatic,15,5,2.0,-173.24122695771874
15_5_2.0,explicit,15,5,2.0,-158.98391069947576
15_5_2.5,pragmatic,15,5,2.5,-173.3738008049286
15_5_2.5,explicit,15,5,2.5,-159.07414382252625
15_6_0.5,pragmatic,15,6,0.5,-173.33483764046383
15_6_0.5,explicit,15,6,0.5,-158.65538941458064
15_6_0.1,pragmatic,15,6,0.1,-173.3019154616021
15_6_0.1,explicit,15,6,0.1,-158.58074391364343
15_6_1.5,pragmatic,15,6,1.5,-173.49271056011574
15_6_1.5,explicit,15,6,1.5,-158.8769455753587
15_6_2.0,pragmatic,15,6,2.0,-173.62904325741778
15_6_2.0,explicit,15,6,2.0,-158.98391069947576
15_6_2.5,pragmatic,15,6,2.5,-173.80606639877075
15_6_2.5,explicit,15,6,2.5,-159.07414382252625
15_7_0.5,pragmatic,15,7,0.5,-173.5722979315861
15_7_0.5,explicit,15,7,0.5,-158.65538941458064
15_7_0.1,pragmatic,15,7,0.1,-173.55768095504055
15_7_0.1,explicit,15,7,0.1,-158.58074391364343
15_7_1.5,pragmatic,15,7,1.5,-173.66654512083304
15_7_1.5,explicit,15,7,1.5,-158.8769455753587
15_7_2.0,pragmatic,15,7,2.0,-173.7702950055702
15_7_2.0,explicit,15,7,2.0,-158.98391069947576
15_7_2.5,pragmatic,15,7,2.5,-173.92578638714716
15_7_2.5,explicit,15,7,2.5,-159.07414382252625
16_1_0.5,pragmatic,16,1,0.5,-160.89052296767312
16_1_0.5,explicit,16,1,0.5,-159.52756558503492
16_1_0.1,pragmatic,16,1,0.1,-161.04223581656032
16_1_0.1,explicit,16,1,0.1,-159.4625858792421
16_1_1.5,pragmatic,16,1,1.5,-160.34216778426972
16_1_1.5,explicit,16,1,1.5,-159.72471147474005
16_1_2.0,pragmatic,16,1,2.0,-160.04917968231692
16_1_2.0,explicit,16,1,2.0,-159.8225908555492
16_1_2.5,pragmatic,16,1,2.5,-159.83418008546266
16_1_2.5,explicit,16,1,2.5,-159.90668471236313
16_2_0.5,pragmatic,16,2,0.5,-167.02459249833555
16_2_0.5,explicit,16,2,0.5,-159.52756558503492
16_2_0.1,pragmatic,16,2,0.1,-167.27248693392886
16_2_0.1,explicit,16,2,0.1,-159.4625858792421
16_2_1.5,pragmatic,16,2,1.5,-165.77214941732936
16_2_1.5,explicit,16,2,1.5,-159.72471147474005
16_2_2.0,pragmatic,16,2,2.0,-164.6570214472957
16_2_2.0,explicit,16,2,2.0,-159.8225908555492
16_2_2.5,pragmatic,16,2,2.5,-163.2270655343503
16_2_2.5,explicit,16,2,2.5,-159.90668471236313
