configuration,answererType,alpha_q,alpha_a,beta,likelihood
9_5_2.0,pragmatic,9,5,2.0,-453.73372795859143
9_5_2.0,explicit,9,5,2.0,-910.022697388829
9_5_2.5,pragmatic,9,5,2.5,-679.8577932271673
9_5_2.5,explicit,9,5,2.5,-1137.5018633092266
9_6_0.5,pragmatic,9,6,0.5,-61.55019522329856
9_6_0.5,explicit,9,6,0.5,-295.22914618605415
9_6_0.1,pragmatic,9,6,0.1,-69.12821538968996
9_6_0.1,explicit,9,6,0.1,-186.61700981500928
9_6_1.5,pragmatic,9,6,1.5,-281.3974035751474
9_6_1.5,explicit,9,6,1.5,-819.061685872398
9_6_2.0,pragmatic,9,6,2.0,-543.3195383494206
9_6_2.0,explicit,9,6,2.0,-1092.003072058987
9_6_2.5,pragmatic,9,6,2.5,-815.7120183096972
9_6_2.5,explicit,9,6,2.5,-1365.000152951043
9_7_0.5,pragmatic,9,7,0.5,-61.001884141175864
9_7_0.5,explicit,9,7,0.5,-332.5619763134395
9_7_0.1,pragmatic,9,7,0.1,-69.74963720948642
9_7_0.1,explicit,9,7,0.1,-188.48728941062092
9_7_1.5,pragmatic,9,7,1.5,-323.2638538889303
9_7_1.5,explicit,9,7,1.5,-955.5137672769399
9_7_2.0,pragmatic,9,7,2.0,-633.4079629012338
9_7_2.0,explicit,9,7,2.0,-1274.000415763497
9_7_2.5,pragmatic,9,7,2.5,-951.6352015837396
9_7_2.5,explicit,9,7,2.5,-1592.5000125549986
10_1_0.5,pragmatic,10,1,0.5,-130.81951450999625
10_1_0.5,explicit,10,1,0.5,-184.94245460573657
10_1_0.1,pragmatic,10,1,0.1,-128.62486006743154
10_1_0.1,explicit,10,1,0.1,-180.0136103579562
10_1_1.5,pragmatic,10,1,1.5,-147.48032410821023
10_1_1.5,explicit,10,1,1.5,-211.436247237278
10_1_2.0,pragmatic,10,1,2.0,-163.80641630360546
10_1_2.0,explicit,10,1,2.0,-233.68135102475446
10_1_2.5,pragmatic,10,1,2.5,-186.2568400894602
10_1_2.5,explicit,10,1,2.5,-261.8891072534063
10_2_0.5,pragmatic,10,2,0.5,-98.20363943510606
10_2_0.5,explicit,10,2,0.5,-195.35917781858566
10_2_0.1,pragmatic,10,2,0.1,-96.401180747256
10_2_0.1,explicit,10,2,0.1,-180.9995405144378
10_2_1.5,pragmatic,10,2,1.5,-147.5099731089733
10_2_1.5,explicit,10,2,1.5,-295.22914618605415
10_2_2.0,pragmatic,10,2,2.0,-205.40727381984325
10_2_2.0,explicit,10,2,2.0,-372.7624533877209
10_2_2.5,pragmatic,10,2,2.5,-280.5016015316591
10_2_2.5,explicit,10,2,2.5,-458.31346681912794
10_3_0.5,pragmatic,10,3,0.5,-78.73975585659439
10_3_0.5,explicit,10,3,0.5,-211.436247237278
10_3_0.1,pragmatic,10,3,0.1,-79.36367042523509
10_3_0.1,explicit,10,3,0.1,-182.1432577629999
10_3_1.5,pragmatic,10,3,1.5,-168.51405150006832
10_3_1.5,explicit,10,3,1.5,-414.90572048223044
10_3_2.0,pragmatic,10,3,2.0,-277.90223041084795
10_3_2.0,explicit,10,3,2.0,-547.231758697065
10_3_2.5,pragmatic,10,3,2.5,-406.9374766189636
10_3_2.5,explicit,10,3,2.5,-682.7761605106717
10_4_0.5,pragmatic,10,4,0.5,-67.96985129882394
10_4_0.5,explicit,10,4,0.5,-233.68135102475446
10_4_0.1,pragmatic,10,4,0.1,-71.4202544619729
10_4_0.1,explicit,10,4,0.1,-183.454364645986
10_4_1.5,pragmatic,10,4,1.5,-200.04885321634995
10_4_1.5,explicit,10,4,1.5,-547.231758697065
10_4_2.0,pragmatic,10,4,2.0,-361.3711485255275
10_4_2.0,explicit,10,4,2.0,-728.1675908020835
10_4_2.5,pragmatic,10,4,2.5,-540.0765200711801
10_4_2.5,explicit,10,4,2.5,-910.022697388829
10_5_0.5,pragmatic,10,5,0.5,-62.41063811050467
10_5_0.5,explicit,10,5,0.5,-261.8891072534063
10_5_0.1,pragmatic,10,5,0.1,-68.20296502552311
10_5_0.1,explicit,10,5,0.1,-184.94245460573657
10_5_1.5,pragmatic,10,5,1.5,-236.6840477735411
10_5_1.5,explicit,10,5,1.5,-682.7761605106717
10_5_2.0,pragmatic,10,5,2.0,-448.5298739919546
10_5_2.0,explicit,10,5,2.0,-910.022697388829
10_5_2.5,pragmatic,10,5,2.5,-674.5663372264569
10_5_2.5,explicit,10,5,2.5,-1137.5018633092266
10_6_0.5,pragmatic,10,6,0.5,-59.99308978739287
10_6_0.5,explicit,10,6,0.5,-295.22914618605415
10_6_0.1,pragmatic,10,6,0.1,-67.47106815100548
10_6_0.1,explicit,10,6,0.1,-186.61700981500928
10_6_1.5,pragmatic,10,6,1.5,-275.9686524438795
10_6_1.5,explicit,10,6,1.5,-819.061685872398
10_6_2.0,pragmatic,10,6,2.0,-537.0170103862339
10_6_2.0,explicit,10,6,2.0,-1092.003072058987
10_6_2.5,pragmatic,10,6,2.5,-809.3554853105439
10_6_2.5,explicit,10,6,2.5,-1365.000152951043
10_7_0.5,pragmatic,10,7,0.5,-59.538883916956756
10_7_0.5,explicit,10,7,0.5,-332.5619763134395
10_7_0.1,pragmatic,10,7,0.1,-68.14235996991044
10_7_0.1,explicit,10,7,0.1,-188.48728941062092
10_7_1.5,pragmatic,10,7,1.5,-316.7460754875649
10_7_1.5,explicit,10,7,1.5,-955.5137672769399
10_7_2.0,pragmatic,10,7,2.0,-626.0208278049511
10_7_2.0,explicit,10,7,2.0,-1274.000415763497
10_7_2.5,pragmatic,10,7,2.5,-944.2168814747906
10_7_2.5,explicit,10,7,2.5,-1592.5000125549986
11_1_0.5,pragmatic,11,1,0.5,-129.87000506023833
11_1_0.5,explicit,11,1,0.5,-184.94245460573657
11_1_0.1,pragmatic,11,1,0.1,-127.67014254076669
11_1_0.1,explicit,11,1,0.1,-180.0136103579562
11_1_1.5,pragmatic,11,1,1.5,-146.5476337715252
11_1_1.5,explicit,11,1,1.5,-211.436247237278
11_1_2.0,pragmatic,11,1,2.0,-162.8826810142516
11_1_2.0,explicit,11,1,2.0,-233.68135102475446
11_1_2.5,pragmatic,11,1,2.5,-185.34116530992358
11_1_2.5,explicit,11,1,2.5,-261.8891072534063
11_2_0.5,pragmatic,11,2,0.5,-96.79190179308898
11_2_0.5,explicit,11,2,0.5,-195.35917781858566
11_2_0.1,pragmatic,11,2,0.1,-95.00335560139726
11_2_0.1,explicit,11,2,0.1,-180.9995405144378
11_2_1.5,pragmatic,11,2,1.5,-145.95417774365907
11_2_1.5,explicit,11,2,1.5,-295.22914618605415
11_2_2.0,pragmatic,11,2,2.0,-203.74669899956228
11_2_2.0,explicit,11,2,2.0,-372.7624533877209
11_2_2.5,pragmatic,11,2,2.5,-278.7703111010889
11_2_2.5,explicit,11,2,2.5,-458.31346681912794
11_3_0.5,pragmatic,11,3,0.5,-77.2435038734616
11_3_0.5,explicit,11,3,0.5,-211.436247237278
11_3_0.1,pragmatic,11,3,0.1,-77.89494990289825
11_3_0.1,explicit,11,3,0.1,-182.1432577629999
11_3_1.5,pragmatic,11,3,1.5,-166.3607966556876
11_3_1.5,explicit,11,3,1.5,-414.90572048223044
11_3_2.0,pragmatic,11,3,2.0,-275.39009467243704
11_3_2.0,explicit,11,3,2.0,-547.231758697065
11_3_2.5,pragmatic,11,3,2.5,-404.2967130339162
11_3_2.5,explicit,11,3,2.5,-682.7761605106717
11_4_0.5,pragmatic,11,4,0.5,-66.55762638896339
11_4_0.5,explicit,11,4,0.5,-233.68135102475446
11_4_0.1,pragmatic,11,4,0.1,-70.00971825524536
11_4_0.1,explicit,11,4,0.1,-183.454364645986
11_4_1.5,pragmatic,11,4,1.5,-197.2061560030035
11_4_1.5,explicit,11,4,1.5,-547.231758697065
11_4_2.0,pragmatic,11,4,2.0,-357.9300526128722
11_4_2.0,explicit,11,4,2.0,-728.1675908020835
11_4_2.5,pragmatic,11,4,2.5,-536.5184470459866
11_4_2.5,explicit,11,4,2.5,-910.022697388829
11_5_0.5,pragmatic,11,5,0.5,-61.12746137468168
11_5_0.5,explicit,11,5,0.5,-261.8891072534063
11_5_0.1,pragmatic,11,5,0.1,-66.87416966033655
11_5_0.1,explicit,11,5,0.1,-184.94245460573657
11_5_1.5,pragmatic,11,5,1.5,-233.05470155971167
11_5_1.5,explicit,11,5,1.5,-682.7761605106717
11_5_2.0,pragmatic,11,5,2.0,-444.1480118656264
11_5_2.0,explicit,11,5,2.0,-910.022697388829
11_5_2.5,pragmatic,11,5,2.5,-670.1020160291804
11_5_2.5,explicit,11,5,2.5,-1137.5018633092266
11_6_0.5,pragmatic,11,6,0.5,-58.832523135028644
11_6_0.5,explicit,11,6,0.5,-295.22914618605415
11_6_0.1,pragmatic,11,6,0.1,-66.2189753702769
11_6_0.1,explicit,11,6,0.1,-186.61700981500928
11_6_1.5,pragmatic,11,6,1.5,-271.47814483384684
11_6_1.5,explicit,11,6,1.5,-819.061685872398
11_6_2.0,pragmatic,11,6,2.0,-531.7049837432046
11_6_2.0,explicit,11,6,2.0,-1092.003072058987
11_6_2.5,pragmatic,11,6,2.5,-803.9919375618686
11_6_2.5,explicit,11,6,2.5,-1365.000152951043
11_7_0.5,pragmatic,11,7,0.5,-58.47540953946912
11_7_0.5,explicit,11,7,0.5,-332.5619763134395
11_7_0.1,pragmatic,11,7,0.1,-66.95294237787914
11_7_0.1,explicit,11,7,0.1,-188.48728941062092
11_7_1.5,pragmatic,11,7,1.5,-311.34428653172887
11_7_1.5,explicit,11,7,1.5,-955.5137672769399
11_7_2.0,pragmatic,11,7,2.0,-619.7912528193397
11_7_2.0,explicit,11,7,2.0,-1274.000415763497
11_7_2.5,pragmatic,11,7,2.5,-937.9571627513866
11_7_2.5,explicit,11,7,2.5,-1592.5000125549986
12_1_0.5,pragmatic,12,1,0.5,-129.0653774492908
12_1_0.5,explicit,12,1,0.5,-184.94245460573657
12_1_0.1,pragmatic,12,1,0.1,-126.86143863762099
12_1_0.1,explicit,12,1,0.1,-180.0136103579562
12_1_1.5,pragmatic,12,1,1.5,-145.75602505545103
12_1_1.5,explicit,12,1,1.5,-211.436247237278
12_1_2.0,pragmatic,12,1,2.0,-162.0978846477211
12_1_2.0,explicit,12,1,2.0,-233.68135102475446
12_1_2.5,pragmatic,12,1,2.5,-184.5624106387198
12_1_2.5,explicit,12,1,2.5,-261.8891072534063
12_2_0.5,pragmatic,12,2,0.5,-95.60926579594465
12_2_0.5,explicit,12,2,0.5,-195.35917781858566
12_2_0.1,pragmatic,12,2,0.1,-93.83341313789715
12_2_0.1,explicit,12,2,0.1,-180.9995405144378
12_2_1.5,pragmatic,12,2,1.5,-144.64096517079108
12_2_1.5,explicit,12,2,1.5,-295.22914618605415
12_2_2.0,pragmatic,12,2,2.0,-202.33781768157596
12_2_2.0,explicit,12,2,2.0,-372.7624533877209
12_2_2.5,pragmatic,12,2,2.5,-277.2966032138599
12_2_2.5,explicit,12,2,2.5,-458.31346681912794
12_3_0.5,pragmatic,12,3,0.5,-76.01494490239088
12_3_0.5,explicit,12,3,0.5,-211.436247237278
12_3_0.1,pragmatic,12,3,0.1,-76.68869948058827
12_3_0.1,explicit,12,3,0.1,-182.1432577629999
12_3_1.5,pragmatic,12,3,1.5,-164.55360180135762
12_3_1.5,explicit,12,3,1.5,-414.90572048223044
12_3_2.0,pragmatic,12,3,2.0,-273.25700633190496
12_3_2.0,explicit,12,3,2.0,-547.231758697065
12_3_2.5,pragmatic,12,3,2.5,-402.0458455804468
12_3_2.5,explicit,12,3,2.5,-682.7761605106717
12_4_0.5,pragmatic,12,4,0.5,-65.42673593923662
12_4_0.5,explicit,12,4,0.5,-233.68135102475446
12_4_0.1,pragmatic,12,4,0.1,-68.87570201924463
12_4_0.1,explicit,12,4,0.1,-183.454364645986
12_4_1.5,pragmatic,12,4,1.5,-194.82695070393513
12_4_1.5,explicit,12,4,1.5,-547.231758697065
12_4_2.0,pragmatic,12,4,2.0,-355.00316070896406
12_4_2.0,explicit,12,4,2.0,-728.1675908020835
12_4_2.5,pragmatic,12,4,2.5,-533.483427482383
12_4_2.5,explicit,12,4,2.5,-910.022697388829
12_5_0.5,pragmatic,12,5,0.5,-60.127110015243645
12_5_0.5,explicit,12,5,0.5,-261.8891072534063
12_5_0.1,pragmatic,12,5,0.1,-65.82843928545562
12_5_0.1,explicit,12,5,0.1,-184.94245460573657
12_5_1.5,pragmatic,12,5,1.5,-230.017511886928
12_5_1.5,explicit,12,5,1.5,-682.7761605106717
12_5_2.0,pragmatic,12,5,2.0,-440.41580562542225
12_5_2.0,explicit,12,5,2.0,-910.022697388829
12_5_2.5,pragmatic,12,5,2.5,-666.2928149768287
12_5_2.5,explicit,12,5,2.5,-1137.5018633092266
12_6_0.5,pragmatic,12,6,0.5,-57.950786315423926
12_6_0.5,explicit,12,6,0.5,-295.22914618605415
12_6_0.1,pragmatic,12,6,0.1,-65.25295496707798
12_6_0.1,explicit,12,6,0.1,-186.61700981500928
12_6_1.5,pragmatic,12,6,1.5,-267.7154707438762
12_6_1.5,explicit,12,6,1.5,-819.061685872398
12_6_2.0,pragmatic,12,6,2.0,-527.1766052635903
12_6_2.0,explicit,12,6,2.0,-1092.003072058987
12_6_2.5,pragmatic,12,6,2.5,-799.4149725593686
12_6_2.5,explicit,12,6,2.5,-1365.000152951043
12_7_0.5,pragmatic,12,7,0.5,-57.684920190750276
12_7_0.5,explicit,12,7,0.5,-332.5619763134395
12_7_0.1,pragmatic,12,7,0.1,-66.05044025295642
12_7_0.1,explicit,12,7,0.1,-188.48728941062092
12_7_1.5,pragmatic,12,7,1.5,-306.80986159329234
12_7_1.5,explicit,12,7,1.5,-955.5137672769399
12_7_2.0,pragmatic,12,7,2.0,-614.4780570965171
12_7_2.0,explicit,12,7,2.0,-1274.000415763497
12_7_2.5,pragmatic,12,7,2.5,-932.6152587512087
12_7_2.5,explicit,12,7,2.5,-1592.5000125549986
13_1_0.5,pragmatic,13,1,0.5,-128.37717988343962
13_1_0.5,explicit,13,1,0.5,-184.94245460573657
13_1_0.1,pragmatic,13,1,0.1,-126.17010637340147
13_1_0.1,explicit,13,1,0.1,-180.0136103579562
13_1_1.5,pragmatic,13,1,1.5,-145.0776618579438
13_1_1.5,explicit,13,1,1.5,-211.436247237278
13_1_2.0,pragmatic,13,1,2.0,-161.42452433509044
13_1_2.0,explicit,13,1,2.0,-233.68135102475446
13_1_2.5,pragmatic,13,1,2.5,-183.8933790911185
13_1_2.5,explicit,13,1,2.5,-261.8891072534063
13_2_0.5,pragmatic,13,2,0.5,-94.60888726772068
13_2_0.5,explicit,13,2,0.5,-195.35917781858566
13_2_0.1,pragmatic,13,2,0.1,-92.84486706715637
13_2_0.1,explicit,13,2,0.1,-180.9995405144378
13_2_1.5,pragmatic,13,2,1.5,-143.5207020236792
13_2_1.5,explicit,13,2,1.5,-295.22914618605415
13_2_2.0,pragmatic,13,2,2.0,-201.1294845639706
13_2_2.0,explicit,13,2,2.0,-372.7624533877209
13_2_2.5,pragmatic,13,2,2.5,-276.0284339855603
13_2_2.5,explicit,13,2,2.5,-458.31346681912794
13_3_0.5,pragmatic,13,3,0.5,-74.99478880009414
13_3_0.5,explicit,13,3,0.5,-211.436247237278
13_3_0.1,pragmatic,13,3,0.1,-75.68715555373348
13_3_0.1,explicit,13,3,0.1,-182.1432577629999
13_3_1.5,pragmatic,13,3,1.5,-163.0189321880103
13_3_1.5,explicit,13,3,1.5,-414.90572048223044
13_3_2.0,pragmatic,13,3,2.0,-271.4253534146076
13_3_2.0,explicit,13,3,2.0,-547.231758697065
13_3_2.5,pragmatic,13,3,2.5,-400.1061278010669
13_3_2.5,explicit,13,3,2.5,-682.7761605106717
13_4_0.5,pragmatic,13,4,0.5,-64.50884261965156
13_4_0.5,explicit,13,4,0.5,-233.68135102475446
13_4_0.1,pragmatic,13,4,0.1,-67.95194698376507
13_4_0.1,explicit,13,4,0.1,-183.454364645986
13_4_1.5,pragmatic,13,4,1.5,-192.8109182791943
13_4_1.5,explicit,13,4,1.5,-547.231758697065
13_4_2.0,pragmatic,13,4,2.0,-352.48563366194276
13_4_2.0,explicit,13,4,2.0,-728.1675908020835
13_4_2.5,pragmatic,13,4,2.5,-530.8660908678752
13_4_2.5,explicit,13,4,2.5,-910.022697388829
13_5_0.5,pragmatic,13,5,0.5,-59.33469544918656
13_5_0.5,explicit,13,5,0.5,-261.8891072534063
13_5_0.1,pragmatic,13,5,0.1,-64.99234235982406
13_5_0.1,explicit,13,5,0.1,-184.94245460573657
13_5_1.5,pragmatic,13,5,1.5,-227.44385764840285
13_5_1.5,explicit,13,5,1.5,-682.7761605106717
13_5_2.0,pragmatic,13,5,2.0,-437.2015109047208
13_5_2.0,explicit,13,5,2.0,-910.022697388829
13_5_2.5,pragmatic,13,5,2.5,-663.0069275090239
13_5_2.5,explicit,13,5,2.5,-1137.5018633092266
13_6_0.5,pragmatic,13,6,0.5,-57.26828878881993
13_6_0.5,explicit,13,6,0.5,-295.22914618605415
13_6_0.1,pragmatic,13,6,0.1,-64.49332336156981
13_6_0.1,explicit,13,6,0.1,-186.61700981500928
13_6_1.5,pragmatic,13,6,1.5,-264.5231172244106
13_6_1.5,explicit,13,6,1.5,-819.061685872398
13_6_2.0,pragmatic,13,6,2.0,-523.2735569780881
13_6_2.0,explicit,13,6,2.0,-1092.003072058987
13_6_2.5,pragmatic,13,6,2.5,-795.4664110383378
13_6_2.5,explicit,13,6,2.5,-1365.000152951043
13_7_0.5,pragmatic,13,7,0.5,-57.08440547504046
13_7_0.5,explicit,13,7,0.5,-332.5619763134395
13_7_0.1,pragmatic,13,7,0.1,-65.34978691438734
13_7_0.1,explicit,13,7,0.1,-188.48728941062092
13_7_1.5,pragmatic,13,7,1.5,-302.9562666520682
13_7_1.5,explicit,13,7,1.5,-955.5137672769399
13_7_2.0,pragmatic,13,7,2.0,-609.896521468926
13_7_2.0,explicit,13,7,2.0,-1274.000415763497
13_7_2.5,pragmatic,13,7,2.5,-928.0066305629904
13_7_2.5,explicit,13,7,2.5,-1592.5000125549986
14_1_0.5,pragmatic,14,1,0.5,-127.78323152830002
14_1_0.5,explicit,14,1,0.5,-184.94245460573657
14_1_0.1,pragmatic,14,1,0.1,-125.57380638070705
14_1_0.1,explicit,14,1,0.1,-180.0136103579562
14_1_1.5,pragmatic,14,1,1.5,-144.49089137051598
14_1_1.5,explicit,14,1,1.5,-211.436247237278
14_1_2.0,pragmatic,14,1,2.0,-160.84124317944435
14_1_2.0,explicit,14,1,2.0,-233.68135102475446
14_1_2.5,pragmatic,14,1,2.5,-183.31299180529092
14_1_2.5,explicit,14,1,2.5,-261.8891072534063
14_2_0.5,pragmatic,14,2,0.5,-93.75460611385024
14_2_0.5,explicit,14,2,0.5,-195.35917781858566
14_2_0.1,pragmatic,14,2,0.1,-92.00181673840939
14_2_0.1,explicit,14,2,0.1,-180.9995405144378
14_2_1.5,pragmatic,14,2,1.5,-142.55521510841928
14_2_1.5,explicit,14,2,1.5,-295.22914618605415
14_2_2.0,pragmatic,14,2,2.0,-200.08237694723567
14_2_2.0,explicit,14,2,2.0,-372.7624533877209
14_2_2.5,pragmatic,14,2,2.5,-274.9257741634229
14_2_2.5,explicit,14,2,2.5,-458.31346681912794
14_3_0.5,pragmatic,14,3,0.5,-74.13833385954548
14_3_0.5,explicit,14,3,0.5,-211.436247237278
14_3_0.1,pragmatic,14,3,0.1,-74.84676306865154
14_3_0.1,explicit,14,3,0.1,-182.1432577629999
14_3_1.5,pragmatic,14,3,1.5,-161.70097038080868
14_3_1.5,explicit,14,3,1.5,-414.90572048223044
14_3_2.0,pragmatic,14,3,2.0,-269.8356998562487
14_3_2.0,explicit,14,3,2.0,-547.231758697065
14_3_2.5,pragmatic,14,3,2.5,-398.4170331685542
14_3_2.5,explicit,14,3,2.5,-682.7761605106717
14_4_0.5,pragmatic,14,4,0.5,-63.75400757485988
14_4_0.5,explicit,14,4,0.5,-233.68135102475446
14_4_0.1,pragmatic,14,4,0.1,-67.19004687549634
14_4_0.1,explicit,14,4,0.1,-183.454364645986
14_4_1.5,pragmatic,14,4,1.5,-191.0824653283595
14_4_1.5,explicit,14,4,1.5,-547.231758697065
14_4_2.0,pragmatic,14,4,2.0,-350.2971280229562
14_4_2.0,explicit,14,4,2.0,-728.1675908020835
14_4_2.5,pragmatic,14,4,2.5,-528.5853938669557
14_4_2.5,explicit,14,4,2.5,-910.022697388829
14_5_0.5,pragmatic,14,5,0.5,-58.69720883290858
14_5_0.5,explicit,14,5,0.5,-261.8891072534063
14_5_0.1,pragmatic,14,5,0.1,-64.31392762042314
14_5_0.1,explicit,14,5,0.1,-184.94245460573657
14_5_1.5,pragmatic,14,5,1.5,-225.2370668697842
14_5_1.5,explicit,14,5,1.5,-682.7761605106717
14_5_2.0,pragmatic,14,5,2.0,-434.4040111391618
14_5_2.0,explicit,14,5,2.0,-910.022697388829
14_5_2.5,pragmatic,14,5,2.5,-660.1429388099006
14_5_2.5,explicit,14,5,2.5,-1137.5018633092266
14_6_0.5,pragmatic,14,6,0.5,-56.73039203641789
14_6_0.5,explicit,14,6,0.5,-295.22914618605415
14_6_0.1,pragmatic,14,6,0.1,-63.885433090211855
14_6_0.1,explicit,14,6,0.1,-186.61700981500928
14_6_1.5,pragmatic,14,6,1.5,-261.7826966292239
14_6_1.5,explicit,14,6,1.5,-819.061685872398
14_6_2.0,pragmatic,14,6,2.0,-519.8741842385654
14_6_2.0,explicit,14,6,2.0,-1092.003072058987
14_6_2.5,pragmatic,14,6,2.5,-792.0245280261929
14_6_2.5,explicit,14,6,2.5,-1365.000152951043
14_7_0.5,pragmatic,14,7,0.5,-56.618558877365246
14_7_0.5,explicit,14,7,0.5,-332.5619763134395
14_7_0.1,pragmatic,14,7,0.1,-64.79441123730115
14_7_0.1,explicit,14,7,0.1,-188.48728941062092
14_7_1.5,pragmatic,14,7,1.5,-299.64311757288954
14_7_1.5,explicit,14,7,1.5,-955.5137672769399
14_7_2.0,pragmatic,14,7,2.0,-605.9046024175321
14_7_2.0,explicit,14,7,2.0,-1274.000415763497
14_7_2.5,pragmatic,14,7,2.5,-923.9892610037617
14_7_2.5,explicit,14,7,2.5,-1592.5000125549986
15_1_0.5,pragmatic,15,1,0.5,-127.2661718982812
15_1_0.5,explicit,15,1,0.5,-184.94245460573657
15_1_0.1,pragmatic,15,1,0.1,-125.0550402440856
15_1_0.1,explicit,15,1,0.1,-180.0136103579562
15_1_1.5,pragmatic,15,1,1.5,-143.9788216926146
15_1_1.5,explicit,15,1,1.5,-211.436247237278
15_1_2.0,pragmatic,15,1,2.0,-160.33141754611313
15_1_2.0,explicit,15,1,2.0,-233.68135102475446
15_1_2.5,pragmatic,15,1,2.5,-182.8048804306334
15_1_2.5,explicit,15,1,2.5,-261.8891072534063
15_2_0.5,pragmatic,15,2,0.5,-93.01839469359332
15_2_0.5,explicit,15,2,0.5,-195.35917781858566
15_2_0.1,pragmatic,15,2,0.1,-91.2763890972182
15_2_0.1,explicit,15,2,0.1,-180.9995405144378
15_2_1.5,pragmatic,15,2,1.5,-141.71509475694685
15_2_1.5,explicit,15,2,1.5,-295.22914618605415
15_2_2.0,pragmatic,15,2,2.0,-199.16622271134543
15_2_2.0,explicit,15,2,2.0,-372.7624533877209
15_2_2.5,pragmatic,15,2,2.5,-273.9578028297829
15_2_2.5,explicit,15,2,2.5,-458.31346681912794
15_3_0.5,pragmatic,15,3,0.5,-73.41170388926197
15_3_0.5,explicit,15,3,0.5,-211.436247237278
15_3_0.1,pragmatic,15,3,0.1,-74.13442251760507
15_3_0.1,explicit,15,3,0.1,-182.1432577629999
15_3_1.5,pragmatic,15,3,1.5,-160.55726784082128
15_3_1.5,explicit,15,3,1.5,-414.90572048223044
15_3_2.0,pragmatic,15,3,2.0,-268.44247112584196
15_3_2.0,explicit,15,3,2.0,-547.231758697065
15_3_2.5,pragmatic,15,3,2.5,-396.9319943630396
15_3_2.5,explicit,15,3,2.5,-682.7761605106717
15_4_0.5,pragmatic,15,4,0.5,-63.125460087960576
15_4_0.5,explicit,15,4,0.5,-233.68135102475446
15_4_0.1,pragmatic,15,4,0.1,-66.55420535966402
15_4_0.1,explicit,15,4,0.1,-183.454364645986
15_4_1.5,pragmatic,15,4,1.5,-189.58448828898372
15_4_1.5,explicit,15,4,1.5,-547.231758697065
15_4_2.0,pragmatic,15,4,2.0,-348.37600057886465
15_4_2.0,explicit,15,4,2.0,-728.1675908020835
15_4_2.5,pragmatic,15,4,2.5,-526.5789473022123
15_4_2.5,explicit,15,4,2.5,-910.022697388829
15_5_0.5,pragmatic,15,5,0.5,-58.1767529153262
15_5_0.5,explicit,15,5,0.5,-261.8891072534063
15_5_0.1,pragmatic,15,5,0.1,-63.75584656441708
15_5_0.1,explicit,15,5,0.1,-184.94245460573657
15_5_1.5,pragmatic,15,5,1.5,-223.32426893274044
15_5_1.5,explicit,15,5,1.5,-682.7761605106717
15_5_2.0,pragmatic,15,5,2.0,-431.9456182611287
15_5_2.0,explicit,15,5,2.0,-910.022697388829
15_5_2.5,pragmatic,15,5,2.5,-657.622749685854
15_5_2.5,explicit,15,5,2.5,-1137.5018633092266
15_6_0.5,pragmatic,15,6,0.5,-56.29914139912138
15_6_0.5,explicit,15,6,0.5,-295.22914618605415
15_6_0.1,pragmatic,15,6,0.1,-63.391102067249236
15_6_0.1,explicit,15,6,0.1,-186.61700981500928
15_6_1.5,pragmatic,15,6,1.5,-259.4049675078977
15_6_1.5,explicit,15,6,1.5,-819.061685872398
15_6_2.0,pragmatic,15,6,2.0,-516.884920080615
15_6_2.0,explicit,15,6,2.0,-1092.003072058987
15_6_2.5,pragmatic,15,6,2.5,-788.9955702688045
15_6_2.5,explicit,15,6,2.5,-1365.000152951043
15_7_0.5,pragmatic,15,7,0.5,-56.250014514644604
15_7_0.5,explicit,15,7,0.5,-332.5619763134395
15_7_0.1,pragmatic,15,7,0.1,-64.34590470696038
15_7_0.1,explicit,15,7,0.1,-188.48728941062092
15_7_1.5,pragmatic,15,7,1.5,-296.7644971596296
15_7_1.5,explicit,15,7,1.5,-955.5137672769399
15_7_2.0,pragmatic,15,7,2.0,-602.3929789823877
15_7_2.0,explicit,15,7,2.0,-1274.000415763497
15_7_2.5,pragmatic,15,7,2.5,-920.4537621441061
15_7_2.5,explicit,15,7,2.5,-1592.5000125549986
16_1_0.5,pragmatic,16,1,0.5,-126.81238280780155
16_1_0.5,explicit,16,1,0.5,-184.94245460573657
16_1_0.1,pragmatic,16,1,0.1,-124.60006768400656
16_1_0.1,explicit,16,1,0.1,-180.0136103579562
16_1_1.5,pragmatic,16,1,1.5,-143.52825427341534
16_1_1.5,explicit,16,1,1.5,-211.436247237278
16_1_2.0,pragmatic,16,1,2.0,-159.88209185015273
16_1_2.0,explicit,16,1,2.0,-233.68135102475446
16_1_2.5,pragmatic,16,1,2.5,-182.3563219950483
16_1_2.5,explicit,16,1,2.5,-261.8891072534063
16_2_0.5,pragmatic,16,2,0.5,-92.37847144788597
16_2_0.5,explicit,16,2,0.5,-195.35917781858566
16_2_0.1,pragmatic,16,2,0.1,-90.64687157854594
16_2_0.1,explicit,16,2,0.1,-180.9995405144378
16_2_1.5,pragmatic,16,2,1.5,-140.97765321587053
16_2_1.5,explicit,16,2,1.5,-295.22914618605415
16_2_2.0,pragmatic,16,2,2.0,-198.3576958775717
16_2_2.0,explicit,16,2,2.0,-372.7624533877209
16_2_2.5,pragmatic,16,2,2.5,-273.1007744922399
16_2_2.5,explicit,16,2,2.5,-458.31346681912794
16_3_0.5,pragmatic,16,3,0.5,-72.78912178949122
16_3_0.5,explicit,16,3,0.5,-211.436247237278
16_3_0.1,pragmatic,16,3,0.1,-73.52483762173468
